scaffold,start,end,mid,sites,pi_Ppr
chr5,8623644,8648883,8636243,25000,0.006493
chr5,8648884,8674624,8661686,25000,0.006862
chr5,8674625,8699922,8687300,25000,0.007844
chr5,8699923,8725573,8712782,25000,0.008875
chr5,8725574,8751255,8738414,25000,0.008937
chr5,8751256,8776636,8763975,25000,0.006491
chr5,8776637,8802474,8789589,25000,0.008595
chr5,8802475,8829182,8815555,25000,0.008458
chr5,8829183,8857692,8843174,25000,0.009586
chr5,8857693,8884535,8870776,25000,0.009402
chr5,8884536,8910430,8897693,25000,0.008583
chr5,8910431,8938095,8923333,25000,0.007479
chr5,8938096,8964823,8951112,25000,0.013023
chr5,8964824,8990693,8977899,25000,0.0079
chr5,8990694,9016814,9003813,25000,0.010049
chr5,9016815,9046034,9031801,25000,0.009377
chr5,9046035,9076005,9061823,25000,0.008825
chr5,9076006,9108214,9094313,25000,0.006471
chr5,9108215,9135082,9121317,25000,0.011712
chr5,9135083,9162230,9148828,25000,0.012704
chr5,9162231,9198881,9177949,25000,0.015404
chr5,9198882,9237793,9223864,25000,0.012387
chr5,9237794,9265368,9251289,25000,0.010553
chr5,9265369,9292981,9279436,25000,0.01003
chr5,9292982,9318936,9306192,25000,0.00848
chr5,9318937,9345102,9332168,25000,0.008517
chr5,9345103,9371145,9358404,25000,0.006689
chr5,9371146,9396721,9383923,25000,0.00771
chr5,9396722,9423878,9409965,25000,0.011526
chr5,9423879,9454801,9440587,25000,0.011549
chr5,9454802,9482148,9469046,25000,0.010113
chr5,9482149,9508062,9495145,25000,0.01158
chr5,9508063,9537619,9523406,25000,0.019896
chr5,9537620,9565923,9551987,25000,0.009271
chr5,9565924,9593048,9579748,25000,0.006992
chr5,9593049,9618713,9605990,25000,0.003481
chr5,9618714,9644295,9631553,25000,0.005792
chr5,9644296,9670066,9657257,25000,0.00793
chr5,9670067,9696516,9683336,25000,0.011372
chr5,9696517,9723065,9709922,25000,0.010394
chr5,9723066,9750498,9736414,25000,0.01692
chr5,9750499,9808082,9773438,25000,0.004563
chr5,9808083,9839726,9824304,25000,0.012486
chr5,9839727,9874011,9856612,25000,0.016763
chr5,9874012,9900709,9887732,25000,0.012001
chr5,9900710,9927797,9914441,25000,0.009008
chr5,9927798,9956780,9941907,25000,0.01116
chr5,9956781,9985589,9971967,25000,0.011173
chr5,9985590,10012412,9998690,25000,0.009847
chr5,10012413,10065094,10033074,25000,0.015483
chr5,10065095,10091509,10078286,25000,0.009469
chr5,10091510,10117342,10104399,25000,0.00415
chr5,10117343,10145945,10131435,25000,0.013652
chr5,10145946,10217131,10187136,25000,0.012688
chr5,10217132,10250364,10231298,25000,0.005526
chr5,10250365,10299972,10275889,25000,0.012742
chr5,10299973,10352424,10327191,25000,0.015352
chr5,10352425,10382148,10366071,25000,0.009493
chr5,10382149,10409109,10395753,25000,0.013622
chr5,10409110,10436729,10423463,25000,0.009115
chr5,10436730,10462900,10449934,25000,0.006676
chr5,10462901,10496257,10482221,25000,0.015482
chr5,10496258,10521791,10508963,25000,0.008954
chr5,10521792,10548161,10534680,25000,0.012794
chr5,10548162,10581334,10567558,25000,0.012975
chr5,10581335,10616657,10598427,25000,0.011947
chr5,10616658,10654333,10637443,25000,0.019142
chr5,10654334,10687004,10671039,25000,0.010375
chr5,10687005,10713999,10700526,25000,0.008628
chr5,10714000,10742688,10727311,25000,0.005847
chr5,10742689,10771132,10756133,25000,0.007292
chr5,10771133,10817464,10803605,25000,0.006904
chr5,10817465,10842949,10830204,25000,0.0088
chr5,10842950,10868852,10855807,25000,0.007296
chr5,10868853,10895138,10882150,25000,0.007438
chr5,10895139,10921440,10908278,25000,0.01068
chr5,10921441,10958065,10942901,25000,0.012134
chr5,10958066,11034133,11004426,25000,0.00924
chr5,11034134,11062068,11048782,25000,0.012266
chr5,11062069,11088174,11075153,25000,0.012477
chr5,11088175,11113974,11101057,25000,0.010839
chr5,11113975,11143033,11128917,25000,0.009665
chr5,11143034,11168501,11155747,25000,0.00873
chr5,11168502,11196214,11181863,25000,0.010033
chr5,11196215,11222584,11209654,25000,0.011291
chr5,11222585,11262167,11242494,25000,0.016415
chr5,11262168,11299816,11276949,25000,0.012903
chr5,11299817,11330232,11314846,25000,0.011868
chr5,11330233,11358369,11344628,25000,0.009843
chr5,11358370,11384668,11371471,25000,0.015044
chr5,11384669,11423809,11409114,25000,0.008574
chr5,11423810,11463106,11444823,25000,0.013446
chr5,11463107,11494973,11479406,25000,0.012525
chr5,11494974,11527842,11511395,25000,0.01258
chr5,11527843,11559655,11543517,25000,0.012223
chr5,11559656,11588949,11573889,25000,0.018275
chr5,11588950,11616244,11603189,25000,0.011145
chr5,11616245,11669924,11638076,25000,0.015739
chr5,11669925,11725861,11689010,25000,0.016633
chr5,11725862,11752614,11738819,25000,0.008963
chr5,11752615,11793126,11773861,25000,0.015244
chr5,11793127,11819278,11806058,25000,0.01095
chr5,11819279,11857062,11839157,25000,0.015189
chr5,11857063,11892722,11873158,25000,0.014665
chr5,11892723,11918919,11905957,25000,0.010779
chr5,11918920,11946174,11932056,25000,0.007684
chr5,11946175,11971726,11958882,25000,0.010191
chr5,11971727,12013296,11990109,25000,0.013665
chr5,12013297,12039666,12026404,25000,0.010688
chr5,12039667,12067348,12053124,25000,0.015419
chr5,12067349,12136719,12100080,25000,0.013105
chr5,12136720,12176161,12155820,25000,0.017414
chr5,12176162,12224010,12201724,25000,0.024321
chr5,12224011,12257722,12241699,25000,0.019291
chr5,12257723,12302748,12284163,25000,0.015946
chr5,12302749,12339546,12322533,25000,0.024351
chr5,12339547,12371220,12356426,25000,0.017252
chr5,12371221,12397615,12384653,25000,0.011151
chr5,12397616,12424398,12410782,25000,0.005934
chr5,12424399,12450694,12437379,25000,0.000828
chr5,12450695,12486275,12464119,25000,0.008218
chr5,12486276,12535894,12508259,25000,0.014516
chr5,12535895,12611039,12567841,25000,0.025235
chr5,12611040,12639813,12626405,25000,0.012893
chr5,12639814,12667180,12652849,25000,0.009029
chr5,12667181,12696124,12682048,25000,0.013401
chr5,12696125,12727556,12712903,25000,0.018062
chr5,12727557,12755249,12742186,25000,0.008523
chr5,12755250,12797222,12772848,25000,0.01238
chr5,12797223,12841675,12815074,25000,0.018262
chr5,12841676,12867889,12854557,25000,0.009945
chr5,12867890,12904506,12885463,25000,0.017201
chr5,12904507,12931607,12918709,25000,0.013604
chr5,12931608,12959820,12945014,25000,0.003071
chr5,12959821,12989545,12974539,25000,0.01325
chr5,12989546,13087933,13048038,25000,0.012432
chr5,13087934,13118946,13102869,25000,0.014609
chr5,13118947,13169894,13149329,25000,0.014017
chr5,13169895,13195675,13182795,25000,0.007855
chr5,13195676,13231476,13214696,25000,0.015823
chr5,13231477,13269958,13252146,25000,0.010757
chr5,13269959,13297906,13283906,25000,0.005886
chr5,13297907,13338687,13322089,25000,0.013046
chr5,13338688,13387031,13357280,25000,0.01538
chr5,13387032,13450130,13417825,25000,0.022641
chr5,13450131,13482028,13468319,25000,0.011555
chr5,13482029,13518898,13498730,25000,0.012493
chr5,13518899,13629043,13566423,25000,0.009444
chr5,13629044,13656209,13642838,25000,0.017319
chr5,13656210,13682736,13669270,25000,0.009279
chr5,13682737,13728286,13708588,25000,0.009062
chr5,13728287,13753355,13740825,25000,0.003015
chr5,13753356,13784823,13767786,25000,0.004861
chr5,13784824,13819395,13798991,25000,0.007655
chr5,13819396,13884577,13864056,25000,0.013737
chr5,13884578,13913803,13899359,25000,0.012121
chr5,13913804,13939591,13926723,25000,0.011959
chr5,13939592,13965139,13952233,25000,0.009819
chr5,13965140,13991363,13977958,25000,0.009097
chr5,13991364,14021719,14006529,25000,0.011876
chr5,14021720,14047425,14034495,25000,0.010538
chr5,14047426,14085937,14063699,25000,0.011656
chr5,14085938,14136736,14123154,25000,0.011807
chr5,14136737,14172470,14153314,25000,0.018323
chr5,14172471,14210896,14187414,25000,0.016125
chr5,14210897,14239508,14225030,25000,0.018997
chr5,14239509,14280287,14262548,25000,0.016741
chr5,14280288,14306560,14293313,25000,0.002819
chr5,14306561,14332316,14319463,25000,0.000972
chr5,14332317,14372246,14346975,25000,0.007219
chr5,14372247,14423323,14395766,25000,0.016203
chr5,14423324,14455800,14436817,25000,0.011634
chr5,14455801,14486476,14469486,25000,0.014777
chr5,14486477,14532207,14508816,25000,0.013908
chr5,14532208,14582264,14558512,25000,0.019968
chr5,14582265,14614144,14599964,25000,0.009384
chr5,14614146,14657099,14637874,25000,0.012213
chr5,14657100,14689850,14672956,25000,0.007893
chr5,14689851,14721156,14703567,25000,0.015972
chr5,14721157,14773184,14750815,25000,0.00792
chr5,14773185,14808423,14789439,25000,0.014454
chr5,14808424,14843142,14827532,25000,0.015366
chr5,14843143,14902458,14880210,25000,0.021149
chr5,14902459,14932278,14918148,25000,0.011439
chr5,14932279,14968634,14949651,25000,0.016266
chr5,14968635,15010375,14984251,25000,0.013225
chr5,15010376,15044048,15028411,25000,0.022409
chr5,15044049,15074839,15059722,25000,0.019879
chr5,15074840,15105582,15089556,25000,0.014097
chr5,15105583,15178556,15139007,25000,0.012592
chr5,15178557,15207054,15192183,25000,0.010514
chr5,15207055,15271065,15232867,25000,0.017316
chr5,15271066,15301669,15286203,25000,0.021918
chr5,15301670,15333299,15318580,25000,0.011923
chr5,15333300,15359891,15346415,25000,0.012232
chr5,15359892,15417367,15393393,25000,0.013408
chr5,15417368,15452695,15435497,25000,0.0135
chr5,15452696,15496281,15478107,25000,0.010696
chr5,15496282,15522569,15509326,25000,0.019365
chr5,15522570,15548689,15535668,25000,0.009661
chr5,15548690,15621214,15564685,25000,0.011447
chr5,15621215,15652086,15636129,25000,0.0203
chr5,15652087,15700546,15680924,25000,0.015407
chr5,15700547,15748394,15730189,25000,0.016424
chr5,15748395,15775924,15761808,25000,0.012662
chr5,15775925,15804918,15791333,25000,0.021671
chr5,15804919,15832643,15818670,25000,0.017069
chr5,15832644,15881871,15862611,25000,0.013573
chr5,15881872,15914109,15896851,25000,0.02194
chr5,15914110,15941691,15927998,25000,0.014254
chr5,15941692,15968984,15955341,25000,0.006673
chr5,15968985,15994394,15981683,25000,0.004548
chr5,15994395,16019769,16007150,25000,0.002919
chr5,16019770,16048726,16033505,25000,0.007203
chr5,16048727,16075237,16062025,25000,0.012406
chr5,16075238,16129250,16096748,25000,0.012748
chr5,16129251,16155723,16142350,25000,0.010823
chr5,16155724,16185371,16172163,25000,0.009719
chr5,16185372,16210882,16198095,25000,0.002595
chr5,16210883,16247181,16227472,25000,0.015666
chr5,16247182,16295366,16272602,25000,0.015223
chr5,16295367,16351104,16322002,25000,0.009727
chr5,16351105,16390607,16367718,25000,0.01382
chr5,16390608,16491869,16421375,25000,0.019413
chr5,16491870,16531401,16513008,25000,0.019208
chr5,16531402,16564332,16545810,25000,0.018805
chr5,16564333,16605083,16583600,25000,0.015747
chr5,16605084,16652979,16636335,25000,0.014419
chr5,16652980,16686717,16670051,25000,0.016627
chr5,16686718,16715958,16701289,25000,0.016206
chr5,16715959,16745338,16730809,25000,0.019289
chr5,16745339,16779894,16762516,25000,0.018926
chr5,16779895,16816351,16797937,25000,0.015965
chr5,16816352,16849038,16833761,25000,0.011455
chr5,16849039,16889348,16867235,25000,0.006644
chr5,16889349,16917052,16902894,25000,0.008815
chr5,16917053,16943624,16930432,25000,0.01292
chr5,16943625,16971923,16957499,25000,0.020612
chr5,16971924,17024873,16994088,25000,0.009273
chr5,17024874,17056280,17040336,25000,0.015928
chr5,17056281,17089041,17073531,25000,0.013946
chr5,17089042,17118569,17104390,25000,0.014419
chr5,17118570,17145440,17131814,25000,0.010958
chr5,17145441,17172663,17158931,25000,0.009742
chr5,17172664,17200221,17187160,25000,0.013068
chr5,17200222,17235126,17214520,25000,0.009609
chr5,17235127,17261723,17248743,25000,0.007111
chr5,17261724,17291174,17277421,25000,0.007808
chr5,17291175,17333280,17312841,25000,0.012098
chr5,17333281,17359720,17346247,25000,0.011012
chr5,17359721,17387045,17374238,25000,0.011033
chr5,17387046,17420138,17403539,25000,0.013267
chr5,17420139,17447941,17435096,25000,0.010155
chr5,17447942,17475065,17461344,25000,0.013898
chr5,17475066,17509114,17491619,25000,0.010686
chr5,17509115,17535989,17522688,25000,0.007001
chr5,17535990,17561669,17548874,25000,0.00942
chr5,17561670,17587650,17574717,25000,0.012531
chr5,17587651,17614117,17601219,25000,0.00944
chr5,17614118,17639664,17626856,25000,0.008026
chr5,17639665,17666310,17653029,25000,0.010587
chr5,17666311,17696931,17681554,25000,0.013085
chr5,17696932,17728239,17713541,25000,0.009991
chr5,17728240,17753805,17741049,25000,0.006341
chr5,17753806,17779376,17766519,25000,0.008131
chr5,17779377,17805796,17792304,25000,0.004597
chr5,17805797,17877273,17837570,25000,0.013816
chr5,17877274,17912947,17896384,25000,0.015603
chr5,17912948,17942295,17928886,25000,0.017196
chr5,17942296,17973209,17957014,25000,0.014519
chr5,17973210,18000982,17986856,25000,0.013839
chr5,18000983,18035660,18019953,25000,0.009125
chr5,18035661,18065341,18049891,25000,0.009169
chr5,18065342,18090865,18078083,25000,0.007999
chr5,18090866,18117939,18104319,25000,0.011808
chr5,18117940,18146626,18131867,25000,0.016498
chr5,18146627,18174330,18160305,25000,0.009153
chr5,18174331,18208747,18194266,25000,0.014026
chr5,18208748,18239974,18223491,25000,0.011604
chr5,18239975,18267921,18253824,25000,0.011695
chr5,18267922,18297617,18282286,25000,0.008134
chr5,18297618,18340459,18321368,25000,0.014209
chr5,18340460,18371496,18356211,25000,0.01773
chr5,18371497,18401003,18386666,25000,0.012019
chr5,18401004,18427209,18414112,25000,0.017621
chr5,18427210,18455027,18441145,25000,0.014585
chr5,18455028,18484592,18470050,25000,0.017175
chr5,18484594,18514798,18500075,25000,0.01225
chr5,18514799,18540819,18527659,25000,0.007629
chr5,18540820,18577932,18557305,25000,0.010729
chr5,18577933,18613636,18593379,25000,0.004599
chr5,18613637,18644039,18628990,25000,0.01567
chr5,18644040,18674416,18660701,25000,0.012084
chr5,18674417,18702529,18687788,25000,0.01516
chr5,18702530,18728348,18715417,25000,0.009685
chr5,18728349,18762169,18746306,25000,0.014251
chr5,18762170,18789459,18775706,25000,0.016292
chr5,18789460,18822404,18807140,25000,0.014354
chr5,18822405,18850969,18836394,25000,0.0119
chr5,18850970,18880458,18865570,25000,0.017436
chr5,18880459,18939008,18914499,25000,0.007894
chr5,18939009,18965652,18951978,25000,0.007231
chr5,18965653,19008772,18989273,25000,0.017583
chr5,19008773,19034877,19021962,25000,0.013394
chr5,19034878,19060621,19047808,25000,0.007922
chr5,19060622,19086826,19073571,25000,0.008307
chr5,19086827,19114773,19101057,25000,0.009952
chr5,19114774,19142034,19128289,25000,0.014097
chr5,19142035,19169064,19154892,25000,0.013857
chr5,19169065,19215805,19191403,25000,0.017935
chr5,19215806,19255526,19233288,25000,0.016886
chr5,19255527,19281231,19268407,25000,0.009534
chr5,19281232,19314368,19300992,25000,0.009479
chr5,19314373,19392450,19354301,25000,0.007016
chr5,19392451,19433887,19411936,25000,0.004189
chr5,19433888,19485354,19459804,25000,0.004241
chr5,19485355,19534567,19517373,25000,0.008521
chr5,19534568,19560329,19547453,25000,0.01248
chr5,19560330,19592167,19574239,25000,0.011198
chr5,19592168,19617682,19605025,25000,0.010105
chr5,19617683,19679683,19644238,25000,0.019154
chr5,19679684,19714327,19694597,25000,0.01112
chr5,19714328,19741806,19728222,25000,0.007207
chr5,19741807,19769914,19755974,25000,0.017222
chr5,19769915,19797449,19783506,25000,0.016297
chr5,19797450,19824416,19810524,25000,0.012718
chr5,19824417,19855113,19839413,25000,0.014626
chr5,19855114,19890346,19869155,25000,0.013419
chr5,19890347,19916953,19903282,25000,0.010519
chr5,19916954,19944183,19930217,25000,0.010921
chr5,19944184,19970387,19957350,25000,0.007707
chr5,19970388,20000332,19985246,25000,0.010538
chr5,20000334,20032737,20016592,25000,0.007161
chr5,20032738,20060968,20047611,25000,0.012579
chr5,20060969,20088853,20074961,25000,0.008854
chr5,20088854,20115003,20101600,25000,0.010849
chr5,20115004,20143292,20129094,25000,0.014554
chr5,20143293,20169780,20156629,25000,0.011195
chr5,20169781,20196117,20182931,25000,0.012744
chr5,20196118,20224869,20210061,25000,0.017455
chr5,20224870,20252759,20239097,25000,0.012537
chr5,20252760,20289337,20271553,25000,0.016556
chr5,20289338,20317623,20304033,25000,0.016388
chr5,20317624,20347001,20332922,25000,0.011792
chr5,20347002,20374060,20360907,25000,0.009262
chr5,20374061,20406715,20390268,25000,0.013128
chr5,20406716,20443514,20426549,25000,0.01665
chr5,20443515,20469268,20456255,25000,0.012383
chr5,20469269,20495912,20482277,25000,0.009792
chr5,20495913,20531333,20514154,25000,0.004994
chr5,20531334,20570325,20550120,25000,0.002184
chr5,20570326,20616438,20592440,25000,0.004384
chr5,20616439,20646050,20631566,25000,0.003134
chr5,20646051,20672727,20659515,25000,0.003929
chr5,20672728,20759415,20740534,25000,0.004919
chr5,20759416,20787274,20772645,25000,0.005623
chr5,20787275,20816721,20801160,25000,0.01452
chr5,20816722,20848444,20832808,25000,0.020929
chr5,20848445,20876271,20862298,25000,0.008328
chr5,20876272,20902686,20889577,25000,0.006517
chr5,20902687,20929208,20915748,25000,0.007813
chr5,20929209,20969493,20949302,25000,0.012066
chr5,20969494,20995394,20982470,25000,0.009898
chr5,20995395,21023248,21008574,25000,0.010225
chr5,21023249,21048667,21035954,25000,0.00856
chr5,21048668,21075970,21061966,25000,0.012165
chr5,21075971,21109516,21093331,25000,0.011978
chr5,21109517,21136662,21122867,25000,0.017016
chr5,21136663,21165753,21151065,25000,0.019424
chr5,21165754,21194452,21180921,25000,0.013603
chr5,21194453,21226837,21210682,25000,0.010987
chr5,21226838,21254876,21240171,25000,0.006121
chr5,21254877,21282898,21268234,25000,0.009332
chr5,21282899,21308668,21295663,25000,0.005253
chr5,21308669,21339523,21324715,25000,0.012272
chr5,21339524,21369328,21355221,25000,0.01138
chr5,21369329,21396905,21383142,25000,0.01419
chr5,21396906,21424116,21410542,25000,0.010621
chr5,21424117,21451706,21437255,25000,0.007416
chr5,21451707,21479099,21465363,25000,0.011728
chr5,21479100,21506099,21492565,25000,0.013689
chr5,21506100,21533484,21520171,25000,0.015731
chr5,21533485,21563235,21547255,25000,0.010456
chr5,21563236,21589934,21576722,25000,0.014744
chr5,21589935,21623129,21607427,25000,0.009719
chr5,21623130,21649459,21636017,25000,0.008561
chr5,21649460,21675970,21662808,25000,0.009196
chr5,21675971,21705115,21690020,25000,0.011876
chr5,21705116,21731863,21718431,25000,0.011085
chr5,21731864,21760361,21745306,25000,0.00501
chr5,21760362,21788546,21774679,25000,0.005788
chr5,21788547,21820322,21805616,25000,0.011078
chr5,21820323,21846239,21833080,25000,0.010362
chr5,21846240,21875621,21861530,25000,0.010891
chr5,21875622,21906874,21890743,25000,0.009638
chr5,21906875,21945758,21925276,25000,0.012705
chr5,21945759,21972051,21958486,25000,0.008539
chr5,21972052,22000031,21986405,25000,0.01657
chr5,22000032,22032763,22017211,25000,0.011644
chr5,22032764,22058641,22045810,25000,0.006102
chr5,22058642,22084167,22071465,25000,0.005696
chr5,22084168,22109690,22096941,25000,0.004238
chr5,22109691,22135132,22122445,25000,0.001065
chr5,22135133,22160473,22147780,25000,0.003006
chr5,22160474,22185896,22173154,25000,0.002155
chr5,22185897,22211355,22198710,25000,0.002663
chr5,22211356,22236874,22224168,25000,0.002681
chr5,22236875,22262388,22249631,25000,0.005061
chr5,22262389,22287735,22275036,25000,0.005565
chr5,22287736,22313164,22300374,25000,0.00243
chr5,22313165,22339046,22326093,25000,0.005898
chr5,22339047,22366762,22352718,25000,0.00879
chr5,22366763,22395444,22380768,25000,0.011961
chr5,22395445,22426502,22409012,18450,0.011982
chr6,10529,63437,48430,25000,0.007119
chr6,63438,96377,77232,25000,0.005948
chr6,96378,133659,117591,25000,0.008844
chr6,133660,163798,149058,25000,0.010898
chr6,163799,194590,178016,25000,0.014746
chr6,194591,221533,208466,25000,0.012219
chr6,221534,249066,235079,25000,0.011523
chr6,249067,284525,264732,25000,0.016337
chr6,284526,316547,302084,25000,0.012204
chr6,316548,343157,330157,25000,0.003575
chr6,343158,368757,355971,25000,0.001338
chr6,368758,395842,382202,25000,0.00663
chr6,395843,421311,408636,25000,0.007031
chr6,421312,452821,434500,25000,0.011844
chr6,452822,482557,467470,25000,0.015306
chr6,482558,528949,508797,25000,0.014743
chr6,528950,567498,549378,25000,0.017555
chr6,567499,599712,582533,25000,0.01662
chr6,599713,632011,616156,25000,0.010993
chr6,632012,662440,646330,25000,0.013264
chr6,662441,712436,683850,25000,0.016362
chr6,712437,738603,725597,25000,0.013255
chr6,738604,765331,752008,25000,0.008512
chr6,765332,792983,779317,25000,0.010217
chr6,792984,822977,809295,25000,0.012321
chr6,822978,850276,836824,25000,0.014399
chr6,850277,877188,864101,25000,0.006365
chr6,877189,903167,890249,25000,0.004898
chr6,903168,928898,916031,25000,0.001328
chr6,928899,954586,941807,25000,0.004267
chr6,954587,982598,968373,25000,0.012143
chr6,982599,1009886,996100,25000,0.012154
chr6,1009887,1037486,1023578,25000,0.012586
chr6,1037487,1064285,1050724,25000,0.00943
chr6,1064286,1091414,1077728,25000,0.010852
chr6,1091415,1124777,1110844,25000,0.011217
chr6,1124778,1152140,1139343,25000,0.005852
chr6,1152141,1177578,1164917,25000,0.006224
chr6,1177579,1203607,1190315,25000,0.009707
chr6,1203608,1231398,1217453,25000,0.017515
chr6,1231399,1265045,1247821,25000,0.013248
chr6,1265046,1292673,1278706,25000,0.005324
chr6,1292674,1325231,1309811,25000,0.010531
chr6,1325232,1361337,1340873,25000,0.014103
chr6,1361339,1391502,1376613,25000,0.008916
chr6,1391503,1418697,1405684,25000,0.009874
chr6,1418698,1445074,1431758,25000,0.010574
chr6,1445075,1472134,1458903,25000,0.009943
chr6,1472135,1502059,1487681,25000,0.011141
chr6,1502060,1529808,1515771,25000,0.012028
chr6,1529809,1560619,1544276,25000,0.014352
chr6,1560620,1589223,1574224,25000,0.009798
chr6,1589224,1617232,1603961,25000,0.012687
chr6,1617233,1643628,1630548,25000,0.01323
chr6,1643629,1670133,1656745,25000,0.011163
chr6,1670134,1695944,1682790,25000,0.007675
chr6,1695945,1724416,1711156,25000,0.006053
chr6,1724417,1751142,1738122,25000,0.008311
chr6,1751143,1777922,1764233,25000,0.010488
chr6,1777923,1804006,1791205,25000,0.006882
chr6,1804007,1833044,1817315,25000,0.008677
chr6,1833045,1858732,1845884,25000,0.010648
chr6,1858733,1884959,1871687,25000,0.010375
chr6,1884960,1910898,1898021,25000,0.008012
chr6,1910899,1936508,1923694,25000,0.001026
chr6,1936509,1962888,1949404,25000,0.007923
chr6,1962889,1989102,1976116,25000,0.010142
chr6,1989103,2016537,2002007,25000,0.00981
chr6,2016538,2042528,2029629,25000,0.008145
chr6,2042529,2069384,2055821,25000,0.009149
chr6,2069385,2095079,2082113,25000,0.007462
chr6,2095080,2120957,2108199,25000,0.008468
chr6,2120958,2146323,2133614,25000,0.004837
chr6,2146324,2171733,2159063,25000,0.004404
chr6,2171734,2200700,2185503,25000,0.007592
chr6,2200701,2227258,2213709,25000,0.007562
chr6,2227259,2253318,2240133,25000,0.008799
chr6,2253319,2279197,2266248,25000,0.006891
chr6,2279198,2311414,2295254,25000,0.006974
chr6,2311415,2339025,2325682,25000,0.00419
chr6,2339026,2367591,2353325,25000,0.001858
chr6,2367592,2398408,2384247,25000,0.005211
chr6,2398409,2436545,2419336,25000,0.00468
chr6,2436547,2474866,2454726,25000,0.005779
chr6,2474867,2501149,2488449,25000,0.00668
chr6,2501150,2530262,2515447,25000,0.006363
chr6,2530263,2558714,2543435,25000,0.014382
chr6,2558715,2585170,2571461,25000,0.010733
chr6,2585171,2615891,2599939,25000,0.009486
chr6,2615892,2663868,2638084,25000,0.006843
chr6,2663869,2702575,2681406,25000,0.007381
chr6,2702576,2741453,2720908,25000,0.007283
chr6,2741454,2789119,2765340,25000,0.014655
chr6,2789120,2823564,2804957,25000,0.004147
chr6,2823565,2858916,2840617,25000,0.014017
chr6,2858917,2895375,2873734,25000,0.012292
chr6,2895376,2931164,2913073,25000,0.013829
chr6,2931165,2957294,2944388,25000,0.015099
chr6,2957295,2983819,2970640,25000,0.01228
chr6,2983820,3013616,2997722,25000,0.014162
chr6,3013617,3041153,3027132,25000,0.012541
chr6,3041154,3072921,3057286,25000,0.010761
chr6,3072922,3113195,3090330,25000,0.012909
chr6,3113196,3140823,3127487,25000,0.010744
chr6,3140824,3166869,3153892,25000,0.009711
chr6,3166870,3197864,3183768,25000,0.008322
chr6,3197865,3241688,3221374,25000,0.012929
chr6,3241689,3274112,3260884,25000,0.008724
chr6,3274113,3300199,3287173,25000,0.000983
chr6,3300200,3327396,3313570,25000,0.007968
chr6,3327397,3353024,3340260,25000,0.007109
chr6,3353025,3378967,3365943,25000,0.003951
chr6,3378968,3404229,3391589,25000,0.007664
chr6,3404230,3430084,3416990,25000,0.007161
chr6,3430085,3460811,3445059,25000,0.016393
chr6,3460812,3490750,3475651,25000,0.014312
chr6,3490751,3539478,3513964,25000,0.018774
chr6,3539479,3598761,3559424,25000,0.012161
chr6,3598762,3628550,3613436,25000,0.016892
chr6,3628551,3656103,3642414,25000,0.005164
chr6,3656104,3687261,3671688,25000,0.016011
chr6,3687262,3719165,3702734,25000,0.017225
chr6,3719166,3749060,3735124,25000,0.016931
chr6,3749061,3776036,3762854,25000,0.013145
chr6,3776037,3811432,3794219,25000,0.012914
chr6,3811433,3841326,3825813,25000,0.02346
chr6,3841327,3873342,3857881,25000,0.0139
chr6,3873343,3900411,3887016,25000,0.017779
chr6,3900412,3942167,3922121,25000,0.018781
chr6,3942168,3983084,3966072,25000,0.010689
chr6,3983085,4020914,4000965,25000,0.01623
chr6,4020915,4047263,4034351,25000,0.004812
chr6,4047264,4074132,4060362,25000,0.001707
chr6,4074133,4100568,4087276,25000,0.009918
chr6,4100569,4127759,4113384,25000,0.011263
chr6,4127760,4184518,4148434,25000,0.016982
chr6,4184519,4223192,4204455,25000,0.016104
chr6,4223193,4252268,4238431,25000,0.015659
chr6,4252269,4294036,4273662,25000,0.012745
chr6,4294037,4320175,4307310,25000,0.01026
chr6,4320176,4347489,4334230,25000,0.006341
chr6,4347490,4374902,4360851,25000,0.014112
chr6,4374903,4400330,4387595,25000,0.010973
chr6,4400331,4426536,4413584,25000,0.013854
chr6,4426537,4469163,4451153,25000,0.01262
chr6,4469164,4505548,4486269,25000,0.015025
chr6,4505549,4541076,4524789,25000,0.019986
chr6,4541077,4574159,4554476,25000,0.015351
chr6,4574160,4603095,4588740,25000,0.010759
chr6,4603096,4632679,4618397,25000,0.012066
chr6,4632680,4679547,4658143,25000,0.012905
chr6,4679548,4706277,4693169,25000,0.012902
chr6,4706278,4736423,4722820,25000,0.017146
chr6,4736424,4763215,4749984,25000,0.014361
chr6,4763216,4799762,4783165,25000,0.010505
chr6,4799763,4860841,4837096,25000,0.013052
chr6,4860842,4888785,4874427,25000,0.012857
chr6,4888786,4918693,4902884,25000,0.005801
chr6,4918694,4946473,4933645,25000,0.00234
chr6,4946474,4971895,4959079,25000,0.002972
chr6,4971896,5003837,4988447,25000,0.016013
chr6,5003838,5031974,5017243,25000,0.025207
chr6,5031975,5060917,5045979,25000,0.023401
chr6,5060918,5113033,5091505,25000,0.013889
chr6,5113034,5139910,5126203,25000,0.01227
chr6,5139911,5199182,5181034,25000,0.022814
chr6,5199183,5227657,5212671,25000,0.010011
chr6,5227658,5273977,5247473,25000,0.016993
chr6,5273978,5306928,5291205,25000,0.014272
chr6,5306929,5337139,5322960,25000,0.015617
chr6,5337140,5372829,5354743,25000,0.013542
chr6,5372830,5408356,5390062,25000,0.013842
