scaffold,start,end,mid,sites,pi_Hti
scaffold_50,876646,916108,894385,25000,0.005236
scaffold_50,916109,959471,935312,25000,0.006851
scaffold_50,959472,986099,972758,25000,0.007837
scaffold_50,986100,1012901,999378,25000,0.006999
scaffold_50,1012902,1041322,1027700,25000,0.006974
scaffold_50,1041323,1071474,1055677,25000,0.008456
scaffold_50,1071475,1101487,1086287,25000,0.008903
scaffold_50,1101488,1138257,1123453,25000,0.015783
scaffold_50,1138258,1175927,1154996,25000,0.016468
scaffold_50,1175928,1203171,1189684,25000,0.00951
scaffold_50,1203172,1233240,1217158,25000,0.011291
scaffold_50,1233243,1264757,1249406,25000,0.010426
scaffold_50,1264758,1298340,1282280,25000,0.006559
scaffold_50,1298341,1339421,1317657,25000,0.010533
scaffold_50,1339422,1367518,1353088,25000,0.012721
scaffold_50,1367519,1398185,1383502,25000,0.009586
scaffold_50,1398186,1429161,1414071,25000,0.014054
scaffold_50,1429162,1456503,1442643,25000,0.014566
scaffold_50,1456504,1486884,1470885,25000,0.011283
scaffold_50,1486885,1542650,1520894,25000,0.016123
scaffold_50,1542651,1583712,1562366,25000,0.008734
scaffold_50,1583713,1611778,1598225,25000,0.006987
scaffold_50,1611780,1645834,1628798,25000,0.016246
scaffold_50,1645835,1669976,1659750,18194,0.011804
scaffold_51,3466,35761,19774,25000,0.008766
scaffold_51,35762,72406,53053,25000,0.008433
scaffold_51,72407,101834,87337,25000,0.010944
scaffold_51,101835,146645,127092,25000,0.007856
scaffold_51,146646,202762,180996,25000,0.009586
scaffold_51,202763,245037,220946,25000,0.010369
scaffold_51,245038,275718,259090,25000,0.011261
scaffold_51,275719,303628,289541,25000,0.011812
scaffold_51,303629,333725,319063,25000,0.009577
scaffold_51,333726,362146,348061,25000,0.009743
scaffold_51,362147,391213,376812,25000,0.006117
scaffold_51,391214,421777,406683,25000,0.008054
scaffold_51,421779,453145,435873,25000,0.007679
scaffold_51,453146,483148,469151,25000,0.006601
scaffold_51,483149,517950,501746,25000,0.007764
scaffold_51,517951,549135,532750,25000,0.01428
scaffold_51,549136,578652,563948,25000,0.01254
scaffold_51,578654,614832,598813,25000,0.015253
scaffold_51,614833,656292,636089,25000,0.015991
scaffold_51,656293,686561,671262,25000,0.006445
scaffold_51,686563,718502,701874,25000,0.011001
scaffold_51,718503,747649,733562,25000,0.009741
scaffold_51,747650,775785,761865,25000,0.007091
scaffold_51,775787,807882,792310,25000,0.012064
scaffold_51,807883,836598,822401,25000,0.010783
scaffold_51,836599,864772,850658,25000,0.011473
scaffold_51,864773,893558,879342,25000,0.01158
scaffold_51,893559,922998,908625,25000,0.009414
scaffold_51,922999,953826,939044,25000,0.010477
scaffold_51,953827,988423,969600,25000,0.029072
scaffold_51,988424,1084765,1020624,25000,0.028365
scaffold_51,1084766,1160024,1120239,25000,0.031633
scaffold_51,1160025,1213352,1189285,25000,0.024783
scaffold_51,1213353,1270433,1249923,25000,0.013626
scaffold_51,1270434,1299152,1284827,25000,0.010476
scaffold_51,1299153,1326862,1313153,25000,0.007854
scaffold_51,1326863,1358803,1343620,25000,0.016959
scaffold_51,1358804,1404099,1384407,25000,0.015426
scaffold_51,1404100,1434307,1420342,25000,0.012761
scaffold_52,23286,110248,63819,25000,0.022491
scaffold_52,110249,207042,142604,25000,0.028078
scaffold_52,207043,446200,365158,25000,0.033361
scaffold_52,446201,527436,484666,25000,0.024389
scaffold_52,527437,586120,555460,25000,0.031948
scaffold_52,586121,671048,635739,25000,0.022137
scaffold_52,671049,792860,728905,25000,0.023773
scaffold_52,792862,889470,844801,25000,0.035573
scaffold_52,889471,975067,919329,25000,0.034225
scaffold_52,975068,1056508,1010178,25000,0.026815
scaffold_52,1056509,1193106,1100940,25000,0.039429
scaffold_52,1193107,1305050,1252660,25000,0.031932
scaffold_52,1305051,1362228,1336700,25000,0.024437
scaffold_52,1362229,1571167,1468822,25000,0.02931
scaffold_52,1571168,1635759,1605897,25000,0.028555
scaffold_53,80669,541547,272760,25000,0.018306
scaffold_53,541548,585210,558905,25000,0.009254
scaffold_53,585211,614005,600060,25000,0.017521
scaffold_53,614014,656513,639643,25000,0.007801
scaffold_53,656514,682100,669338,25000,0.007261
scaffold_53,682101,712037,696683,25000,0.00651
scaffold_53,712038,740877,726223,25000,0.012291
scaffold_53,740878,784261,757142,25000,0.009996
scaffold_53,784265,823805,801763,25000,0.013383
scaffold_53,823806,865886,846561,25000,0.018653
scaffold_53,865887,930185,889437,25000,0.006067
scaffold_53,930186,961880,946272,25000,0.006934
scaffold_53,961881,1019427,1000227,25000,0.013213
scaffold_53,1019428,1089276,1052179,25000,0.0201
scaffold_53,1089277,1169621,1138086,25000,0.021194
scaffold_53,1169622,1210708,1186411,25000,0.019657
scaffold_53,1210709,1339678,1294740,25000,0.016947
scaffold_53,1339679,1379313,1362122,25000,0.011689
scaffold_53,1379314,1431817,1408809,25000,0.01734
scaffold_53,1431818,1523450,1479668,25000,0.011617
scaffold_53,1523451,1576217,1558041,25000,0.013797
scaffold_53,1576218,1621064,1594730,25000,0.009481
scaffold_54,1,31879,16147,25000,0.018224
scaffold_54,31880,80083,55823,25000,0.015407
scaffold_54,80084,110712,94420,25000,0.01639
scaffold_54,110713,138966,124585,25000,0.013532
scaffold_54,138967,167580,153122,25000,0.016984
scaffold_54,167581,196119,181298,25000,0.01741
scaffold_54,196120,236515,218080,25000,0.017573
scaffold_54,236516,269025,252618,25000,0.015101
scaffold_54,269026,305456,285842,25000,0.009539
scaffold_54,305457,341868,326091,25000,0.013101
scaffold_54,341869,369162,355498,25000,0.018157
scaffold_54,369163,405387,383852,25000,0.014631
scaffold_54,405388,589932,478791,25000,0.01477
scaffold_54,589933,657703,631635,25000,0.006714
scaffold_54,657704,921960,746952,25000,0.011029
scaffold_54,921961,1157769,1073949,25000,0.007726
scaffold_54,1157770,1189239,1172506,25000,0.007301
scaffold_54,1189240,1216701,1203188,25000,0.005939
scaffold_54,1216702,1244546,1230576,25000,0.005654
scaffold_54,1244547,1306627,1277712,25000,0.00739
scaffold_54,1306628,1342610,1327840,25000,0.007909
scaffold_54,1342611,1378379,1361362,25000,0.013383
scaffold_54,1378380,1406739,1392602,25000,0.007383
scaffold_54,1406740,1437977,1422281,25000,0.006319
scaffold_54,1437989,1467333,1452194,25000,0.00949
scaffold_54,1467334,1496239,1482038,25000,0.006457
scaffold_54,1496244,1526005,1510859,25000,0.006053
scaffold_54,1526006,1555963,1541492,25000,0.009166
scaffold_54,1555964,1585049,1570064,25000,0.007443
scaffold_54,1585050,1610282,1597648,23155,0.008491
scaffold_55,40968,84794,66546,25000,0.011017
scaffold_55,84796,185817,113358,25000,0.020792
scaffold_55,185818,346296,276425,25000,0.024206
scaffold_55,346297,399865,377568,25000,0.021468
scaffold_55,399866,533249,448983,25000,0.036877
scaffold_55,533250,653267,614233,25000,0.018518
scaffold_55,653268,684507,669386,25000,0.014433
scaffold_55,684509,875794,706178,25000,0.010131
scaffold_55,875795,1144975,1098172,25000,0.024913
scaffold_55,1144976,1213425,1182308,25000,0.009605
scaffold_55,1213426,1278891,1236355,25000,0.004227
scaffold_55,1278892,1326163,1300004,25000,0.006704
scaffold_55,1326164,1508110,1421089,25000,0.008287
scaffold_55,1508111,1542894,1527097,25000,0.00233
scaffold_55,1542895,1593762,1573286,11375,0.0099
scaffold_56,9725,84625,31700,25000,0.021393
scaffold_56,84626,198434,144285,25000,0.023004
scaffold_56,198435,409767,306409,25000,0.025475
scaffold_56,409768,536356,452706,25000,0.011357
scaffold_56,536357,584593,558977,25000,0.010366
scaffold_56,584594,616824,601372,25000,0.023404
scaffold_56,616825,661630,640169,25000,0.026086
scaffold_56,661631,704463,685520,25000,0.030289
scaffold_56,704464,738582,722048,25000,0.026805
scaffold_56,738583,790103,762415,25000,0.025432
scaffold_56,790104,826689,809369,25000,0.020812
scaffold_56,826690,911546,853291,25000,0.018885
scaffold_56,911547,1026977,940590,25000,0.015403
scaffold_56,1026978,1104523,1063908,25000,0.026007
scaffold_56,1104524,1153003,1128114,25000,0.021986
scaffold_56,1153004,1355087,1233434,25000,0.030337
scaffold_56,1355088,1505316,1399720,20642,0.024549
scaffold_57,18421,81162,44132,25000,0.015091
scaffold_57,81163,119754,96406,25000,0.017767
scaffold_57,119756,209301,157491,25000,0.031562
scaffold_57,209302,316554,241451,25000,0.032312
scaffold_57,316555,360646,332299,25000,0.020189
scaffold_57,360647,443310,416472,25000,0.014281
scaffold_57,443311,546662,523342,25000,0.021603
scaffold_57,546663,624011,591715,25000,0.027543
scaffold_57,624013,684743,656605,25000,0.032859
scaffold_57,684744,733893,709662,25000,0.019294
scaffold_57,733894,853164,772014,25000,0.019735
scaffold_57,853165,939522,891888,25000,0.034683
scaffold_57,939523,996894,974773,25000,0.022428
scaffold_57,996895,1089448,1041048,25000,0.030306
scaffold_57,1089449,1157234,1126305,25000,0.036497
scaffold_57,1157235,1279688,1235100,25000,0.034325
scaffold_57,1279689,1360532,1313502,25000,0.026575
scaffold_57,1360533,1454227,1404929,25000,0.01454
scaffold_57,1454228,1501938,1480550,25000,0.019777
scaffold_58,129501,1247044,773690,18459,0.016444
scaffold_59,3,29004,14733,25000,0.005969
scaffold_59,29005,58561,43596,25000,0.009456
scaffold_59,58562,88571,73546,25000,0.00775
scaffold_59,88572,117471,103300,25000,0.011287
scaffold_59,117472,165927,142613,25000,0.014693
scaffold_59,165928,194225,180162,25000,0.010766
scaffold_59,194226,224991,208930,25000,0.012512
scaffold_59,224992,253724,239056,25000,0.009267
scaffold_59,253725,283272,268783,25000,0.016294
scaffold_59,283442,313630,298872,25000,0.0126
scaffold_59,313631,351512,331522,25000,0.0094
scaffold_59,351513,380069,365818,25000,0.011761
scaffold_59,380070,407901,394219,25000,0.006031
scaffold_59,407902,440968,422567,25000,0.00746
scaffold_59,440969,488125,462065,25000,0.00967
scaffold_59,488126,518650,504637,25000,0.003976
scaffold_59,518651,546930,532830,25000,0.006422
scaffold_59,546931,603034,564638,25000,0.00889
scaffold_59,603035,709147,667468,25000,0.008403
scaffold_59,709148,780785,736467,25000,0.01184
scaffold_59,780787,809183,795027,25000,0.009149
scaffold_59,809184,836814,823033,25000,0.01096
scaffold_59,836815,865420,850992,25000,0.00849
scaffold_59,865421,893804,879292,25000,0.006353
scaffold_59,893805,922044,907795,25000,0.007411
scaffold_59,922045,957691,939469,25000,0.007401
scaffold_59,957692,987875,972657,25000,0.014473
scaffold_59,987876,1022406,1004709,25000,0.014081
scaffold_59,1022407,1064850,1048541,25000,0.00775
scaffold_59,1064851,1111484,1084561,25000,0.009299
scaffold_59,1111485,1140335,1125837,25000,0.007169
scaffold_59,1140336,1168192,1154433,25000,0.007989
scaffold_59,1168193,1223470,1198503,25000,0.004599
scaffold_59,1223471,1253827,1237658,25000,0.005666
scaffold_59,1253828,1290067,1269059,25000,0.005066
scaffold_59,1290068,1333872,1315969,25000,0.008379
scaffold_59,1333873,1385528,1365222,25000,0.006771
scaffold_59,1385529,1412424,1398897,25000,0.005147
scaffold_59,1412427,1446718,1429240,25000,0.00436
scaffold_59,1446719,1477863,1463835,25000,0.006159
scaffold_59,1477864,1493772,1485791,14437,0.00633
scaffold_60,23414,60450,43079,25000,0.002781
scaffold_60,60451,98933,77008,25000,0.005846
scaffold_60,98934,127435,113550,25000,0.004097
scaffold_60,127436,156101,141820,25000,0.002887
scaffold_60,156102,192917,177814,25000,0.003824
scaffold_60,192918,223145,208006,25000,0.003537
scaffold_60,223146,251753,237714,25000,0.003523
scaffold_60,251754,280619,266867,25000,0.002526
scaffold_60,280620,315873,299778,25000,0.002423
scaffold_60,315875,356396,334732,25000,0.004369
scaffold_60,356397,386694,371989,25000,0.003881
scaffold_60,386695,414677,400771,25000,0.006663
scaffold_60,414679,443659,429534,25000,0.004643
scaffold_60,443660,471650,456986,25000,0.003471
scaffold_60,471651,500794,486581,25000,0.004711
scaffold_60,500795,529070,515143,25000,0.003553
scaffold_60,529071,558206,543725,25000,0.003627
scaffold_60,558207,586085,572332,25000,0.00377
scaffold_60,586086,614120,599879,25000,0.00425
scaffold_60,614121,641485,627728,25000,0.00337
scaffold_60,641486,686644,660343,25000,0.003673
scaffold_60,686645,714481,700605,25000,0.003709
scaffold_60,714482,771992,743479,25000,0.003721
scaffold_60,771993,802618,788412,25000,0.005253
scaffold_60,802619,830674,816395,25000,0.004551
scaffold_60,830675,858529,844883,25000,0.00359
scaffold_60,858530,904133,877345,25000,0.003176
scaffold_60,904134,936740,921238,25000,0.00461
scaffold_60,936741,970083,951189,25000,0.006409
scaffold_60,970084,998637,984226,25000,0.010301
scaffold_60,998638,1031463,1015882,25000,0.003177
scaffold_60,1031466,1075676,1049935,25000,0.004227
scaffold_60,1075677,1102503,1088957,25000,0.003396
scaffold_60,1102504,1149108,1126486,25000,0.003144
scaffold_60,1149109,1176823,1163000,25000,0.002846
scaffold_60,1176824,1208474,1192683,25000,0.00636
scaffold_60,1208475,1237145,1222910,25000,0.003956
scaffold_60,1237146,1264365,1250780,25000,0.002974
scaffold_60,1264366,1293285,1278062,25000,0.00414
scaffold_60,1293286,1326723,1311381,25000,0.003133
scaffold_60,1326724,1355808,1340676,25000,0.003231
scaffold_60,1355809,1383482,1369727,25000,0.00427
scaffold_60,1383483,1410722,1397058,25000,0.005811
scaffold_61,11056,39153,25698,25000,0.017558
scaffold_61,39154,65321,52154,25000,0.007156
scaffold_61,65322,91318,78456,25000,0.004903
scaffold_61,91319,155624,114574,25000,0.010376
scaffold_61,155625,205001,171310,25000,0.00595
scaffold_61,205002,293111,251656,25000,0.01654
scaffold_61,293112,378580,315177,25000,0.020819
scaffold_61,378581,799169,658220,25000,0.024392
scaffold_61,799170,885488,845142,25000,0.020837
scaffold_61,885489,992196,934647,25000,0.026519
scaffold_61,992197,1076941,1046495,25000,0.015566
scaffold_61,1076942,1107329,1092072,25000,0.014053
scaffold_61,1107330,1275701,1157123,25000,0.01837
scaffold_61,1275702,1399496,1356524,23883,0.019246
scaffold_62,235,38303,21678,25000,0.007291
scaffold_62,38304,69640,54090,25000,0.007594
scaffold_62,69641,99098,84876,25000,0.007939
scaffold_62,99099,200147,115130,25000,0.012383
scaffold_62,200148,228042,214165,25000,0.003547
scaffold_62,228043,300649,273950,25000,0.007386
scaffold_62,300650,347656,324784,25000,0.008003
scaffold_62,347657,376518,361544,25000,0.007917
scaffold_62,376519,404701,390535,25000,0.010689
scaffold_62,404702,445319,425144,25000,0.004599
scaffold_62,445320,479338,463309,25000,0.015233
scaffold_62,479339,555789,503447,25000,0.005426
scaffold_62,555790,673380,591069,25000,0.011609
scaffold_62,673381,752731,730078,25000,0.011747
scaffold_62,752732,785248,769629,25000,0.013233
scaffold_62,785249,814627,799947,25000,0.007199
scaffold_62,814628,852793,833710,25000,0.008033
scaffold_62,852794,898992,870696,25000,0.01023
scaffold_62,898993,972124,931887,25000,0.012223
scaffold_62,972125,1000608,986365,25000,0.00828
scaffold_62,1000609,1029886,1015880,25000,0.008643
scaffold_62,1029888,1065707,1047873,25000,0.010084
scaffold_62,1065708,1118455,1094820,25000,0.009477
scaffold_62,1118456,1150638,1134048,25000,0.012641
scaffold_62,1150639,1221395,1186654,25000,0.011651
scaffold_62,1221397,1298950,1262119,25000,0.013556
scaffold_62,1298951,1336638,1314083,25000,0.010031
scaffold_62,1336639,1374186,1353630,25000,0.011767
scaffold_62,1374187,1402335,1388383,25000,0.00945
scaffold_63,60077,115773,95299,25000,0.017841
scaffold_63,115774,177472,153558,25000,0.027346
scaffold_63,177473,225678,197355,25000,0.029338
scaffold_63,225679,699392,421857,25000,0.026701
scaffold_63,699393,806938,768059,25000,0.024897
scaffold_63,806939,865990,833479,25000,0.025494
scaffold_63,865991,895322,881607,25000,0.013153
scaffold_63,895323,939423,923631,25000,0.007309
scaffold_63,939424,973352,954307,25000,0.020705
scaffold_63,973353,1081394,1011584,25000,0.029522
scaffold_63,1081396,1143600,1117308,25000,0.026215
scaffold_63,1143601,1175607,1158518,25000,0.017163
scaffold_63,1175608,1306180,1236708,25000,0.025636
scaffold_63,1306181,1383292,1352366,25000,0.025489
scaffold_63,1383293,1403835,1392346,11391,0.015746
scaffold_64,61115,228343,164066,25000,0.026046
scaffold_64,228344,491930,394098,25000,0.022327
scaffold_64,491931,615681,586261,25000,0.015615
scaffold_64,615682,663462,634943,25000,0.019646
scaffold_64,663463,804666,729373,25000,0.0212
scaffold_64,804667,842924,823054,25000,0.028625
scaffold_64,842925,899911,865966,25000,0.027368
scaffold_64,899912,1017046,977067,25000,0.023483
scaffold_64,1017047,1124346,1061958,25000,0.023757
scaffold_64,1124347,1202742,1183981,25000,0.032462
scaffold_64,1202743,1243189,1223911,25000,0.01838
scaffold_64,1243190,1293353,1270593,25000,0.010772
scaffold_64,1293354,1323300,1308485,25000,0.01345
scaffold_64,1323301,1351599,1337644,25000,0.011247
scaffold_64,1351600,1372742,1361394,16286,0.02327
scaffold_65,82371,162200,131037,25000,0.024916
scaffold_65,162201,243663,211939,25000,0.009894
scaffold_65,243664,399096,281206,25000,0.010779
scaffold_65,399097,459665,422737,25000,0.021825
scaffold_65,459666,486230,472789,25000,0.007074
scaffold_65,486231,530796,505365,25000,0.008099
scaffold_65,530797,883876,723979,25000,0.026069
scaffold_65,883877,1124676,1002226,25000,0.030813
scaffold_66,26,35508,15866,25000,0.014063
scaffold_66,35509,68904,53280,25000,0.010949
scaffold_66,68905,120526,91266,25000,0.014831
scaffold_66,120527,170952,147703,25000,0.009619
scaffold_66,170955,249295,209950,25000,0.013747
scaffold_66,249297,426681,368633,25000,0.021042
scaffold_66,426682,474730,452436,25000,0.01749
scaffold_66,474731,508212,490824,25000,0.014514
scaffold_66,508213,631027,543904,25000,0.020101
scaffold_66,631028,718342,662309,25000,0.035243
scaffold_66,718344,879397,808908,25000,0.023445
scaffold_66,879398,980454,935570,25000,0.017901
scaffold_66,980455,1030492,998006,25000,0.016405
scaffold_66,1030493,1106923,1065601,25000,0.011013
scaffold_66,1106924,1262766,1194380,25000,0.021816
scaffold_66,1262767,1375204,1339825,25000,0.022412
scaffold_66,1375205,1393229,1383153,13157,0.014997
scaffold_67,5247,40259,23001,25000,0.012394
scaffold_67,40260,80385,60615,25000,0.026409
scaffold_67,80386,110912,96263,25000,0.016923
scaffold_67,110913,170711,146896,25000,0.022468
scaffold_67,170712,220262,193155,25000,0.016069
scaffold_67,220263,271751,249370,25000,0.014241
scaffold_67,271752,301506,285961,25000,0.014154
scaffold_67,301507,335896,319561,25000,0.017057
scaffold_67,335897,369213,353195,25000,0.015074
scaffold_67,369214,420933,402555,25000,0.011332
scaffold_67,420934,478999,449610,25000,0.009166
scaffold_67,479000,509023,493643,25000,0.014275
scaffold_67,509024,567714,531460,25000,0.017112
scaffold_67,567715,612505,590131,25000,0.012001
scaffold_67,612506,639869,626399,25000,0.010897
scaffold_67,639870,685564,663426,25000,0.020337
scaffold_67,685565,796972,774825,25000,0.019535
scaffold_67,796973,835589,814128,25000,0.01025
scaffold_67,835590,866630,851155,25000,0.011007
scaffold_67,866631,894676,880992,25000,0.00706
scaffold_67,894677,929030,908669,25000,0.008188
scaffold_67,929031,983588,957363,25000,0.023058
scaffold_67,983589,1011131,997007,25000,0.015709
scaffold_67,1011132,1047174,1030000,25000,0.008866
scaffold_67,1047175,1076118,1061065,25000,0.01023
scaffold_67,1076119,1107873,1092377,25000,0.010563
scaffold_67,1107874,1162897,1136407,25000,0.011769
scaffold_67,1162898,1189722,1176356,25000,0.014754
scaffold_67,1189723,1216589,1203157,25000,0.014116
scaffold_67,1216595,1245863,1230822,25000,0.018971
scaffold_67,1245864,1291171,1266801,25000,0.015707
scaffold_67,1291172,1318989,1305113,25000,0.012373
scaffold_67,1318990,1347250,1333350,25000,0.008991
scaffold_67,1347251,1375965,1361631,25000,0.010369
scaffold_67,1375966,1390763,1383303,13285,0.010872
scaffold_68,62176,157376,136155,25000,0.034826
scaffold_68,157377,207827,180981,25000,0.016251
scaffold_68,207828,285464,254920,25000,0.014226
scaffold_68,285465,323353,302796,25000,0.005147
scaffold_68,323354,397736,348001,25000,0.022681
scaffold_68,397737,447005,423293,25000,0.032914
scaffold_68,447006,537324,497458,25000,0.028669
scaffold_68,537325,573748,554762,25000,0.020972
scaffold_68,573749,608909,594134,25000,0.012944
scaffold_68,608910,679550,641159,25000,0.030218
scaffold_68,679551,748616,712461,25000,0.020463
scaffold_68,748617,782325,766364,25000,0.011009
scaffold_68,782326,818703,801555,25000,0.011314
scaffold_68,818704,848352,833796,25000,0.014643
scaffold_68,848353,877698,862943,25000,0.007632
scaffold_68,877699,906752,892141,25000,0.008463
scaffold_68,906753,944823,924540,25000,0.013204
scaffold_68,944824,993625,968984,25000,0.013653
scaffold_68,993626,1027361,1012129,25000,0.011227
scaffold_68,1027366,1060965,1043367,25000,0.00711
scaffold_68,1060966,1106721,1082854,25000,0.013483
scaffold_68,1106722,1162887,1134674,25000,0.008313
scaffold_68,1162888,1227338,1200560,25000,0.02691
scaffold_68,1227339,1276412,1253449,25000,0.024923
scaffold_68,1276413,1328016,1292345,16310,0.023576
scaffold_69,6524,184117,72284,25000,0.018435
scaffold_69,184118,284900,251523,25000,0.022878
scaffold_69,284901,359503,335662,25000,0.02182
scaffold_69,359504,421743,401863,25000,0.015776
scaffold_69,421744,488997,449578,25000,0.022988
scaffold_69,488998,546969,515062,25000,0.024546
scaffold_69,546970,624109,601740,25000,0.024719
scaffold_69,624110,701048,666151,25000,0.020137
scaffold_69,701049,852378,764056,25000,0.026498
scaffold_69,852379,893750,871876,25000,0.022344
scaffold_69,893751,946324,917912,25000,0.022502
scaffold_69,946325,1050688,1016201,25000,0.02262
scaffold_69,1050689,1123863,1084693,25000,0.018242
scaffold_69,1123864,1199469,1151653,25000,0.024535
scaffold_69,1199470,1322580,1248452,15144,0.027375
scaffold_70,57820,180716,113008,25000,0.028487
scaffold_70,180717,210901,195371,25000,0.011291
scaffold_70,210902,257924,237520,25000,0.019611
scaffold_70,257925,304619,274989,25000,0.01479
scaffold_70,304620,351458,333730,25000,0.018638
scaffold_70,351459,421491,377658,25000,0.025925
scaffold_70,421492,489990,443387,25000,0.009842
scaffold_70,489991,565766,540284,25000,0.020809
scaffold_70,565768,748167,646945,25000,0.018599
scaffold_70,748168,791223,768088,25000,0.017646
scaffold_70,791224,883620,847303,25000,0.027535
scaffold_70,883621,955100,919109,25000,0.030485
scaffold_70,955101,996371,975290,25000,0.029125
scaffold_70,996372,1113053,1024026,25000,0.031548
scaffold_70,1113054,1266150,1190790,21349,0.032287
scaffold_71,22324,357380,226284,25000,0.019314
scaffold_71,357381,436183,394984,25000,0.016541
scaffold_71,436184,493082,471929,25000,0.019936
scaffold_71,493083,577424,525687,25000,0.022022
scaffold_71,577425,766142,653164,25000,0.029894
scaffold_71,766143,803381,785767,25000,0.013343
scaffold_71,803382,1022520,842925,25000,0.015566
scaffold_71,1022521,1053721,1039845,25000,0.011947
scaffold_71,1053722,1204890,1083240,17884,0.007135
scaffold_72,25,59079,36216,25000,0.013818
scaffold_72,59080,89887,74265,25000,0.01721
scaffold_72,89888,120074,105350,25000,0.018263
scaffold_72,120075,155259,138135,25000,0.020008
scaffold_72,155260,182671,169076,25000,0.016296
scaffold_72,182672,241244,197939,25000,0.023113
scaffold_72,241245,275010,256290,25000,0.022204
scaffold_72,275011,328426,296838,25000,0.019207
scaffold_72,328427,354882,341639,25000,0.01616
scaffold_72,354883,389752,372329,25000,0.006783
scaffold_72,389753,418419,404320,25000,0.009609
scaffold_72,418420,461269,434433,25000,0.014028
scaffold_72,461270,498068,481554,25000,0.021356
scaffold_72,498069,538558,519114,25000,0.020674
scaffold_72,538559,611749,565883,25000,0.017446
scaffold_72,611750,646977,626904,25000,0.015383
scaffold_72,646978,711725,674000,25000,0.011547
scaffold_72,711726,744146,728195,25000,0.008316
scaffold_72,744147,772971,758875,25000,0.009509
scaffold_72,772972,802459,787882,25000,0.008733
scaffold_72,802460,830606,816654,25000,0.009066
scaffold_72,830607,880605,857111,25000,0.012151
scaffold_72,880606,953518,913344,25000,0.007333
scaffold_72,953519,1016609,990347,25000,0.010539
scaffold_72,1016610,1045320,1030626,25000,0.009419
scaffold_72,1045321,1075144,1059874,25000,0.013976
scaffold_72,1075145,1103199,1089003,25000,0.010117
scaffold_72,1103200,1131978,1117963,25000,0.011847
scaffold_72,1131979,1160484,1146568,25000,0.01073
scaffold_72,1160491,1193006,1178166,25000,0.010154
scaffold_72,1193007,1240205,1209699,25000,0.01508
scaffold_72,1240206,1261240,1250959,16873,0.007712
scaffold_73,2546,33945,19088,25000,0.006386
scaffold_73,33946,73051,56511,25000,0.004669
scaffold_73,73052,103112,87746,25000,0.00412
scaffold_73,103113,144796,122157,25000,0.003746
scaffold_73,144797,183890,165059,25000,0.003547
scaffold_73,183891,211711,197824,25000,0.004706
scaffold_73,211713,251907,231293,25000,0.005269
scaffold_73,251908,291234,273028,25000,0.004963
scaffold_73,291235,355441,314224,25000,0.006454
scaffold_73,355442,396014,373491,25000,0.005767
scaffold_73,396015,422747,409427,25000,0.003493
scaffold_73,422748,459377,440476,25000,0.004364
scaffold_73,459378,489826,473570,25000,0.003396
scaffold_73,489827,518716,503782,25000,0.004573
scaffold_73,518717,574720,548679,25000,0.003637
scaffold_73,574721,611054,589266,25000,0.003164
scaffold_73,611055,646809,633138,25000,0.002781
scaffold_73,646810,673684,660247,25000,0.002686
scaffold_73,673685,708510,691455,25000,0.002694
scaffold_73,708511,740185,725015,25000,0.003393
scaffold_73,740186,781564,758454,25000,0.003887
scaffold_73,781565,808232,795079,25000,0.001177
scaffold_73,808233,834791,821847,25000,0.001587
scaffold_73,834792,860393,847538,25000,0.002251
scaffold_73,860394,886410,873318,25000,0.002439
scaffold_73,886411,915413,901053,25000,0.002226
scaffold_73,915414,946781,930764,25000,0.00464
scaffold_73,946783,979755,962708,25000,0.00868
scaffold_73,979756,1010810,994572,25000,0.005019
scaffold_73,1010811,1072693,1043231,25000,0.004183
scaffold_73,1072694,1099663,1086103,25000,0.00318
scaffold_73,1099664,1126550,1112971,25000,0.003234
scaffold_73,1126551,1153658,1139959,25000,0.006343
scaffold_73,1153659,1202604,1176947,25000,0.003244
scaffold_73,1202605,1229807,1215942,25000,0.002901
scaffold_73,1229809,1242126,1236036,11279,0.004078
scaffold_74,36333,105639,74836,25000,0.020486
scaffold_74,105640,145061,128025,25000,0.018799
scaffold_74,145062,184243,165355,25000,0.018803
scaffold_74,184249,244018,203845,25000,0.030266
scaffold_74,244019,348335,295088,25000,0.019073
scaffold_74,348336,387256,368832,25000,0.022717
scaffold_74,387257,431965,412788,25000,0.012064
scaffold_74,431966,460444,446343,25000,0.00755
scaffold_74,460445,496791,481162,25000,0.011029
scaffold_74,496792,525256,511020,25000,0.0079
scaffold_74,525257,555544,541251,25000,0.0139
scaffold_74,555545,585156,571143,25000,0.010439
scaffold_74,585157,616905,599783,25000,0.004886
scaffold_74,616906,662559,637917,25000,0.007453
scaffold_74,662560,692175,677643,25000,0.012879
scaffold_74,692176,720699,706822,25000,0.010594
scaffold_74,720700,748491,734657,25000,0.01399
scaffold_74,748492,787164,765571,25000,0.012496
scaffold_74,787165,816174,801688,25000,0.012037
scaffold_74,816175,844786,830721,25000,0.009381
scaffold_74,844787,874369,859475,25000,0.010377
scaffold_74,874370,910726,891520,25000,0.012189
scaffold_74,910727,942660,926137,25000,0.011381
scaffold_74,942661,974114,958305,25000,0.014619
scaffold_74,974115,1010393,989919,25000,0.010236
scaffold_74,1010394,1039990,1025354,25000,0.010407
scaffold_74,1039991,1070583,1054906,25000,0.012207
scaffold_74,1070584,1102879,1086280,25000,0.003859
scaffold_74,1102880,1130958,1116888,25000,0.004797
