scaffold,start,end,mid,sites,pi_Hrs
scaffold_15,3678959,3704326,3691641,25000,0.002231
scaffold_15,3704327,3729459,3716886,25000,0.002286
scaffold_15,3729460,3754622,3742041,25000,0.002641
scaffold_15,3754623,3779730,3767194,25000,0.00224
scaffold_15,3779731,3805011,3792353,25000,0.002082
scaffold_15,3805012,3830818,3817726,25000,0.006229
scaffold_15,3830819,3856407,3843751,25000,0.003063
scaffold_15,3856408,3881713,3868978,25000,0.00195
scaffold_15,3881714,3906859,3894256,25000,0.002142
scaffold_15,3906860,3932003,3919430,25000,0.003532
scaffold_15,3932004,3957475,3944702,25000,0.004134
scaffold_15,3957476,3982935,3970204,25000,0.005302
scaffold_15,3982936,4008106,3995520,25000,0.004229
scaffold_15,4008107,4034045,4021291,25000,0.002055
scaffold_15,4034046,4054559,4044295,20202,0.004286
scaffold_16,3454,28633,16057,25000,0.002089
scaffold_16,28634,53960,41346,25000,0.002669
scaffold_16,53961,79124,66545,25000,0.003466
scaffold_16,79125,104316,91741,25000,0.002941
scaffold_16,104317,130276,117327,25000,0.005396
scaffold_16,130277,155972,142952,25000,0.005845
scaffold_16,155973,182152,169039,25000,0.007287
scaffold_16,182153,207491,194750,25000,0.005534
scaffold_16,207492,233264,220359,25000,0.007297
scaffold_16,233265,259128,246123,25000,0.006218
scaffold_16,259129,284272,271703,25000,0.003784
scaffold_16,284273,309376,296845,25000,0.003578
scaffold_16,309377,334543,321961,25000,0.001989
scaffold_16,334544,359730,347111,25000,0.000849
scaffold_16,359731,385254,372450,25000,0.003805
scaffold_16,385255,410540,397855,25000,0.003799
scaffold_16,410541,435735,423144,25000,0.002973
scaffold_16,435736,461087,448348,25000,0.003841
scaffold_16,461088,487260,473738,25000,0.003988
scaffold_16,487261,513408,500480,25000,0.006437
scaffold_16,513409,538692,526058,25000,0.003868
scaffold_16,538693,564058,551359,25000,0.002805
scaffold_16,564059,589764,576976,25000,0.005825
scaffold_16,589765,615164,602380,25000,0.003123
scaffold_16,615165,640564,627843,25000,0.00253
scaffold_16,640565,665782,653182,25000,0.002771
scaffold_16,665783,691439,678638,25000,0.003325
scaffold_16,691440,717330,704480,25000,0.006847
scaffold_16,717331,744070,731221,25000,0.004695
scaffold_16,744071,769395,756634,25000,0.001668
scaffold_16,769396,794814,782129,25000,0.004242
scaffold_16,794815,820030,807431,25000,0.002025
scaffold_16,820031,845490,832720,25000,0.004633
scaffold_16,845491,870832,858175,25000,0.00524
scaffold_16,870833,896257,883533,25000,0.002914
scaffold_16,896258,922515,909730,25000,0.010546
scaffold_16,922516,947568,935044,25000,0.002964
scaffold_16,947569,972682,960135,25000,0.001742
scaffold_16,972683,997794,985212,25000,0.002571
scaffold_16,997795,1023032,1010431,25000,0.002718
scaffold_16,1023033,1048811,1035773,25000,0.004554
scaffold_16,1048812,1073976,1061424,25000,0.002522
scaffold_16,1073977,1099046,1086500,25000,0.001333
scaffold_16,1099047,1124079,1111565,25000,0.001065
scaffold_16,1124080,1150695,1137718,25000,0.001745
scaffold_16,1150696,1175862,1163233,25000,0.002371
scaffold_16,1175863,1201214,1188510,25000,0.003006
scaffold_16,1201215,1226617,1214000,25000,0.003543
scaffold_16,1226618,1252729,1239709,25000,0.004251
scaffold_16,1252730,1277854,1265271,25000,0.00169
scaffold_16,1277855,1303497,1290578,25000,0.005892
scaffold_16,1303498,1328632,1316097,25000,0.003589
scaffold_16,1328633,1353789,1341219,25000,0.002533
scaffold_16,1353790,1379572,1366780,25000,0.002842
scaffold_16,1379573,1404836,1392258,25000,0.003722
scaffold_16,1404837,1429957,1417391,25000,0.002046
scaffold_16,1429958,1455280,1442601,25000,0.004357
scaffold_16,1455281,1480519,1467935,25000,0.001907
scaffold_16,1480520,1505756,1493137,25000,0.002511
scaffold_16,1505757,1531179,1518560,25000,0.003827
scaffold_16,1531180,1556585,1543887,25000,0.003523
scaffold_16,1556586,1582333,1569523,25000,0.002805
scaffold_16,1582334,1607793,1595172,25000,0.003941
scaffold_16,1607794,1635956,1621039,25000,0.007392
scaffold_16,1635957,1661658,1648945,25000,0.008682
scaffold_16,1661659,1686991,1674350,25000,0.002256
scaffold_16,1686992,1713239,1700016,25000,0.00489
scaffold_16,1713240,1738624,1725970,25000,0.002118
scaffold_16,1738625,1763666,1751150,25000,0.001751
scaffold_16,1763667,1788761,1776210,25000,0.001796
scaffold_16,1788762,1813909,1801334,25000,0.002592
scaffold_16,1813910,1839435,1826469,25000,0.002147
scaffold_16,1839436,1864567,1852023,25000,0.002312
scaffold_16,1864568,1891867,1877307,25000,0.003226
scaffold_16,1891868,1922161,1908412,25000,0.001539
scaffold_16,1922162,1947688,1934811,25000,0.00298
scaffold_16,1947689,1972905,1960315,25000,0.001394
scaffold_16,1972906,1998371,1985673,25000,0.002713
scaffold_16,1998372,2023657,2011032,25000,0.002266
scaffold_16,2023658,2048725,2036179,25000,0.001705
scaffold_16,2048726,2074208,2061562,25000,0.003471
scaffold_16,2074209,2099344,2086766,25000,0.002146
scaffold_16,2099345,2125250,2112073,25000,0.006658
scaffold_16,2125251,2159699,2144610,25000,0.01076
scaffold_16,2159700,2184829,2172280,25000,0.002834
scaffold_16,2184830,2210094,2197479,25000,0.003246
scaffold_16,2210095,2235259,2222660,25000,0.002308
scaffold_16,2235260,2260413,2247835,25000,0.001876
scaffold_16,2260414,2285972,2273227,25000,0.003945
scaffold_16,2285973,2311070,2298501,25000,0.001416
scaffold_16,2311071,2336260,2323670,25000,0.002442
scaffold_16,2336261,2361440,2348860,25000,0.003023
scaffold_16,2361441,2386819,2374028,25000,0.004474
scaffold_16,2386820,2412234,2399478,25000,0.002313
scaffold_16,2412235,2437356,2424762,25000,0.002938
scaffold_16,2437357,2462638,2450004,25000,0.004925
scaffold_16,2462639,2488101,2475407,25000,0.003557
scaffold_16,2488102,2514065,2500930,25000,0.003958
scaffold_16,2514066,2539814,2526903,25000,0.003581
scaffold_16,2539815,2565282,2552486,25000,0.004947
scaffold_16,2565283,2598311,2581694,25000,0.012983
scaffold_16,2598312,2625704,2612803,25000,0.008719
scaffold_16,2625705,2651369,2638804,25000,0.004736
scaffold_16,2651370,2676689,2664080,25000,0.002638
scaffold_16,2676690,2701896,2689248,25000,0.004447
scaffold_16,2701897,2727278,2714559,25000,0.002007
scaffold_16,2727279,2752692,2739940,25000,0.00234
scaffold_16,2752693,2777751,2765209,25000,0.001324
scaffold_16,2777752,2802951,2790364,25000,0.004222
scaffold_16,2802952,2828289,2815544,25000,0.002984
scaffold_16,2828290,2853621,2841045,25000,0.002344
scaffold_16,2853622,2879043,2866384,25000,0.004159
scaffold_16,2879044,2904763,2891805,25000,0.003936
scaffold_16,2904764,2930162,2917530,25000,0.004216
scaffold_16,2930163,2957175,2943797,25000,0.00412
scaffold_16,2957176,2983819,2970423,25000,0.006094
scaffold_16,2983820,3010280,2996873,25000,0.0064
scaffold_16,3010281,3036265,3023412,25000,0.005675
scaffold_16,3036266,3064065,3049951,25000,0.008094
scaffold_16,3064066,3089514,3076790,25000,0.006898
scaffold_16,3089515,3117756,3103529,25000,0.008544
scaffold_16,3117757,3151039,3135477,25000,0.007452
scaffold_16,3151040,3178317,3164942,25000,0.007794
scaffold_16,3178318,3206730,3192436,25000,0.007256
scaffold_16,3206731,3236162,3221798,25000,0.003881
scaffold_16,3236163,3263094,3249911,25000,0.010472
scaffold_16,3263095,3289713,3276025,25000,0.008003
scaffold_16,3289714,3317271,3303089,25000,0.010801
scaffold_16,3317272,3348803,3333116,25000,0.016751
scaffold_16,3348804,3374589,3361798,25000,0.003575
scaffold_16,3374590,3422253,3389974,25000,0.004609
scaffold_16,3422254,3459608,3445925,25000,0.016894
scaffold_16,3459609,3502609,3478779,25000,0.017997
scaffold_16,3502610,3529251,3515561,25000,0.005243
scaffold_16,3529252,3583361,3558920,25000,0.015536
scaffold_16,3583362,3609675,3596481,25000,0.005026
scaffold_16,3609676,3635256,3622491,25000,0.013021
scaffold_16,3635257,3660452,3647857,25000,0.002079
scaffold_16,3660453,3690341,3674581,25000,0.022166
scaffold_16,3690342,3716371,3703318,25000,0.011287
scaffold_16,3716372,3742503,3729488,25000,0.008357
scaffold_16,3742504,3768893,3755947,25000,0.005849
scaffold_16,3768894,3797501,3782558,25000,0.013572
scaffold_16,3797502,3822813,3810213,25000,0.00324
scaffold_16,3822814,3860199,3847070,25000,0.001471
scaffold_16,3860200,3886713,3873103,25000,0.008586
scaffold_16,3886714,3913158,3900120,25000,0.009568
scaffold_16,3913159,3952307,3932732,25000,0.008016
scaffold_17,1,26131,12802,25000,0.005148
scaffold_17,26132,54125,39950,25000,0.004255
scaffold_17,54126,79755,66830,25000,0.005483
scaffold_17,79756,105318,92638,25000,0.002615
scaffold_17,105319,130736,118062,25000,0.003716
scaffold_17,130737,155910,143348,25000,0.00234
scaffold_17,155911,181827,168722,25000,0.010901
scaffold_17,181828,207175,194553,25000,0.001611
scaffold_17,207176,232607,219782,25000,0.002741
scaffold_17,232608,258362,245539,25000,0.003168
scaffold_17,258363,284303,271433,25000,0.003567
scaffold_17,284304,309758,296940,25000,0.00243
scaffold_17,309759,335137,322452,25000,0.005055
scaffold_17,335138,360517,347756,25000,0.003022
scaffold_17,360518,386122,373318,25000,0.003934
scaffold_17,386123,411599,398927,25000,0.002362
scaffold_17,411600,437431,424493,25000,0.005816
scaffold_17,437432,464819,451459,25000,0.005653
scaffold_17,464820,491086,478052,25000,0.005982
scaffold_17,491087,517195,504311,25000,0.005415
scaffold_17,517196,542601,529805,25000,0.004117
scaffold_17,542602,568075,555195,25000,0.002
scaffold_17,568076,593273,580697,25000,0.002667
scaffold_17,593274,619295,606066,25000,0.00262
scaffold_17,619296,645005,632208,25000,0.003633
scaffold_17,645006,670041,657522,25000,0.001073
scaffold_17,670042,695326,682666,25000,0.001685
scaffold_17,695327,720427,707873,25000,0.001986
scaffold_17,720428,745522,732989,25000,0.002114
scaffold_17,745523,770551,758038,25000,0.001284
scaffold_17,770552,798606,783303,25000,0.001927
scaffold_17,798607,824121,811300,25000,0.003667
scaffold_17,824122,851129,837666,25000,0.008552
scaffold_17,851130,876578,864009,25000,0.002699
scaffold_17,876579,901757,889173,25000,0.002076
scaffold_17,901758,926999,914355,25000,0.002514
scaffold_17,927000,952132,939542,25000,0.001854
scaffold_17,952133,977275,964692,25000,0.001581
scaffold_17,977276,1002764,989958,25000,0.004002
scaffold_17,1002765,1028276,1015468,25000,0.003481
scaffold_17,1028277,1053384,1040836,25000,0.001902
scaffold_17,1053385,1078602,1066014,25000,0.001665
scaffold_17,1078603,1103773,1091179,25000,0.001683
scaffold_17,1103774,1129123,1116382,25000,0.002611
scaffold_17,1129124,1154629,1141866,25000,0.002911
scaffold_17,1154630,1179759,1167200,25000,0.001981
scaffold_17,1179760,1205329,1192459,25000,0.002412
scaffold_17,1205330,1230656,1217995,25000,0.00286
scaffold_17,1230657,1256095,1243473,25000,0.003431
scaffold_17,1256096,1281715,1268895,25000,0.002258
scaffold_17,1281716,1307033,1294428,25000,0.002644
scaffold_17,1307034,1332550,1319735,25000,0.00381
scaffold_17,1332551,1358617,1345462,25000,0.008339
scaffold_17,1358618,1384246,1371502,25000,0.004306
scaffold_17,1384247,1410503,1397024,25000,0.004376
scaffold_17,1410504,1435951,1423281,25000,0.004095
scaffold_17,1435952,1461806,1448913,25000,0.003239
scaffold_17,1461807,1487469,1474707,25000,0.003378
scaffold_17,1487470,1512669,1500046,25000,0.002836
scaffold_17,1512670,1538347,1525401,25000,0.005086
scaffold_17,1538348,1564302,1551461,25000,0.003533
scaffold_17,1564303,1589572,1576906,25000,0.002415
scaffold_17,1589573,1614820,1602145,25000,0.001938
scaffold_17,1614821,1640880,1627794,25000,0.007779
scaffold_17,1640881,1666874,1653931,25000,0.005613
scaffold_17,1666875,1692513,1679609,25000,0.003549
scaffold_17,1692514,1718039,1705228,25000,0.002928
scaffold_17,1718040,1743423,1730678,25000,0.00286
scaffold_17,1743424,1768649,1756040,25000,0.00223
scaffold_17,1768650,1794171,1781264,25000,0.003257
scaffold_17,1794172,1819412,1806759,25000,0.003354
scaffold_17,1819413,1845524,1832133,25000,0.002588
scaffold_17,1845525,1871227,1858288,25000,0.00446
scaffold_17,1871228,1896781,1883994,25000,0.004799
scaffold_17,1896782,1922311,1909545,25000,0.003295
scaffold_17,1922312,1954842,1937748,25000,0.004529
scaffold_17,1954843,1980118,1967462,25000,0.002365
scaffold_17,1980119,2005249,1992679,25000,0.00536
scaffold_17,2005250,2030327,2017804,25000,0.002391
scaffold_17,2030328,2077609,2056004,25000,0.006383
scaffold_17,2077610,2102879,2090274,25000,0.004284
scaffold_17,2102880,2129689,2116897,25000,0.001862
scaffold_17,2129690,2155377,2142629,25000,0.003041
scaffold_17,2155378,2183801,2169951,25000,0.004233
scaffold_17,2183802,2208923,2196366,25000,0.002012
scaffold_17,2208924,2234085,2221518,25000,0.001997
scaffold_17,2234086,2260137,2247010,25000,0.006514
scaffold_17,2260138,2285461,2272848,25000,0.003744
scaffold_17,2285462,2310714,2298104,25000,0.002828
scaffold_17,2310715,2336790,2324093,25000,0.001641
scaffold_17,2336791,2367041,2350490,25000,0.004753
scaffold_17,2367042,2393209,2380111,25000,0.005679
scaffold_17,2393210,2418449,2405834,25000,0.002887
scaffold_17,2418450,2444323,2431419,25000,0.005591
scaffold_17,2444324,2469835,2457035,25000,0.008432
scaffold_17,2469836,2497756,2483701,25000,0.010983
scaffold_17,2497757,2523652,2510724,25000,0.004752
scaffold_17,2523653,2550269,2536855,25000,0.005657
scaffold_17,2550270,2581396,2567641,25000,0.005717
scaffold_17,2581397,2606649,2594088,25000,0.001683
scaffold_17,2606650,2631981,2619346,25000,0.002537
scaffold_17,2631982,2657356,2644601,25000,0.00348
scaffold_17,2657357,2683019,2670102,25000,0.003651
scaffold_17,2683020,2708968,2696014,25000,0.002072
scaffold_17,2708969,2733993,2721479,25000,0.001267
scaffold_17,2733994,2759070,2746544,25000,0.000837
scaffold_17,2759071,2784407,2771694,25000,0.005426
scaffold_17,2784408,2809485,2796963,25000,0.001591
scaffold_17,2809486,2834968,2822162,25000,0.0041
scaffold_17,2834969,2860840,2847914,25000,0.004074
scaffold_17,2860841,2889288,2876180,25000,0.002529
scaffold_17,2889289,2914448,2901855,25000,0.000813
scaffold_17,2914449,2939567,2927032,25000,0.001443
scaffold_17,2939568,2964790,2952228,25000,0.002427
scaffold_17,2964791,2991455,2977736,25000,0.008284
scaffold_17,2991456,3018172,3004680,25000,0.004911
scaffold_17,3018173,3043893,3031254,25000,0.004074
scaffold_17,3043894,3068990,3056456,25000,0.002372
scaffold_17,3068991,3094025,3081507,25000,0.001359
scaffold_17,3094026,3128975,3109647,25000,0.010159
scaffold_17,3128976,3155236,3142315,25000,0.005769
scaffold_17,3155237,3181639,3168424,25000,0.005486
scaffold_17,3181640,3209385,3194920,25000,0.01175
scaffold_17,3209386,3248239,3229721,25000,0.007999
scaffold_17,3248240,3275958,3262689,25000,0.008025
scaffold_17,3275959,3304366,3289897,25000,0.007586
scaffold_17,3304367,3329676,3317039,25000,0.004216
scaffold_17,3329677,3357280,3342586,25000,0.004523
scaffold_17,3357281,3386048,3371448,25000,0.010034
scaffold_17,3386049,3412498,3399136,25000,0.006024
scaffold_17,3412499,3437589,3425025,25000,0.001559
scaffold_17,3437590,3464541,3450610,25000,0.005874
scaffold_17,3464542,3500823,3482921,25000,0.007668
scaffold_17,3500824,3527908,3514161,25000,0.002672
scaffold_17,3527909,3553452,3540832,25000,0.002645
scaffold_17,3553453,3580652,3566647,25000,0.009519
scaffold_17,3580653,3611125,3596009,25000,0.014149
scaffold_17,3611126,3636629,3623973,25000,0.004012
scaffold_17,3636630,3662166,3649490,25000,0.003186
scaffold_17,3662167,3687281,3674738,25000,0.001957
scaffold_17,3687282,3712310,3699794,25000,0.001648
scaffold_17,3712311,3737755,3724895,25000,0.002831
scaffold_17,3737756,3762896,3750360,25000,0.00144
scaffold_17,3762897,3788720,3775686,25000,0.007326
scaffold_17,3788721,3814274,3801486,25000,0.004488
scaffold_17,3814275,3840379,3827461,25000,0.003223
scaffold_17,3840380,3865748,3852978,25000,0.00331
scaffold_17,3865749,3891194,3878503,25000,0.004924
scaffold_17,3891195,3914642,3902985,22871,0.002981
scaffold_18,812,26107,13502,25000,0.003129
scaffold_18,26108,51995,39257,25000,0.004011
scaffold_18,51996,78002,64861,25000,0.007361
scaffold_18,78003,110697,95806,25000,0.01394
scaffold_18,110698,136526,123593,25000,0.00551
scaffold_18,136527,161902,149129,25000,0.002146
scaffold_18,161903,189481,175610,25000,0.007924
scaffold_18,189482,217266,203755,25000,0.012155
scaffold_18,217267,246814,232186,25000,0.011239
scaffold_18,246815,272903,260140,25000,0.00693
scaffold_18,272904,298543,285738,25000,0.003459
scaffold_18,298544,325383,311854,25000,0.007374
scaffold_18,325384,351570,338543,25000,0.00612
scaffold_18,351571,378554,365054,25000,0.007194
scaffold_18,378555,405647,392730,25000,0.006239
scaffold_18,405648,431136,418456,25000,0.003371
scaffold_18,431137,456314,443728,25000,0.00212
scaffold_18,456315,483484,469561,25000,0.001511
scaffold_18,483485,508717,496116,25000,0.001293
scaffold_18,508718,534352,521511,25000,0.003769
scaffold_18,534353,561076,547575,25000,0.005993
scaffold_18,561077,588797,574125,25000,0.011863
scaffold_18,588798,616397,602314,25000,0.010226
scaffold_18,616398,641629,629031,25000,0.002999
scaffold_18,641630,667394,654626,25000,0.002235
scaffold_18,667395,693381,680510,25000,0.01105
scaffold_18,693382,720489,707499,25000,0.007803
scaffold_18,720490,746454,733356,25000,0.008012
scaffold_18,746455,772500,759376,25000,0.00578
scaffold_18,772501,800020,786180,25000,0.007845
scaffold_18,800021,825223,812586,25000,0.001935
scaffold_18,825224,850317,837793,25000,0.002173
scaffold_18,850318,876162,863145,25000,0.004287
scaffold_18,876163,902196,889331,25000,0.005989
scaffold_18,902197,928197,915208,25000,0.0078
scaffold_18,928198,954692,941397,25000,0.013641
scaffold_18,954693,980633,967654,25000,0.007775
scaffold_18,980634,1006045,993440,25000,0.006442
scaffold_18,1006046,1031706,1019024,25000,0.004287
scaffold_18,1031707,1057131,1044375,25000,0.004505
scaffold_18,1057132,1082536,1069811,25000,0.005672
scaffold_18,1082537,1108826,1095796,25000,0.006444
scaffold_18,1108827,1134569,1121788,25000,0.006031
scaffold_18,1134570,1160198,1147505,25000,0.003826
scaffold_18,1160199,1185396,1172825,25000,0.002881
scaffold_18,1185397,1210847,1198038,25000,0.004388
scaffold_18,1210848,1236202,1223627,25000,0.004163
scaffold_18,1236203,1261799,1248871,25000,0.00234
scaffold_18,1261800,1287450,1274447,25000,0.004571
scaffold_18,1287451,1312698,1300022,25000,0.00378
scaffold_18,1312699,1338159,1325455,25000,0.006133
scaffold_18,1338160,1364035,1351162,25000,0.004072
scaffold_18,1364036,1389201,1376613,25000,0.005124
scaffold_18,1389202,1415300,1402150,25000,0.007326
scaffold_18,1415301,1441863,1428775,25000,0.009374
scaffold_18,1441864,1472586,1457710,25000,0.009127
scaffold_18,1472587,1499195,1485805,25000,0.013088
scaffold_18,1499196,1526427,1512517,25000,0.014625
scaffold_18,1526428,1554092,1540567,25000,0.009631
scaffold_18,1554093,1639471,1578285,25000,0.014173
scaffold_18,1639473,1675232,1658596,25000,0.023029
scaffold_18,1675233,1709634,1692566,25000,0.013188
scaffold_18,1709635,1748961,1732704,25000,0.016308
scaffold_18,1748962,1779988,1764530,25000,0.011983
scaffold_18,1779989,1806313,1793107,25000,0.007413
scaffold_18,1806314,1856291,1823395,25000,0.013746
scaffold_18,1856292,1892978,1872558,25000,0.012255
scaffold_18,1892979,1927663,1911701,25000,0.015185
scaffold_18,1927664,1953873,1940774,25000,0.009489
scaffold_18,1953874,1981218,1967890,25000,0.016129
scaffold_18,1981219,2007730,1994551,25000,0.012623
scaffold_18,2007732,2043482,2023214,25000,0.015418
scaffold_18,2043483,2076227,2059998,25000,0.010838
scaffold_18,2076228,2103596,2089759,25000,0.004911
scaffold_18,2103597,2128824,2116191,25000,0.002994
scaffold_18,2128825,2158382,2142404,25000,0.012614
scaffold_18,2158383,2205444,2185797,25000,0.014547
scaffold_18,2205445,2263449,2232049,25000,0.018067
scaffold_18,2263450,2322480,2284759,25000,0.008031
scaffold_18,2322481,2377829,2351205,25000,0.011898
scaffold_18,2377830,2405153,2391092,25000,0.013438
scaffold_18,2405154,2460860,2437838,25000,0.009678
scaffold_18,2460861,2503667,2479412,25000,0.010293
scaffold_18,2503668,2530369,2517347,25000,0.005151
scaffold_18,2530370,2555853,2543119,25000,0.003417
scaffold_18,2555854,2581551,2568823,25000,0.007156
scaffold_18,2581552,2644569,2607074,25000,0.013756
scaffold_18,2644570,2710428,2695007,25000,0.012441
scaffold_18,2710429,2829025,2766954,25000,0.016698
scaffold_18,2829026,2855593,2842474,25000,0.005925
scaffold_18,2855594,2880698,2868132,25000,0.001312
scaffold_18,2880699,2907029,2893770,25000,0.00542
scaffold_18,2907030,2932411,2919817,25000,0.001644
scaffold_18,2932412,2958003,2945226,25000,0.002508
scaffold_18,2958004,2984050,2971150,25000,0.005974
scaffold_18,2984051,3011388,2997315,25000,0.003224
scaffold_18,3011389,3038801,3025529,25000,0.003592
scaffold_18,3038802,3064601,3051685,25000,0.006078
scaffold_18,3064602,3089749,3077170,25000,0.002626
scaffold_18,3089750,3115364,3102638,25000,0.003302
scaffold_18,3115365,3152479,3132945,25000,0.007595
scaffold_18,3152480,3250082,3216115,25000,0.008378
scaffold_18,3250083,3302425,3284777,25000,0.005538
scaffold_18,3302426,3379245,3346206,25000,0.00782
scaffold_18,3379246,3427695,3412150,25000,0.009749
scaffold_18,3427696,3453647,3440771,25000,0.006247
scaffold_18,3453648,3479031,3466468,25000,0.003092
scaffold_18,3479032,3504723,3491898,25000,0.012347
scaffold_18,3504724,3530584,3517734,25000,0.004809
scaffold_18,3530585,3555981,3543325,25000,0.005266
scaffold_18,3555982,3581734,3568749,25000,0.005029
scaffold_18,3581735,3606924,3594308,25000,0.006231
scaffold_18,3606925,3635952,3620642,25000,0.007889
scaffold_18,3635953,3662475,3649448,25000,0.003946
scaffold_18,3662476,3688943,3675911,25000,0.002789
scaffold_19,32174,61074,47141,25000,0.005256
scaffold_19,61075,121304,96598,25000,0.008883
scaffold_19,121305,155052,138492,25000,0.013953
scaffold_19,155053,204923,176668,25000,0.014301
scaffold_19,204924,243134,225528,25000,0.014901
scaffold_19,243135,272229,259078,25000,0.010313
scaffold_19,272230,300708,287141,25000,0.005315
scaffold_19,300709,326086,313451,25000,0.004031
scaffold_19,326087,353850,339888,25000,0.006657
scaffold_19,353851,382624,368356,25000,0.003918
scaffold_19,382625,409967,395945,25000,0.01137
scaffold_19,409968,436518,423475,25000,0.003795
scaffold_19,436519,465525,451483,25000,0.001531
scaffold_19,465526,495768,480993,25000,0.001119
scaffold_19,495769,522295,509027,25000,0.01004
scaffold_19,522296,551241,535543,25000,0.009377
scaffold_19,551242,584686,566550,25000,0.016195
scaffold_19,584687,623354,607369,25000,0.016112
scaffold_19,623355,680762,652688,25000,0.01685
scaffold_19,680763,713390,697542,25000,0.008504
scaffold_19,713391,741842,727855,25000,0.01257
scaffold_19,741843,794256,771688,25000,0.010055
scaffold_19,794257,822321,808283,25000,0.008492
scaffold_19,822322,848680,835689,25000,0.007451
scaffold_19,848681,879164,862396,25000,0.009234
scaffold_19,879165,906340,892769,25000,0.014248
scaffold_19,906341,956053,932514,25000,0.010567
scaffold_19,956054,983430,970239,25000,0.010817
scaffold_19,983431,1022485,1004562,25000,0.013694
scaffold_19,1022486,1056921,1036922,25000,0.011
scaffold_19,1056922,1082035,1069514,25000,0.001977
scaffold_19,1082036,1107710,1094965,25000,0.003551
scaffold_19,1107711,1132925,1120288,25000,0.000909
scaffold_19,1132926,1158226,1145569,25000,0.001685
scaffold_19,1158227,1183638,1170891,25000,0.002371
scaffold_19,1183639,1212884,1198527,25000,0.002069
scaffold_19,1212885,1238036,1225451,25000,0.005041
scaffold_19,1238037,1264161,1251096,25000,0.007629
scaffold_19,1264162,1289432,1276819,25000,0.003398
scaffold_19,1289433,1314673,1302008,25000,0.002462
scaffold_19,1314674,1339861,1327251,25000,0.005515
scaffold_19,1339862,1369035,1353828,25000,0.011176
scaffold_19,1369036,1397766,1383572,25000,0.009588
scaffold_19,1397767,1426118,1411373,25000,0.013435
scaffold_19,1426119,1458404,1440845,25000,0.01319
scaffold_19,1458405,1484259,1471263,25000,0.007561
scaffold_19,1484260,1509945,1497055,25000,0.012692
scaffold_19,1509946,1623459,1601999,25000,0.009506
scaffold_19,1623460,1649489,1636476,25000,0.01012
scaffold_19,1649490,1675089,1662399,25000,0.006779
scaffold_19,1675090,1700219,1687618,25000,0.002085
scaffold_19,1700220,1725965,1713032,25000,0.005554
scaffold_19,1725966,1751517,1738817,25000,0.004011
scaffold_19,1751518,1776734,1764134,25000,0.003566
scaffold_19,1776735,1803501,1790284,25000,0.008745
scaffold_19,1803502,1829519,1816777,25000,0.002677
scaffold_19,1829520,1854972,1842136,25000,0.003954
scaffold_19,1854973,1881418,1868305,25000,0.010195
scaffold_19,1881419,1906567,1893996,25000,0.00121
scaffold_19,1906568,1933229,1919370,25000,0.00907
scaffold_19,1933230,1961490,1947356,25000,0.008746
scaffold_19,1961491,1986814,1974140,25000,0.001731
scaffold_19,1986815,2012385,1999585,25000,0.006791
scaffold_19,2012386,2038983,2025897,25000,0.011805
scaffold_19,2038984,2086796,2070673,25000,0.007746
scaffold_19,2086797,2113365,2099778,25000,0.010118
scaffold_19,2113366,2139664,2126605,25000,0.005223
scaffold_19,2139665,2201537,2165671,25000,0.019181
scaffold_19,2201538,2228546,2215011,25000,0.009541
scaffold_19,2228547,2254666,2241375,25000,0.009835
scaffold_19,2254667,2279987,2267362,25000,0.00456
scaffold_19,2279988,2305571,2292727,25000,0.006743
scaffold_19,2305572,2330950,2318262,25000,0.003152
scaffold_19,2330951,2356912,2343898,25000,0.006476
scaffold_19,2356913,2382279,2369665,25000,0.008734
scaffold_19,2382280,2408012,2395285,25000,0.007572
scaffold_19,2408013,2433836,2420711,25000,0.005015
scaffold_19,2433837,2459576,2446770,25000,0.005518
scaffold_19,2459577,2485013,2472370,25000,0.004063
scaffold_19,2485014,2510319,2497686,25000,0.003419
scaffold_19,2510320,2543840,2526255,25000,0.009284
scaffold_19,2543841,2579980,2566943,25000,0.002595
scaffold_19,2579981,2610631,2596006,25000,0.014182
scaffold_19,2610632,2649917,2627214,25000,0.009731
scaffold_19,2649918,2675367,2662683,25000,0.004388
scaffold_19,2675368,2700566,2687999,25000,0.001257
scaffold_19,2700567,2725578,2713071,25000,0.001165
scaffold_19,2725579,2751031,2738285,25000,0.001987
scaffold_19,2751032,2777198,2763789,25000,0.006774
scaffold_19,2777199,2803267,2790156,25000,0.007268
scaffold_19,2803268,2829162,2816014,25000,0.010316
scaffold_19,2829163,2854635,2841980,25000,0.009845
scaffold_19,2854636,2880706,2867369,25000,0.010083
scaffold_19,2880707,2906211,2893479,25000,0.010079
scaffold_19,2906212,2931718,2918949,25000,0.011603
scaffold_19,2931719,2957835,2944690,25000,0.011464
scaffold_19,2957836,2983865,2971001,25000,0.005879
scaffold_19,2983866,3009448,2996707,25000,0.008609
scaffold_19,3009449,3036610,3023061,25000,0.012202
scaffold_19,3036611,3062111,3049449,25000,0.007318
scaffold_19,3062112,3087634,3074989,25000,0.002953
scaffold_19,3087635,3112649,3100140,25000,0.001344
scaffold_19,3112650,3137714,3125178,25000,0.000917
scaffold_19,3137715,3162812,3150250,25000,0.001187
scaffold_19,3162813,3188474,3175570,25000,0.001474
scaffold_19,3188475,3213708,3201081,25000,0.002572
