scaffold,start,end,mid,sites,pi_Ass
scaffold_5,4903600,4928994,4916316,25000,0.004286
scaffold_5,4928995,4954149,4941570,25000,0.002838
scaffold_5,4954150,4981687,4968121,25000,0.001343
scaffold_5,4981688,5009456,4995510,25000,0.002674
scaffold_5,5009457,5035670,5022526,25000,0.003179
scaffold_5,5035671,5061143,5048305,25000,0.00301
scaffold_5,5061144,5086559,5073883,25000,0.005392
scaffold_5,5086560,5112043,5099383,25000,0.005837
scaffold_5,5112044,5138017,5125042,25000,0.004644
scaffold_5,5138018,5165500,5152105,25000,0.005877
scaffold_5,5165501,5192751,5179135,25000,0.009849
scaffold_5,5192752,5227000,5210169,25000,0.009669
scaffold_5,5227001,5258260,5244837,25000,0.005662
scaffold_5,5258261,5285727,5271553,25000,0.008598
scaffold_5,5285728,5311764,5298702,25000,0.005578
scaffold_5,5311765,5343175,5327967,25000,0.009822
scaffold_5,5343176,5368967,5356076,25000,0.007413
scaffold_5,5368968,5394853,5381938,25000,0.005847
scaffold_5,5394854,5421043,5408032,25000,0.006011
scaffold_5,5421044,5447890,5434280,25000,0.009442
scaffold_5,5447891,5478442,5463915,25000,0.009896
scaffold_5,5478443,5517334,5502761,25000,0.008248
scaffold_5,5517335,5542790,5529920,25000,0.003705
scaffold_5,5542791,5575806,5560014,25000,0.0088
scaffold_5,5575807,5603006,5589265,25000,0.007024
scaffold_5,5603007,5628630,5615865,25000,0.006707
scaffold_5,5628631,5656348,5642222,25000,0.008297
scaffold_5,5656349,5681807,5669043,25000,0.003785
scaffold_5,5681808,5708277,5695140,25000,0.009806
scaffold_5,5708278,5734330,5721105,25000,0.009825
scaffold_5,5734331,5760389,5747262,25000,0.008217
scaffold_5,5760390,5792439,5776942,25000,0.011962
scaffold_5,5792440,5818391,5805350,25000,0.006059
scaffold_5,5818392,5847298,5832253,25000,0.013118
scaffold_5,5847299,5880459,5866216,25000,0.010077
scaffold_5,5880460,5905790,5893115,25000,0.005016
scaffold_5,5905791,5931416,5918554,25000,0.005476
scaffold_5,5931417,5957530,5944555,25000,0.005789
scaffold_5,5957531,5986694,5970283,25000,0.003762
scaffold_5,5986695,6012650,5999822,25000,0.007628
scaffold_5,6012651,6039148,6025639,25000,0.011115
scaffold_5,6039149,6072997,6055752,25000,0.015903
scaffold_5,6072998,6098987,6086250,25000,0.009262
scaffold_5,6098988,6128141,6114323,25000,0.005799
scaffold_5,6128142,6158970,6142781,25000,0.006803
scaffold_5,6158971,6186703,6172939,25000,0.011727
scaffold_5,6186704,6213986,6200512,25000,0.010481
scaffold_5,6213987,6240090,6227007,25000,0.013642
scaffold_5,6240091,6267087,6253351,25000,0.014403
scaffold_5,6267088,6298640,6283759,25000,0.014448
scaffold_5,6298641,6326561,6312776,25000,0.012228
scaffold_5,6326562,6352916,6339906,25000,0.010141
scaffold_5,6352917,6379627,6366420,25000,0.010065
scaffold_5,6379628,6419634,6399071,25000,0.011695
scaffold_5,6419635,6445939,6432952,25000,0.016123
scaffold_5,6445940,6472091,6458966,25000,0.015664
scaffold_5,6472092,6505941,6492014,25000,0.012749
scaffold_5,6505942,6550530,6531049,25000,0.013733
scaffold_5,6550531,6579477,6565045,25000,0.01853
scaffold_5,6579478,6605766,6592535,25000,0.012699
scaffold_5,6605767,6645867,6629380,25000,0.018764
scaffold_5,6645868,6700236,6673938,25000,0.015617
scaffold_5,6700237,6742337,6721567,25000,0.021295
scaffold_5,6742338,6776211,6759815,25000,0.016018
scaffold_5,6776212,6805963,6791589,25000,0.006792
scaffold_5,6805964,6837910,6822783,25000,0.012263
scaffold_5,6837911,6875421,6857029,25000,0.018814
scaffold_5,6875422,6908551,6892033,25000,0.023405
scaffold_5,6908552,6950169,6929536,25000,0.020441
scaffold_5,6950170,6981616,6965999,25000,0.019693
scaffold_5,6981617,7012391,6996901,25000,0.020679
scaffold_5,7012392,7046928,7029643,25000,0.028176
scaffold_5,7046929,7089616,7066114,25000,0.022053
scaffold_5,7089617,7125216,7108110,25000,0.023678
scaffold_5,7125217,7173739,7149976,25000,0.021055
scaffold_5,7173740,7214245,7190363,25000,0.01974
scaffold_5,7214246,7243549,7229190,25000,0.026946
scaffold_5,7243550,7269456,7256486,25000,0.008258
scaffold_5,7269457,7297809,7284468,25000,0.005911
scaffold_5,7297810,7323269,7310565,25000,0.007724
scaffold_5,7323270,7350406,7336944,25000,0.015428
scaffold_5,7350407,7377351,7363891,25000,0.017029
scaffold_5,7377352,7419551,7398262,25000,0.019771
scaffold_5,7419552,7449935,7434643,25000,0.019772
scaffold_5,7449936,7488822,7466759,25000,0.020844
scaffold_5,7488823,7539587,7516373,25000,0.016252
scaffold_5,7539588,7569364,7554039,25000,0.016531
scaffold_5,7569365,7608733,7587877,25000,0.018512
scaffold_5,7608734,7636366,7622947,25000,0.013875
scaffold_5,7636367,7679955,7652214,25000,0.010804
scaffold_5,7679956,7716973,7697393,25000,0.011652
scaffold_5,7716974,7745920,7732037,25000,0.022846
scaffold_5,7745921,7782202,7764960,25000,0.013841
scaffold_5,7782203,7809596,7796072,25000,0.014208
scaffold_5,7809597,7842614,7828084,25000,0.017084
scaffold_5,7842615,7879001,7858689,25000,0.021749
scaffold_5,7879002,7912748,7896818,25000,0.021166
scaffold_5,7912749,7957254,7939675,25000,0.014996
scaffold_5,7957255,8000714,7973609,25000,0.01519
scaffold_5,8000715,8037025,8017630,25000,0.014563
scaffold_5,8037026,8065768,8051534,25000,0.020589
scaffold_5,8065769,8095367,8080051,25000,0.019542
scaffold_5,8095368,8142317,8123554,25000,0.02384
scaffold_5,8142318,8174977,8158587,25000,0.019597
scaffold_5,8174978,8234258,8198826,25000,0.017094
scaffold_5,8234259,8262422,8247935,25000,0.018016
scaffold_5,8262423,8302027,8285021,25000,0.027488
scaffold_5,8302028,8330744,8316586,25000,0.024282
scaffold_5,8330745,8369438,8353296,25000,0.009653
scaffold_5,8369439,8396034,8382684,25000,0.017482
scaffold_5,8396035,8433188,8418603,25000,0.020208
scaffold_5,8433189,8459799,8446578,25000,0.020512
scaffold_5,8459800,8489422,8474739,25000,0.018636
scaffold_5,8489423,8519529,8503700,25000,0.017127
scaffold_5,8519530,8566771,8541489,25000,0.021341
scaffold_5,8566772,8593661,8579994,25000,0.012917
scaffold_5,8593662,8624258,8609176,25000,0.017397
scaffold_5,8624259,8652679,8639284,25000,0.011433
scaffold_5,8652680,8679505,8665881,25000,0.009115
scaffold_5,8679506,8705790,8692850,25000,0.006948
scaffold_5,8705791,8731628,8718832,25000,0.007581
scaffold_5,8731629,8757282,8744402,25000,0.008519
scaffold_5,8757283,8786957,8771393,25000,0.009469
scaffold_5,8786958,8813832,8800572,25000,0.01139
scaffold_5,8813833,8840600,8827221,25000,0.010276
scaffold_5,8840601,8869073,8854603,25000,0.010183
scaffold_5,8869074,8903390,8888545,25000,0.012044
scaffold_5,8903391,8929355,8916281,25000,0.008934
scaffold_5,8929356,8955138,8942305,25000,0.007869
scaffold_5,8955139,8980827,8967891,25000,0.010109
scaffold_5,8980828,9007163,8994314,25000,0.004389
scaffold_5,9007164,9043797,9027170,25000,0.005285
scaffold_5,9043798,9073120,9057039,25000,0.004614
scaffold_5,9073121,9100527,9086806,25000,0.00586
scaffold_5,9100528,9125957,9113244,25000,0.004206
scaffold_5,9125958,9153555,9140563,25000,0.004895
scaffold_5,9153556,9184780,9169853,25000,0.010942
scaffold_5,9184781,9219824,9203037,25000,0.005718
scaffold_5,9219825,9253823,9239229,25000,0.005519
scaffold_5,9253824,9279743,9266656,25000,0.005641
scaffold_5,9279744,9306207,9292935,25000,0.006349
scaffold_5,9306208,9331794,9319084,25000,0.004123
scaffold_5,9331795,9357722,9344542,25000,0.005284
scaffold_5,9357723,9382963,9370309,25000,0.003832
scaffold_5,9382964,9408624,9395885,25000,0.003918
scaffold_5,9408625,9434214,9421440,25000,0.005147
scaffold_5,9434215,9459294,9446763,25000,0.002492
scaffold_5,9459295,9484761,9471973,25000,0.002102
scaffold_5,9484762,9510061,9497418,25000,0.002922
scaffold_5,9510062,9535423,9522706,25000,0.003406
scaffold_5,9535424,9567399,9549899,25000,0.006538
scaffold_5,9567400,9592939,9580265,25000,0.007134
scaffold_5,9592940,9618555,9605759,25000,0.00502
scaffold_5,9618556,9644109,9631407,25000,0.004995
scaffold_5,9644110,9670685,9657583,25000,0.002977
scaffold_5,9670686,9705819,9687989,25000,0.005106
scaffold_5,9705820,9732774,9719415,25000,0.00269
scaffold_5,9732775,9758814,9745678,25000,0.002357
scaffold_5,9758815,9784998,9771863,25000,0.007385
scaffold_5,9784999,9810369,9797665,25000,0.003511
scaffold_5,9810370,9837296,9823652,25000,0.0031
scaffold_5,9837297,9873477,9858486,25000,0.003715
scaffold_5,9873478,9899072,9886373,25000,0.005018
scaffold_5,9899073,9924235,9911631,25000,0.004063
scaffold_5,9924236,9952128,9936956,25000,0.003758
scaffold_5,9952129,9978020,9965007,25000,0.001885
scaffold_5,9978021,10004188,9991424,25000,0.004149
scaffold_5,10004189,10029382,10016769,25000,0.003728
scaffold_5,10029383,10060327,10043058,25000,0.003601
scaffold_5,10060328,10085732,10072990,25000,0.00336
scaffold_5,10085733,10111394,10098636,25000,0.003992
scaffold_5,10111395,10137482,10124712,25000,0.005185
scaffold_5,10137483,10163380,10150293,25000,0.004254
scaffold_5,10163381,10188859,10176279,25000,0.002081
scaffold_5,10188860,10213931,10201386,25000,0.003274
scaffold_5,10213932,10239197,10226557,25000,0.004311
scaffold_5,10239198,10264642,10251891,25000,0.009477
scaffold_5,10264643,10290703,10277590,25000,0.009106
scaffold_5,10290704,10316032,10303361,25000,0.006591
scaffold_5,10316033,10342624,10329447,25000,0.005369
scaffold_5,10342625,10367882,10355217,25000,0.003771
scaffold_5,10367883,10393760,10380921,25000,0.005239
scaffold_5,10393761,10419153,10406457,25000,0.006156
scaffold_5,10419154,10445084,10432314,25000,0.006279
scaffold_5,10445085,10470569,10457878,25000,0.009006
scaffold_5,10470570,10496189,10483436,25000,0.006579
scaffold_5,10496190,10521984,10509184,25000,0.005264
scaffold_5,10521985,10564246,10542379,25000,0.003202
scaffold_5,10564247,10591118,10577921,25000,0.003213
scaffold_5,10591119,10616839,10603966,25000,0.004704
scaffold_5,10616840,10642274,10629556,25000,0.00521
scaffold_5,10642275,10667741,10655000,25000,0.006441
scaffold_5,10667742,10713924,10690665,25000,0.005609
scaffold_5,10713926,10741305,10727676,25000,0.003704
scaffold_5,10741306,10768666,10754875,25000,0.004128
scaffold_5,10768667,10795185,10782005,25000,0.005912
scaffold_5,10795186,10827424,10811838,25000,0.009523
scaffold_5,10827425,10855173,10841649,25000,0.00998
scaffold_5,10855174,10882623,10869221,25000,0.012554
scaffold_5,10882624,10910843,10896440,25000,0.002791
scaffold_5,10910844,10937149,10924185,25000,0.004138
scaffold_5,10937150,10965068,10951108,25000,0.009968
scaffold_5,10965069,10991442,10977857,25000,0.005935
scaffold_5,10991443,11023879,11007936,25000,0.008624
scaffold_5,11023880,11053131,11037560,25000,0.008418
scaffold_5,11053132,11079385,11066291,25000,0.006713
scaffold_5,11079386,11105125,11092214,25000,0.003846
scaffold_5,11105126,11131487,11118425,25000,0.004569
scaffold_5,11131488,11157279,11144250,25000,0.002642
scaffold_5,11157280,11182737,11169953,25000,0.003407
scaffold_5,11182738,11209832,11196696,25000,0.007646
scaffold_5,11209833,11235916,11222565,25000,0.00466
scaffold_5,11235917,11262864,11249310,25000,0.012718
scaffold_5,11262865,11290541,11276853,25000,0.011347
scaffold_5,11290542,11321205,11306344,25000,0.010594
scaffold_5,11321206,11400836,11366599,25000,0.015601
scaffold_5,11400837,11442543,11420618,25000,0.0132
scaffold_5,11442544,11469536,11456327,25000,0.008349
scaffold_5,11469537,11494559,11482045,25000,0.000832
scaffold_5,11494560,11539583,11514344,25000,0.008226
scaffold_5,11539584,11590153,11572805,25000,0.014951
scaffold_5,11590154,11616884,11603999,25000,0.006158
scaffold_5,11616885,11646463,11631961,25000,0.012827
scaffold_5,11646464,11674083,11660483,25000,0.009819
scaffold_5,11674084,11703965,11688513,25000,0.021772
scaffold_5,11703966,11736295,11719907,25000,0.020401
scaffold_5,11736296,11781867,11751221,25000,0.022957
scaffold_5,11781868,11812533,11796731,25000,0.013508
scaffold_5,11812534,11842456,11826596,25000,0.028192
scaffold_5,11842457,11873509,11857505,25000,0.022285
scaffold_5,11873510,11906282,11890922,25000,0.015815
scaffold_5,11906283,11969025,11939275,25000,0.010143
scaffold_5,11969026,11998039,11983344,25000,0.008687
scaffold_5,11998040,12089635,12014264,25000,0.024511
scaffold_5,12089754,12177978,12160124,25000,0.003637
scaffold_5,12177979,12203612,12190934,25000,0.00896
scaffold_5,12203613,12230907,12216914,25000,0.014773
scaffold_5,12230908,12262402,12245285,25000,0.015029
scaffold_5,12262403,12289714,12276228,25000,0.018758
scaffold_5,12289715,12335596,12313206,25000,0.016049
scaffold_5,12335597,12362062,12348833,25000,0.008309
scaffold_5,12362063,12390177,12376132,25000,0.01294
scaffold_5,12390178,12417880,12403921,25000,0.011652
scaffold_5,12417881,12465426,12445448,25000,0.013181
scaffold_5,12465427,12493277,12479189,25000,0.011257
scaffold_5,12493278,12541229,12516538,25000,0.013917
scaffold_5,12541230,12567506,12554543,25000,0.011962
scaffold_5,12567507,12602580,12584272,25000,0.013807
scaffold_5,12602581,12632868,12617588,25000,0.012625
scaffold_5,12632869,12658523,12645754,25000,0.011678
scaffold_5,12658524,12685229,12671779,25000,0.013024
scaffold_5,12685230,12743709,12712843,25000,0.015658
scaffold_5,12743710,12769600,12756916,25000,0.002739
scaffold_5,12769601,12795824,12782578,25000,0.011024
scaffold_5,12795825,12821579,12808549,25000,0.005633
scaffold_5,12821580,12847084,12834389,25000,0.006024
scaffold_5,12847085,12872925,12859975,25000,0.008814
scaffold_5,12872926,12900297,12886242,25000,0.003535
scaffold_5,12900298,12927641,12914337,25000,0.009867
scaffold_5,12927642,12960358,12943734,25000,0.012243
scaffold_5,12960359,12986936,12973370,25000,0.009292
scaffold_5,12986937,13015742,13002572,25000,0.009354
scaffold_5,13015743,13042558,13028944,25000,0.010904
scaffold_5,13042559,13069654,13056494,25000,0.007563
scaffold_5,13069655,13099489,13082750,25000,0.006242
scaffold_5,13099490,13125056,13112316,25000,0.011617
scaffold_5,13125057,13150901,13137937,25000,0.008114
scaffold_5,13150902,13176998,13163751,25000,0.01159
scaffold_5,13176999,13203950,13190666,25000,0.008924
scaffold_5,13203951,13229327,13216655,25000,0.004026
scaffold_5,13229328,13255744,13242854,25000,0.004896
scaffold_5,13255745,13281014,13268418,25000,0.004644
scaffold_5,13281015,13306382,13293634,25000,0.004041
scaffold_5,13306383,13333003,13319815,25000,0.007877
scaffold_5,13333004,13358396,13345717,25000,0.007102
scaffold_5,13358397,13383668,13371012,25000,0.006763
scaffold_5,13383669,13409471,13396604,25000,0.006355
scaffold_5,13409472,13435262,13422428,25000,0.005402
scaffold_5,13435263,13460514,13447835,25000,0.003762
scaffold_5,13460515,13486327,13473268,25000,0.005337
scaffold_5,13486328,13518890,13503149,25000,0.005169
scaffold_5,13518891,13547178,13533684,25000,0.00437
scaffold_5,13547179,13574856,13559951,25000,0.00275
scaffold_5,13574857,13601811,13588319,25000,0.00612
scaffold_5,13601812,13627267,13614435,25000,0.002266
scaffold_5,13627268,13652439,13639832,25000,0.00141
scaffold_5,13652440,13679047,13665557,25000,0.004304
scaffold_5,13679048,13707573,13693726,25000,0.003796
scaffold_5,13707574,13734997,13721151,25000,0.005651
scaffold_5,13734998,13769946,13757105,25000,0.002075
scaffold_5,13769947,13795658,13782883,25000,0.002703
scaffold_5,13795659,13833585,13813929,25000,0.004149
scaffold_5,13833586,13862571,13848740,25000,0.004377
scaffold_5,13862572,13888708,13875617,25000,0.001506
scaffold_6,4537,29907,17279,25000,0.001079
scaffold_6,29908,58336,44067,25000,0.001655
scaffold_6,58337,83471,70881,25000,0.002069
scaffold_6,83472,108555,96015,25000,0.001072
scaffold_6,108556,133589,121067,25000,0.001281
scaffold_6,133590,159525,146420,25000,0.002128
scaffold_6,159526,185171,172465,25000,0.00222
scaffold_6,185172,210451,197795,25000,0.001299
scaffold_6,210452,237935,224131,25000,0.002534
scaffold_6,237936,263112,250504,25000,0.002158
scaffold_6,263113,289198,276121,25000,0.001879
scaffold_6,289199,314316,301760,25000,0.001734
scaffold_6,314317,339702,327117,25000,0.003682
scaffold_6,339703,364760,352232,25000,0.001799
scaffold_6,364761,390091,377345,25000,0.00182
scaffold_6,390092,415360,402751,25000,0.00242
scaffold_6,415361,441359,428579,25000,0.002399
scaffold_6,441360,466505,453944,25000,0.001926
scaffold_6,466506,491651,479068,25000,0.001766
scaffold_6,491652,519009,504683,25000,0.002935
scaffold_6,519010,544053,531530,25000,0.001306
scaffold_6,544054,569093,556576,25000,0.001399
scaffold_6,569094,594426,581674,25000,0.001688
scaffold_6,594427,619801,607161,25000,0.001532
scaffold_6,619802,645413,632621,25000,0.002353
scaffold_6,645414,670505,657968,25000,0.001747
scaffold_6,670506,696148,683323,25000,0.001253
scaffold_6,696149,721280,708712,25000,0.00219
scaffold_6,721281,746375,733828,25000,0.002671
scaffold_6,746376,771699,759066,25000,0.003718
scaffold_6,771700,796921,784300,25000,0.003168
scaffold_6,796922,822321,809642,25000,0.003674
scaffold_6,822322,848812,835810,25000,0.003714
scaffold_6,848813,874311,861616,25000,0.006135
scaffold_6,874312,900328,887381,25000,0.00446
scaffold_6,900329,927146,913587,25000,0.003493
scaffold_6,927147,953047,939995,25000,0.004852
scaffold_6,953048,978311,965693,25000,0.004592
scaffold_6,978312,1016045,994686,25000,0.002507
scaffold_6,1016046,1041522,1028964,25000,0.004038
scaffold_6,1041523,1066565,1054044,25000,0.002502
scaffold_6,1066566,1091721,1079115,25000,0.002959
scaffold_6,1091722,1118183,1105082,25000,0.003805
scaffold_6,1118184,1143700,1130880,25000,0.003607
scaffold_6,1143701,1168892,1156287,25000,0.002151
scaffold_6,1168893,1195054,1181523,25000,0.004013
scaffold_6,1195055,1226268,1212053,25000,0.00416
scaffold_6,1226269,1257272,1240127,25000,0.002355
scaffold_6,1257273,1283083,1270304,25000,0.006581
scaffold_6,1283084,1309211,1295994,25000,0.008224
scaffold_6,1309212,1334659,1321868,25000,0.003203
scaffold_6,1334660,1361414,1347572,25000,0.003675
scaffold_6,1361415,1386939,1374334,25000,0.003188
scaffold_6,1386940,1412318,1399576,25000,0.004359
scaffold_6,1412319,1437745,1424976,25000,0.003478
scaffold_6,1437746,1464276,1450599,25000,0.002251
scaffold_6,1464277,1489534,1476852,25000,0.001463
scaffold_6,1489535,1536514,1521224,25000,0.001783
scaffold_6,1536515,1561848,1549212,25000,0.002498
scaffold_6,1561849,1587352,1574597,25000,0.00279
scaffold_6,1587353,1612643,1600032,25000,0.00274
scaffold_6,1612644,1637725,1625192,25000,0.001744
scaffold_6,1637726,1664325,1650771,25000,0.003249
scaffold_6,1664326,1689370,1676845,25000,0.001541
scaffold_6,1689371,1714469,1701924,25000,0.001681
scaffold_6,1714470,1739577,1727016,25000,0.002836
scaffold_6,1739578,1771456,1753607,25000,0.002939
scaffold_6,1771457,1796827,1784089,25000,0.003357
scaffold_6,1796828,1822292,1809565,25000,0.002765
scaffold_6,1822293,1847736,1835129,25000,0.00171
scaffold_6,1847737,1872801,1860261,25000,0.001493
scaffold_6,1872802,1898528,1885647,25000,0.003804
scaffold_6,1898529,1923731,1911111,25000,0.002663
scaffold_6,1923732,1952728,1937936,25000,0.005533
scaffold_6,1952729,1979296,1965929,25000,0.005254
scaffold_6,1979297,2004733,1992047,25000,0.003979
scaffold_6,2004734,2030316,2017486,25000,0.004243
scaffold_6,2030317,2055556,2042982,25000,0.002557
scaffold_6,2055557,2083228,2068457,25000,0.003382
scaffold_6,2083229,2109650,2096274,25000,0.00179
scaffold_6,2109651,2139334,2124112,25000,0.006102
scaffold_6,2139335,2174232,2154366,25000,0.006485
scaffold_6,2174233,2207139,2193250,25000,0.006504
scaffold_6,2207140,2239555,2225534,25000,0.003525
scaffold_6,2239556,2264984,2252363,25000,0.003251
scaffold_6,2264985,2290447,2277800,25000,0.004141
scaffold_6,2290448,2316559,2303384,25000,0.002692
scaffold_6,2316560,2342280,2329529,25000,0.003518
scaffold_6,2342281,2368954,2355488,25000,0.004475
scaffold_6,2368955,2395167,2381719,25000,0.005627
scaffold_6,2395168,2420705,2408071,25000,0.000633
scaffold_6,2420706,2446371,2433558,25000,0.005578
scaffold_6,2446372,2471994,2459136,25000,0.007587
scaffold_6,2471995,2497526,2484877,25000,0.003281
scaffold_6,2497527,2523298,2510495,25000,0.002494
scaffold_6,2523299,2548434,2535836,25000,0.001705
scaffold_6,2548435,2573666,2561078,25000,0.001757
scaffold_6,2573667,2599345,2586435,25000,0.002609
scaffold_6,2599346,2624427,2611892,25000,0.001616
scaffold_6,2624428,2649906,2637224,25000,0.004682
scaffold_6,2649907,2675113,2662530,25000,0.005182
scaffold_6,2675114,2700326,2687746,25000,0.001722
scaffold_6,2700327,2725419,2712890,25000,0.002007
scaffold_6,2725420,2759305,2742637,25000,0.002039
scaffold_6,2759306,2785965,2772530,25000,0.004352
scaffold_6,2785966,2811855,2799092,25000,0.003032
scaffold_6,2811856,2837170,2824488,25000,0.004051
scaffold_6,2837171,2863008,2850115,25000,0.004408
scaffold_6,2863009,2888427,2875784,25000,0.004303
scaffold_6,2888428,2913711,2901125,25000,0.002325
scaffold_6,2913712,2939264,2926347,25000,0.002667
scaffold_6,2939265,2964693,2951911,25000,0.00412
scaffold_6,2964694,2990837,2977877,25000,0.005314
scaffold_6,2990838,3016296,3003628,25000,0.002681
scaffold_6,3016297,3041786,3029127,25000,0.002596
scaffold_6,3041787,3067970,3054754,25000,0.003108
scaffold_6,3067971,3093101,3080545,25000,0.003027
scaffold_6,3093102,3118647,3105897,25000,0.002246
scaffold_6,3118648,3144049,3131392,25000,0.002854
scaffold_6,3144050,3169915,3157165,25000,0.005196
scaffold_6,3169916,3195299,3182640,25000,0.004051
scaffold_6,3195300,3220999,3208072,25000,0.005026
scaffold_6,3221000,3246235,3233611,25000,0.002201
scaffold_6,3246236,3271875,3259164,25000,0.006041
scaffold_6,3271876,3297349,3284601,25000,0.005935
scaffold_6,3297350,3322775,3310018,25000,0.002989
scaffold_6,3322776,3350071,3335665,25000,0.005357
scaffold_6,3350072,3380483,3367598,25000,0.005162
scaffold_6,3380484,3425207,3396643,25000,0.003479
scaffold_6,3425208,3452082,3438817,25000,0.005522
scaffold_6,3452083,3478157,3465212,25000,0.002933
scaffold_6,3478158,3503749,3491061,25000,0.009707
scaffold_6,3503750,3528996,3516375,25000,0.002842
scaffold_6,3528997,3554681,3541974,25000,0.003163
scaffold_6,3554682,3580235,3567528,25000,0.005408
scaffold_6,3580236,3605332,3592796,25000,0.002684
scaffold_6,3605333,3630718,3618120,25000,0.003913
scaffold_6,3630719,3656007,3643371,25000,0.003411
scaffold_6,3656008,3681245,3668655,25000,0.002947
scaffold_6,3681246,3706733,3693892,25000,0.001518
scaffold_6,3706734,3732130,3719446,25000,0.005973
scaffold_6,3732131,3758208,3745295,25000,0.002363
scaffold_6,3758209,3784593,3771653,25000,0.004523
scaffold_6,3784594,3810472,3797451,25000,0.003402
scaffold_6,3810473,3839937,3825122,25000,0.004008
scaffold_6,3839938,3865673,3852674,25000,0.003785
scaffold_6,3865674,3891193,3878505,25000,0.003523
scaffold_6,3891194,3916561,3903784,25000,0.00341
scaffold_6,3916562,3942006,3929408,25000,0.00485
scaffold_6,3942007,3967559,3954881,25000,0.004939
scaffold_6,3967560,3992919,3980336,25000,0.002567
scaffold_6,3992920,4018426,4005779,25000,0.002144
scaffold_6,4018427,4043584,4031036,25000,0.001881
scaffold_6,4043585,4068676,4056116,25000,0.00273
scaffold_6,4068677,4093817,4081262,25000,0.002635
scaffold_6,4093818,4119144,4106448,25000,0.003576
scaffold_6,4119145,4144795,4131982,25000,0.004226
scaffold_6,4144796,4170432,4157823,25000,0.003137
scaffold_6,4170433,4195544,4182996,25000,0.002798
scaffold_6,4195545,4224039,4210807,25000,0.001912
scaffold_6,4224040,4249114,4236579,25000,0.001735
scaffold_6,4249115,4274187,4261651,25000,0.001577
scaffold_6,4274188,4299942,4286744,25000,0.001192
scaffold_6,4299943,4327482,4312947,25000,0.004336
scaffold_6,4327483,4353524,4340643,25000,0.004075
scaffold_6,4353525,4385792,4373014,25000,0.00384
scaffold_6,4385793,4415386,4400562,25000,0.00522
scaffold_6,4415387,4440522,4427966,25000,0.001535
scaffold_6,4440523,4468076,4454070,25000,0.003406
scaffold_6,4468077,4493372,4480700,25000,0.00579
scaffold_6,4493373,4518710,4506056,25000,0.00394
scaffold_6,4518711,4543887,4531274,25000,0.002617
scaffold_6,4543888,4569607,4556645,25000,0.002644
scaffold_6,4569608,4594892,4582231,25000,0.003629
scaffold_6,4594893,4620751,4607559,25000,0.003189
scaffold_6,4620752,4658238,4634730,25000,0.00477
scaffold_6,4658239,4694712,4678397,25000,0.005312
scaffold_6,4694713,4720316,4707556,25000,0.005358
scaffold_6,4720317,4745569,4732906,25000,0.003586
scaffold_6,4745570,4771536,4758832,25000,0.003186
scaffold_6,4771537,4797537,4784749,25000,0.005077
scaffold_6,4797538,4823132,4810225,25000,0.004749
scaffold_6,4823133,4853005,4838443,25000,0.004851
scaffold_6,4853006,4885966,4869110,25000,0.003536
scaffold_6,4885967,4911231,4898654,25000,0.005088
scaffold_6,4911232,4938449,4925047,25000,0.004252
scaffold_6,4938450,4964185,4951374,25000,0.006272
scaffold_6,4964186,5001956,4977051,25000,0.004286
scaffold_6,5001957,5030098,5016164,25000,0.005308
scaffold_6,5030099,5055285,5042698,25000,0.00294
scaffold_6,5055286,5104878,5073419,25000,0.003747
scaffold_6,5104879,5130432,5117684,25000,0.005317
scaffold_6,5130433,5155744,5143134,25000,0.004993
scaffold_6,5155745,5180977,5168390,25000,0.005653
scaffold_6,5180978,5206446,5193610,25000,0.003385
scaffold_6,5206447,5232189,5219420,25000,0.005509
scaffold_6,5232190,5257242,5244724,25000,0.001628
scaffold_6,5257243,5288302,5272226,25000,0.001501
scaffold_6,5288303,5313858,5301153,25000,0.004814
scaffold_6,5313859,5339105,5326480,25000,0.005847
scaffold_6,5339106,5364852,5351904,25000,0.004551
scaffold_6,5364853,5390352,5377603,25000,0.005062
scaffold_6,5390353,5416256,5403432,25000,0.01208
scaffold_6,5416257,5442033,5429252,25000,0.011191
scaffold_6,5442034,5468130,5455324,25000,0.00442
scaffold_6,5468131,5493284,5480714,25000,0.003811
scaffold_6,5493285,5518562,5505910,25000,0.00425
scaffold_6,5518563,5543742,5531203,25000,0.003824
scaffold_6,5543743,5569177,5556370,25000,0.004522
scaffold_6,5569178,5594614,5581815,25000,0.00298
scaffold_6,5594615,5619746,5607171,25000,0.004151
scaffold_6,5619747,5654143,5634256,25000,0.004705
scaffold_6,5654144,5679849,5666983,25000,0.005332
scaffold_6,5679850,5705343,5692652,25000,0.006993
scaffold_6,5705344,5735307,5719579,25000,0.005055
scaffold_6,5735308,5760744,5747972,25000,0.003408
scaffold_6,5760745,5786883,5773818,25000,0.006312
scaffold_6,5786884,5812731,5799622,25000,0.00609
scaffold_6,5812732,5842578,5827314,25000,0.006869
scaffold_6,5842579,5874698,5857929,25000,0.00739
scaffold_6,5874699,5902557,5888743,25000,0.00516
scaffold_6,5902558,5930577,5915968,25000,0.00999
scaffold_6,5930578,5959614,5945186,25000,0.010623
scaffold_6,5959615,5986353,5973429,25000,0.004199
scaffold_6,5986354,6012205,5999170,25000,0.005638
scaffold_6,6012206,6037934,6024930,25000,0.007156
scaffold_6,6037935,6064743,6051412,25000,0.008905
scaffold_6,6064744,6103111,6085920,25000,0.010767
