scaffold,start,end,mid,sites,pi_Sms
scaffold_5,5781697,5809283,5795319,25000,0.008496
scaffold_5,5809284,5838146,5823311,25000,0.013817
scaffold_5,5838147,5865036,5851157,25000,0.006721
scaffold_5,5865038,5894479,5880650,25000,0.012545
scaffold_5,5894480,5931360,5910090,25000,0.012816
scaffold_5,5931361,5960108,5945856,25000,0.013039
scaffold_5,5960109,5990909,5974249,25000,0.012333
scaffold_5,5990910,6021527,6005589,25000,0.016063
scaffold_5,6021528,6051008,6036493,25000,0.017821
scaffold_5,6051009,6144549,6101235,25000,0.018527
scaffold_5,6144550,6177198,6160540,25000,0.032307
scaffold_5,6177200,6223210,6197577,25000,0.011602
scaffold_5,6223211,6249892,6236903,25000,0.005193
scaffold_5,6249893,6298727,6266368,25000,0.020374
scaffold_5,6298728,6341772,6318220,25000,0.023733
scaffold_5,6341773,6378974,6359200,25000,0.013223
scaffold_5,6378975,6453943,6405675,25000,0.014659
scaffold_5,6453944,6501365,6475731,25000,0.009957
scaffold_5,6501366,6533914,6515863,25000,0.018297
scaffold_5,6533915,6565145,6549227,25000,0.010192
scaffold_5,6565146,6608292,6589383,25000,0.006778
scaffold_5,6608293,6657380,6637560,25000,0.011714
scaffold_5,6657381,6683748,6670328,25000,0.005394
scaffold_5,6683752,6734389,6704239,25000,0.014803
scaffold_5,6734390,6762206,6747302,25000,0.010864
scaffold_5,6762207,6788111,6775126,25000,0.010424
scaffold_5,6788112,6815706,6802194,25000,0.010259
scaffold_5,6815707,6845054,6830581,25000,0.010038
scaffold_5,6845055,6901727,6872996,25000,0.02105
scaffold_5,6901728,6936602,6920957,25000,0.016483
scaffold_5,6936603,6965261,6951191,25000,0.007476
scaffold_5,6965262,6991130,6978105,25000,0.00559
scaffold_5,6991131,7017473,7004568,25000,0.007017
scaffold_5,7017474,7045971,7031083,25000,0.010335
scaffold_5,7045972,7072607,7059354,25000,0.010739
scaffold_5,7072608,7100625,7086527,25000,0.018429
scaffold_5,7100626,7130141,7116390,25000,0.014231
scaffold_5,7130142,7171017,7151056,25000,0.015637
scaffold_5,7171018,7200173,7184037,25000,0.00679
scaffold_5,7200175,7233498,7218797,25000,0.014502
scaffold_5,7233499,7263536,7247449,25000,0.009375
scaffold_5,7263537,7290832,7277091,25000,0.015728
scaffold_5,7290833,7317380,7304303,25000,0.013896
scaffold_5,7317381,7347809,7333278,25000,0.003726
scaffold_5,7347810,7441929,7376191,25000,0.011742
scaffold_5,7441930,7482181,7462539,25000,0.015545
scaffold_5,7482182,7516848,7500391,25000,0.014996
scaffold_5,7516849,7553746,7534159,25000,0.015424
scaffold_5,7553747,7585381,7569830,25000,0.022453
scaffold_5,7585393,7626324,7608856,25000,0.009989
scaffold_5,7626325,7679852,7640817,25000,0.01226
scaffold_5,7679853,7774632,7724942,25000,0.017173
scaffold_5,7774633,7851826,7823073,25000,0.021767
scaffold_5,7851827,7878722,7865117,25000,0.008878
scaffold_5,7878723,7906663,7893635,25000,0.010356
scaffold_5,7906664,8012430,7951816,25000,0.00876
scaffold_5,8012431,8120560,8055625,25000,0.018456
scaffold_5,8120561,8150001,8134711,25000,0.005137
scaffold_5,8150002,8199549,8178412,25000,0.010408
scaffold_5,8199550,8239231,8216332,25000,0.016505
scaffold_5,8239232,8265754,8252743,25000,0.018071
scaffold_5,8265755,8307322,8289767,25000,0.012035
scaffold_5,8307323,8332646,8319946,25000,0.005619
scaffold_5,8332647,8361178,8346937,25000,0.0122
scaffold_5,8361179,8388696,8374991,25000,0.01865
scaffold_5,8388697,8416847,8402149,25000,0.007917
scaffold_5,8416848,8480934,8444244,25000,0.028952
scaffold_5,8480935,8508287,8495215,25000,0.013726
scaffold_5,8508288,8549898,8526470,25000,0.014233
scaffold_5,8549899,8593443,8575521,25000,0.020064
scaffold_5,8593444,8636516,8613885,25000,0.019327
scaffold_5,8636517,8668078,8654196,25000,0.011703
scaffold_5,8668079,8708651,8688255,25000,0.015749
scaffold_5,8708652,8792082,8769199,25000,0.013732
scaffold_5,8792083,8826344,8808232,25000,0.019402
scaffold_5,8826345,8855264,8840886,25000,0.018728
scaffold_5,8855265,8925588,8884493,25000,0.00956
scaffold_5,8925589,8960443,8942301,25000,0.013679
scaffold_5,8960444,8992315,8978453,25000,0.012085
scaffold_5,8992316,9022591,9006840,25000,0.01435
scaffold_5,9022592,9060168,9038486,25000,0.007095
scaffold_5,9060169,9095222,9076072,25000,0.011978
scaffold_5,9095223,9149877,9123203,25000,0.022605
scaffold_5,9149878,9178170,9164609,25000,0.00995
scaffold_5,9178171,9217074,9195575,25000,0.013839
scaffold_5,9217075,9254065,9236744,25000,0.015838
scaffold_5,9254066,9284055,9269438,25000,0.008937
scaffold_5,9284056,9320509,9300544,25000,0.007553
scaffold_5,9320511,9353261,9334489,25000,0.00872
scaffold_5,9353262,9379662,9366795,25000,0.00753
scaffold_5,9379663,9405082,9392458,25000,0.004561
scaffold_5,9405083,9443350,9422395,25000,0.003179
scaffold_5,9443351,9481792,9463263,25000,0.002789
scaffold_5,9481793,9519266,9497197,25000,0.008937
scaffold_5,9519267,9562770,9546946,25000,0.016409
scaffold_5,9562771,9592940,9576057,25000,0.009153
scaffold_5,9592941,9632219,9614923,25000,0.012729
scaffold_5,9632220,9678736,9657544,25000,0.016332
scaffold_5,9678737,9707735,9692905,25000,0.007199
scaffold_5,9707736,9734060,9720813,25000,0.00452
scaffold_5,9734061,9796661,9764862,25000,0.016449
scaffold_5,9796662,9853274,9819987,25000,0.02055
scaffold_5,9853275,9922320,9900042,25000,0.016579
scaffold_5,9922321,10028803,10005588,25000,0.006436
scaffold_5,10028804,10071672,10048573,25000,0.018261
scaffold_5,10071674,10152380,10115577,25000,0.017974
scaffold_5,10152381,10198730,10180012,25000,0.005776
scaffold_5,10198731,10223810,10211273,25000,0.00175
scaffold_5,10223811,10249102,10236563,25000,0.00157
scaffold_5,10249103,10301137,10274624,25000,0.013324
scaffold_5,10301138,10331671,10317573,25000,0.007501
scaffold_5,10331672,10364318,10349469,25000,0.015873
scaffold_5,10364319,10405632,10379129,25000,0.006241
scaffold_5,10405633,10432903,10418971,25000,0.015795
scaffold_5,10432904,10459891,10446440,25000,0.006935
scaffold_5,10459892,10487227,10473096,25000,0.004216
scaffold_5,10487228,10515642,10501616,25000,0.011297
scaffold_5,10515643,10542344,10529105,25000,0.00793
scaffold_5,10542345,10592965,10577530,25000,0.010178
scaffold_5,10592966,10622229,10606940,25000,0.015826
scaffold_5,10622230,10649043,10635677,25000,0.014011
scaffold_5,10649044,10675789,10662408,25000,0.010106
scaffold_5,10675790,10703238,10689347,25000,0.008332
scaffold_5,10703239,10731326,10717185,25000,0.009497
scaffold_5,10731327,10757850,10744526,25000,0.009018
scaffold_5,10757851,10783486,10770607,25000,0.002395
scaffold_5,10783487,10809611,10796517,25000,0.010561
scaffold_5,10809612,10842324,10825414,25000,0.011171
scaffold_5,10842325,10871510,10857151,25000,0.005297
scaffold_5,10871511,10900611,10887128,25000,0.014743
scaffold_5,10900612,10932324,10914695,25000,0.004393
scaffold_5,10932325,10961898,10946941,25000,0.007123
scaffold_5,10961899,10993225,10976493,25000,0.005063
scaffold_5,10993226,11018950,11006118,25000,0.001427
scaffold_5,11018951,11044977,11032046,25000,0.007306
scaffold_5,11044978,11081869,11065542,25000,0.014673
scaffold_5,11081870,11108713,11095188,25000,0.010182
scaffold_5,11108714,11134883,11121942,25000,0.009802
scaffold_5,11134884,11160990,11147666,25000,0.005422
scaffold_5,11160991,11191513,11175205,25000,0.012699
scaffold_5,11191514,11217513,11204543,25000,0.005527
scaffold_5,11217514,11244610,11230872,25000,0.019822
scaffold_5,11244611,11272332,11258489,25000,0.01429
scaffold_5,11272333,11347061,11296969,25000,0.008158
scaffold_5,11347062,11381009,11363168,25000,0.02535
scaffold_5,11381010,11481383,11427365,25000,0.027446
scaffold_5,11481384,11528280,11499296,25000,0.01798
scaffold_5,11528281,11599124,11562192,25000,0.02166
scaffold_5,11599125,11661719,11630473,25000,0.024385
scaffold_5,11661720,11698637,11682370,25000,0.022293
scaffold_5,11698638,11732695,11715656,25000,0.018203
scaffold_5,11732696,11779961,11758605,25000,0.012239
scaffold_5,11779962,11894585,11823520,25000,0.023996
scaffold_5,11894586,12026049,11944476,25000,0.026253
scaffold_5,12026050,12212589,12132623,25000,0.029031
scaffold_5,12212590,12329880,12269614,25000,0.01064
scaffold_5,12329881,12358441,12343844,25000,0.026907
scaffold_5,12358442,12399926,12384340,25000,0.012448
scaffold_5,12399927,12434126,12418121,25000,0.013415
scaffold_5,12434128,12461000,12447298,25000,0.008783
scaffold_5,12461001,12489999,12475112,25000,0.004505
scaffold_5,12490000,12535603,12512777,25000,0.002584
scaffold_5,12535604,12561540,12548529,25000,0.009949
scaffold_5,12561542,12595150,12580673,25000,0.014113
scaffold_5,12595151,12621690,12608503,25000,0.006025
scaffold_5,12621691,12655139,12637634,25000,0.003681
scaffold_5,12655140,12693320,12669244,25000,0.012578
scaffold_5,12693321,12729167,12711109,25000,0.019113
scaffold_5,12729168,12759563,12745941,25000,0.015093
scaffold_5,12759564,12790215,12774805,25000,0.024588
scaffold_5,12790216,12817764,12803705,25000,0.00764
scaffold_5,12817765,12845872,12831898,25000,0.015941
scaffold_5,12845873,12873320,12859400,25000,0.013144
scaffold_5,12873321,12904626,12891008,25000,0.013018
scaffold_5,12904627,12934490,12919268,25000,0.009735
scaffold_5,12934491,12968508,12953221,25000,0.012664
scaffold_5,12968509,13003653,12986880,25000,0.015531
scaffold_5,13003654,13039248,13023014,25000,0.015421
scaffold_5,13039249,13071838,13052662,25000,0.014015
scaffold_5,13071839,13098319,13084959,25000,0.019822
scaffold_5,13098320,13127719,13114015,25000,0.020166
scaffold_5,13127720,13178421,13156727,25000,0.033993
scaffold_5,13178422,13272292,13229714,25000,0.019345
scaffold_5,13272293,13363024,13336753,25000,0.029113
scaffold_5,13363025,13411729,13382884,25000,0.032567
scaffold_5,13411730,13475555,13447801,25000,0.022906
scaffold_5,13475556,13518645,13494240,25000,0.020148
scaffold_5,13518646,13574407,13552789,25000,0.013142
scaffold_5,13574408,13606344,13591638,25000,0.015326
scaffold_5,13606345,13696993,13663494,25000,0.013169
scaffold_5,13696994,13731633,13714372,25000,0.011452
scaffold_5,13731634,13757770,13744765,25000,0.012444
scaffold_5,13757771,13787234,13772124,25000,0.009907
scaffold_5,13787235,13819621,13804561,25000,0.016232
scaffold_5,13819622,13848609,13834051,25000,0.010264
scaffold_5,13848610,13876739,13862045,25000,0.012875
scaffold_5,13876740,13906193,13890960,25000,0.015878
scaffold_5,13906194,13936091,13921749,25000,0.012982
scaffold_5,13936094,13962280,13949160,25000,0.005346
scaffold_5,13962281,14020683,13990205,25000,0.016829
scaffold_5,14020684,14080201,14041607,25000,0.015525
scaffold_5,14080202,14110651,14093797,25000,0.00459
scaffold_5,14110652,14169375,14130466,25000,0.012432
scaffold_5,14169376,14198704,14183480,25000,0.00655
scaffold_5,14198705,14228574,14212691,25000,0.015296
scaffold_5,14228575,14304122,14261715,25000,0.010189
scaffold_5,14304123,14349629,14334472,25000,0.004451
scaffold_5,14349630,14391621,14374172,25000,0.017062
scaffold_5,14391622,14420012,14405728,25000,0.00752
scaffold_5,14420013,14448672,14434187,25000,0.013421
scaffold_5,14448673,14477606,14464574,25000,0.009891
scaffold_5,14477607,14508611,14492594,25000,0.009561
scaffold_5,14508612,14569045,14540245,25000,0.013784
scaffold_5,14569046,14629662,14599715,25000,0.012165
scaffold_5,14629663,14660678,14645261,25000,0.019592
scaffold_5,14660679,14690018,14675988,25000,0.014724
scaffold_5,14690019,14743209,14706680,25000,0.018329
scaffold_5,14743210,14818289,14802498,25000,0.015219
scaffold_5,14818290,14903085,14869952,25000,0.010831
scaffold_5,14903086,14938094,14919467,25000,0.015785
scaffold_5,14938095,14969411,14955246,25000,0.020654
scaffold_5,14969412,14996018,14982667,25000,0.010601
scaffold_5,14996019,15028205,15011673,25000,0.00709
scaffold_5,15028206,15060626,15043539,25000,0.008553
scaffold_5,15060627,15091257,15075073,25000,0.009726
scaffold_5,15091258,15118126,15104392,25000,0.006429
scaffold_5,15118127,15144487,15131213,25000,0.010291
scaffold_5,15144488,15171411,15157973,25000,0.008849
scaffold_5,15171412,15198904,15185370,25000,0.008908
scaffold_5,15198905,15227661,15213584,25000,0.012034
scaffold_5,15227662,15263510,15246716,25000,0.006627
scaffold_5,15263511,15299906,15282001,25000,0.009751
scaffold_5,15299907,15331524,15314511,25000,0.011895
scaffold_5,15331525,15366389,15349552,25000,0.016108
scaffold_5,15366390,15393398,15379809,25000,0.010286
scaffold_5,15393399,15423768,15408043,25000,0.010525
scaffold_5,15423769,15452659,15438155,25000,0.006261
scaffold_5,15452660,15480515,15466685,25000,0.00637
scaffold_5,15480589,15506057,15493324,25000,0.006945
scaffold_5,15506058,15532292,15519326,25000,0.004459
scaffold_5,15532293,15581912,15564841,25000,0.008203
scaffold_5,15581915,15615397,15598406,25000,0.010594
scaffold_5,15615398,15649999,15631400,25000,0.003785
scaffold_5,15650000,15677332,15663112,25000,0.007309
scaffold_5,15677333,15705230,15691630,25000,0.004889
scaffold_5,15705231,15733382,15719998,25000,0.002929
scaffold_5,15733383,15759999,15746771,25000,0.00708
scaffold_5,15760000,15786332,15773133,25000,0.00602
scaffold_5,15786333,15814009,15800079,25000,0.005521
scaffold_5,15814010,15840894,15827936,25000,0.008289
scaffold_5,15840895,15873280,15858036,25000,0.005088
scaffold_5,15873281,15899319,15886480,25000,0.003928
scaffold_5,15899320,15924708,15912057,25000,0.004321
scaffold_5,15924709,15952281,15938165,25000,0.005563
scaffold_5,15952282,15978325,15965510,25000,0.003623
scaffold_5,15978326,16003545,15990961,25000,0.003958
scaffold_5,16003546,16028888,16016201,25000,0.001143
scaffold_5,16028889,16054113,16041509,25000,0.002705
scaffold_5,16054114,16080570,16067102,25000,0.003053
scaffold_5,16080571,16106625,16093395,25000,0.002748
scaffold_5,16106626,16132903,16119802,25000,0.001302
scaffold_5,16132904,16158551,16145808,25000,0.002204
scaffold_5,16158552,16184017,16171274,25000,0.002736
scaffold_5,16184018,16209929,16196936,25000,0.002119
scaffold_5,16209930,16235411,16222620,25000,0.003586
scaffold_5,16235412,16262176,16249018,25000,0.004224
scaffold_5,16262177,16290596,16276905,25000,0.010888
scaffold_5,16290597,16317312,16304066,25000,0.007311
scaffold_5,16317313,16353923,16330875,25000,0.009714
scaffold_5,16353924,16392132,16367835,25000,0.003168
scaffold_5,16392133,16436027,16418178,25000,0.011522
scaffold_5,16436028,16463285,16449879,25000,0.008126
scaffold_5,16463286,16489933,16476509,25000,0.007129
scaffold_5,16489934,16515754,16502930,25000,0.010214
scaffold_5,16515755,16541777,16528840,25000,0.00631
scaffold_5,16541778,16569127,16555928,25000,0.00673
scaffold_5,16569128,16595179,16582073,25000,0.008314
scaffold_5,16595180,16621254,16608308,25000,0.008735
scaffold_5,16621255,16647467,16634285,25000,0.006863
scaffold_5,16647468,16679999,16665314,25000,0.009866
scaffold_5,16680000,16706710,16693468,25000,0.009514
scaffold_5,16706711,16736754,16723156,25000,0.010306
scaffold_5,16736755,16762490,16749496,25000,0.00637
scaffold_5,16762491,16788377,16775369,25000,0.004478
scaffold_5,16788378,16820451,16802775,25000,0.006658
scaffold_5,16820452,16847398,16834127,25000,0.005704
scaffold_5,16847399,16873524,16860341,25000,0.004575
scaffold_5,16873525,16900174,16886616,25000,0.004143
scaffold_5,16900175,16927914,16914544,25000,0.00526
scaffold_5,16927915,16953652,16940859,25000,0.004615
scaffold_5,16953653,16986062,16967855,25000,0.005987
scaffold_5,16986063,17011422,16998723,25000,0.007857
scaffold_5,17011423,17037440,17024123,25000,0.006462
scaffold_5,17037441,17064121,17050751,25000,0.011908
scaffold_5,17064122,17090101,17077215,25000,0.008196
scaffold_5,17090102,17116363,17103474,25000,0.006956
scaffold_5,17116364,17142523,17129427,25000,0.007178
scaffold_5,17142524,17170483,17155815,25000,0.007721
scaffold_5,17170484,17201663,17188380,25000,0.004718
scaffold_5,17201664,17227557,17214528,25000,0.006436
scaffold_5,17227558,17253417,17240359,25000,0.004398
scaffold_5,17253418,17279460,17266308,25000,0.007863
scaffold_5,17279461,17312937,17295459,25000,0.01033
scaffold_5,17312938,17341383,17327272,25000,0.007815
scaffold_5,17341384,17367696,17354584,25000,0.004805
scaffold_5,17367697,17393726,17380522,25000,0.003961
scaffold_5,17393727,17429732,17411770,25000,0.010885
scaffold_5,17429733,17455547,17442564,25000,0.005451
scaffold_5,17455548,17480989,17468282,25000,0.00348
scaffold_5,17480990,17509003,17495166,25000,0.006648
scaffold_5,17509004,17535620,17522506,25000,0.006877
scaffold_5,17535621,17561823,17548736,25000,0.006783
scaffold_5,17561824,17590271,17576066,25000,0.006188
scaffold_5,17590272,17620217,17604986,25000,0.005419
scaffold_5,17620218,17648439,17634013,25000,0.007935
scaffold_5,17648440,17675699,17662188,25000,0.00536
scaffold_5,17675700,17717783,17700284,25000,0.006671
scaffold_5,17717784,17748739,17734287,25000,0.015113
scaffold_5,17748740,17782803,17768858,25000,0.009231
scaffold_5,17782804,17818764,17799962,25000,0.006764
scaffold_5,17818765,17846546,17831994,25000,0.016347
scaffold_5,17846547,17876748,17861525,25000,0.01192
scaffold_5,17876749,17915240,17892354,25000,0.020936
scaffold_5,17915241,18001950,17937017,25000,0.010525
scaffold_5,18001951,18027134,18014516,25000,0.002039
scaffold_5,18027135,18063807,18048989,25000,0.011145
scaffold_5,18063808,18090242,18077167,25000,0.007119
scaffold_5,18090243,18116368,18103249,25000,0.003899
scaffold_5,18116369,18143327,18130364,25000,0.007789
scaffold_5,18143328,18173394,18158840,25000,0.008337
scaffold_5,18173395,18236872,18212902,25000,0.010158
scaffold_5,18236873,18272995,18252236,25000,0.016044
scaffold_5,18272996,18411442,18351437,25000,0.011407
scaffold_5,18411443,18469409,18442447,25000,0.010546
scaffold_5,18469410,18498573,18484615,25000,0.006213
scaffold_5,18498574,18524929,18511803,25000,0.003862
scaffold_5,18524930,18572418,18551628,25000,0.003346
scaffold_5,18572419,18601150,18586111,25000,0.004385
scaffold_5,18601151,18653860,18614873,25000,0.003227
scaffold_5,18653861,18682217,18669433,25000,0.005614
scaffold_5,18682218,18753048,18705537,25000,0.009223
scaffold_5,18753049,18779271,18766140,25000,0.013184
scaffold_5,18779272,18804775,18792071,25000,0.009308
scaffold_5,18804776,18836226,18821083,25000,0.006263
scaffold_5,18836227,18861938,18849030,25000,0.004705
scaffold_5,18861939,18889070,18875418,25000,0.005911
scaffold_5,18889071,18915813,18902081,25000,0.007202
scaffold_5,18915814,18941539,18928657,25000,0.004523
scaffold_5,18941540,18968395,18954824,25000,0.006924
scaffold_5,18968396,18999709,18984400,25000,0.002873
scaffold_5,18999710,19025562,19012695,25000,0.004199
scaffold_5,19025563,19132176,19064065,25000,0.006888
scaffold_5,19132177,19158521,19145087,25000,0.003107
scaffold_5,19158522,19186123,19171547,25000,0.000841
scaffold_5,19186125,19214664,19200978,25000,0.002719
scaffold_5,19214665,19240888,19227716,25000,0.005247
scaffold_5,19240890,19295676,19272164,25000,0.007837
scaffold_5,19295677,19334573,19313490,25000,0.014004
scaffold_5,19334574,19425217,19390954,25000,0.004645
scaffold_5,19425218,19456254,19441108,25000,0.009571
scaffold_5,19456255,19489179,19470470,25000,0.008859
scaffold_5,19489180,19514377,19501776,25000,0.003894
scaffold_5,19514378,19540393,19527277,25000,0.004632
scaffold_5,19540394,19566866,19553413,25000,0.008791
scaffold_5,19566867,19592520,19579729,25000,0.009892
scaffold_5,19592521,19620111,19605912,25000,0.002655
scaffold_5,19620112,19647259,19633789,25000,0.005156
scaffold_5,19647260,19672826,19660045,25000,0.007285
scaffold_5,19672827,19701005,19687915,25000,0.003973
scaffold_5,19701006,19727310,19713993,25000,0.005496
scaffold_5,19727311,19754311,19741291,25000,0.010334
scaffold_5,19754312,19780406,19767528,25000,0.003114
scaffold_5,19780407,19807780,19794646,25000,0.006292
scaffold_5,19807781,19833060,19820411,25000,0.003518
scaffold_5,19833061,19860398,19846522,25000,0.004276
scaffold_5,19860399,19893757,19874173,25000,0.007248
scaffold_5,19893758,19933872,19909516,25000,0.011145
scaffold_5,19933873,19961061,19947165,25000,0.012492
scaffold_5,19961062,19987897,19974780,25000,0.01222
scaffold_5,19987898,20023706,20004145,25000,0.007145
scaffold_5,20023707,20072614,20050056,25000,0.009714
scaffold_5,20072615,20100001,20086226,25000,0.012191
scaffold_5,20100002,20127667,20113332,25000,0.017336
scaffold_5,20127668,20153121,20140340,25000,0.002042
scaffold_5,20153122,20186550,20169970,25000,0.014799
scaffold_5,20186551,20225127,20207129,25000,0.007378
scaffold_5,20225128,20261228,20243073,25000,0.025508
scaffold_5,20261229,20287799,20274738,25000,0.007481
scaffold_5,20287800,20330551,20307777,25000,0.012909
scaffold_5,20330552,20362342,20347637,25000,0.006331
scaffold_5,20362343,20391135,20376497,25000,0.028827
scaffold_5,20391136,20420265,20405357,25000,0.011633
scaffold_5,20420268,20453635,20434982,25000,0.012641
scaffold_5,20453636,20479473,20466426,25000,0.004635
scaffold_5,20479474,20505076,20492206,25000,0.011106
scaffold_5,20505077,20531305,20518037,25000,0.010851
scaffold_5,20531306,20558447,20544312,25000,0.00343
scaffold_5,20558448,20592567,20573245,25000,0.013675
scaffold_5,20592568,20624885,20608187,25000,0.008336
scaffold_5,20624886,20677878,20656554,25000,0.009592
scaffold_5,20677883,20704936,20690886,25000,0.012765
scaffold_5,20704937,20733035,20719734,25000,0.01455
scaffold_5,20733036,20760290,20746794,25000,0.010617
scaffold_5,20760291,20790478,20775600,25000,0.009879
scaffold_5,20790479,20816975,20803616,25000,0.007156
scaffold_5,20816976,20849405,20832566,25000,0.023595
scaffold_5,20849406,20877127,20863006,25000,0.008864
scaffold_5,20877128,20905850,20891786,25000,0.010345
scaffold_5,20905851,20939098,20921415,25000,0.009178
scaffold_5,20939099,20969007,20955344,25000,0.008921
scaffold_5,20969008,20996197,20982595,25000,0.011526
scaffold_5,20996198,21027266,21011403,25000,0.015305
scaffold_5,21027267,21054528,21041071,25000,0.015319
scaffold_5,21054529,21082270,21068054,25000,0.003759
scaffold_5,21082271,21129384,21108527,25000,0.010969
scaffold_5,21129385,21167725,21149428,25000,0.011107
scaffold_5,21167726,21201383,21183461,25000,0.012195
scaffold_5,21201384,21250594,21221947,25000,0.010063
scaffold_5,21250595,21312124,21282619,25000,0.01408
scaffold_5,21312125,21342249,21326844,25000,0.011561
scaffold_5,21342250,21374436,21357759,25000,0.020156
scaffold_5,21374437,21431217,21408031,25000,0.018071
scaffold_5,21431218,21458744,21444600,25000,0.007081
scaffold_5,21458745,21487961,21474479,25000,0.006001
scaffold_5,21487962,21515202,21501340,25000,0.006814
scaffold_5,21515203,21545404,21530873,25000,0.007215
scaffold_5,21545405,21572534,21558941,25000,0.018247
scaffold_5,21572535,21602599,21585444,25000,0.00504
scaffold_5,21602600,21639871,21625367,25000,0.003357
scaffold_5,21639872,21667357,21654004,25000,0.024156
scaffold_5,21667358,21692775,21680080,25000,0.00303
scaffold_5,21692776,21724806,21707361,25000,0.003121
scaffold_5,21724807,21751750,21738092,25000,0.002551
scaffold_5,21751751,21780383,21765793,25000,0.006859
scaffold_5,21780384,21806525,21793273,25000,0.006919
scaffold_5,21806526,21832769,21819433,25000,0.006325
scaffold_5,21832770,21860431,21847295,25000,0.006444
scaffold_5,21860432,21886643,21873486,25000,0.004598
scaffold_5,21886644,21912580,21899703,25000,0.005479
scaffold_5,21912584,21938204,21925370,25000,0.007066
scaffold_5,21938205,21964897,21951247,25000,0.00763
scaffold_5,21964898,21993685,21979853,25000,0.004982
scaffold_5,21993686,22019024,22006372,25000,0.001056
scaffold_5,22019025,22059557,22037000,25000,0.004162
scaffold_5,22059558,22086622,22073109,25000,0.002854
scaffold_5,22086623,22112342,22099357,25000,0.005623
scaffold_5,22112343,22137553,22124992,25000,0.00496
scaffold_5,22137554,22163697,22150723,25000,0.00296
scaffold_5,22163698,22189288,22176396,25000,0.002498
scaffold_5,22189289,22215374,22202404,25000,0.004516
scaffold_5,22215375,22240968,22228221,25000,0.003989
scaffold_5,22240969,22268180,22254409,25000,0.005825
scaffold_5,22268181,22298362,22281566,25000,0.005427
scaffold_5,22298363,22332717,22316562,25000,0.008718
scaffold_5,22332718,22364655,22348085,25000,0.005765
scaffold_5,22364656,22390099,22377355,25000,0.007543
scaffold_5,22390100,22420429,22404195,25000,0.005682
scaffold_5,22420430,22450474,22435745,25000,0.004827
scaffold_5,22450475,22476543,22463394,25000,0.00458
scaffold_5,22476544,22503491,22490244,25000,0.004279
scaffold_5,22503492,22533282,22517192,25000,0.008409
scaffold_5,22533283,22559638,22546827,25000,0.006252
scaffold_5,22559639,22585485,22572697,25000,0.006019
scaffold_5,22585486,22611991,22598888,25000,0.0083
scaffold_5,22611992,22639371,22626029,25000,0.006602
scaffold_5,22639372,22704688,22678381,25000,0.012841
scaffold_5,22704689,22736426,22721555,25000,0.014205
scaffold_5,22736427,22770059,22753149,25000,0.011397
scaffold_5,22770060,22801770,22787750,25000,0.008179
scaffold_5,22801771,22829149,22815143,25000,0.010379
scaffold_5,22829150,22855854,22842052,25000,0.008651
scaffold_5,22855855,22881291,22868665,25000,0.009512
scaffold_5,22881292,22951192,22905018,25000,0.009386
scaffold_5,22951193,22981450,22966689,25000,0.006662
scaffold_5,22981451,23009808,22994756,25000,0.006922
scaffold_5,23009809,23037319,23023750,25000,0.007926
scaffold_5,23037320,23072134,23055545,25000,0.002678
scaffold_5,23072135,23104518,23087635,25000,0.004582
scaffold_5,23104519,23150849,23131004,25000,0.012107
scaffold_5,23150850,23185508,23171344,25000,0.01341
scaffold_5,23185509,23211406,23198499,25000,0.01071
scaffold_5,23211407,23237943,23224513,25000,0.006532
scaffold_5,23237944,23276476,23256886,25000,0.013498
scaffold_5,23276477,23314815,23294181,25000,0.007832
scaffold_5,23314816,23345751,23329819,25000,0.014275
scaffold_5,23345752,23371702,23358763,25000,0.008307
scaffold_5,23371703,23416253,23391163,25000,0.003354
scaffold_5,23416254,23448302,23433304,25000,0.010257
scaffold_5,23448303,23483350,23469624,25000,0.008099
scaffold_5,23483351,23512922,23497780,25000,0.012159
scaffold_5,23512923,23543088,23529477,25000,0.008962
scaffold_5,23543089,23577383,23561248,25000,0.009471
scaffold_5,23577384,23605309,23590615,25000,0.010431
scaffold_5,23605311,23653385,23639010,25000,0.006428
scaffold_5,23653386,23682971,23667245,25000,0.006464
scaffold_5,23682972,23710524,23696839,25000,0.003915
scaffold_5,23710525,23739492,23725599,25000,0.006242
scaffold_5,23739493,23764683,23752064,25000,0.002043
scaffold_5,23764684,23789919,23777314,25000,0.00195
scaffold_5,23789920,23815017,23802469,25000,0.00385
scaffold_5,23815018,23840927,23827995,25000,0.002352
scaffold_5,23840928,23866468,23853581,25000,0.001892
scaffold_5,23866469,23891854,23879134,25000,0.003298
scaffold_5,23891855,23917699,23904933,25000,0.005247
scaffold_5,23917700,23943238,23930451,25000,0.002909
scaffold_5,23943239,23976356,23961723,25000,0.005511
scaffold_5,23976357,24017357,23998679,25000,0.009938
scaffold_5,24017358,24063894,24044655,25000,0.003659
scaffold_5,24063895,24091432,24077864,25000,0.001301
scaffold_5,24091434,24110715,24101148,18664,0.007917
scaffold_6,3677,39238,25117,25000,0.012575
scaffold_6,39239,88485,70301,25000,0.011848
scaffold_6,88486,134767,102882,25000,0.00664
scaffold_6,134768,171762,153851,25000,0.015098
scaffold_6,171763,208019,191196,25000,0.006963
scaffold_6,208020,255840,229431,25000,0.020475
scaffold_6,255841,451815,372373,25000,0.016288
scaffold_6,451816,523598,494942,25000,0.007158
