scaffold,start,end,mid,sites,pi_Hga
chr3,26157234,26492142,26390767,25000,0.015066
chr3,26492143,26555913,26529513,25000,0.019927
chr3,26555914,26591238,26572446,25000,0.014289
chr3,26591239,26625550,26605341,25000,0.00773
chr3,26625551,26669128,26653436,25000,0.008569
chr3,26669129,26723783,26691770,25000,0.005757
chr3,26723784,26798465,26762632,25000,0.004177
chr3,26798468,26874809,26832928,25000,0.012525
chr3,26874810,26923537,26893338,25000,0.011614
chr3,26923538,27244319,27030172,25000,0.018576
chr3,27244320,27299024,27263385,25000,0.009
chr3,27299025,27351034,27334202,25000,0.011418
chr3,27351035,27385138,27368471,25000,0.010274
chr3,27385139,27433340,27417495,25000,0.012558
chr3,27433341,27463571,27448628,25000,0.014249
chr3,27463572,27531136,27502412,25000,0.020355
chr3,27531137,27567847,27548474,25000,0.015771
chr3,27567848,27596403,27581644,25000,0.009011
chr3,27596404,27625934,27610841,25000,0.011446
chr3,27625935,27676111,27653303,25000,0.014635
chr3,27676112,27748168,27719181,25000,0.01342
chr3,27748169,27787970,27767359,25000,0.009928
chr3,27787971,27847369,27824329,25000,0.00455
chr3,27847370,27881195,27864465,25000,0.013028
chr3,27881196,27936859,27903171,25000,0.019156
chr3,27936860,27980145,27963081,25000,0.01976
chr3,27980146,28016528,27996779,25000,0.010918
chr3,28016529,28065801,28042885,25000,0.001674
chr3,28065802,28093318,28080449,25000,0.00438
chr3,28093319,28121083,28106618,25000,0.013133
chr3,28121084,28148681,28134749,25000,0.007158
chr3,28148682,28173783,28161246,25000,0.002536
chr3,28173784,28199701,28186725,25000,0.003625
chr3,28199702,28225615,28212643,25000,0.003983
chr3,28225616,28251754,28238934,25000,0.003512
chr3,28251755,28286451,28266917,25000,0.008175
chr3,28286452,28339173,28309195,25000,0.010006
chr3,28339174,28365539,28352456,25000,0.008357
chr3,28365540,28393733,28379026,25000,0.010183
chr3,28393736,28420754,28406446,25000,0.004509
chr3,28420755,28448030,28434247,25000,0.01269
chr3,28448031,28507545,28469113,25000,0.017905
chr3,28507546,28534203,28520871,25000,0.01122
chr3,28534204,28559602,28546964,25000,0.004
chr3,28559603,28586261,28573480,25000,0.004871
chr3,28586263,28613922,28599641,25000,0.002867
chr3,28613923,28639303,28626610,25000,0.004096
chr3,28639304,28693087,28661794,25000,0.004769
chr3,28693088,28721465,28706960,25000,0.007227
chr3,28721466,28755698,28739915,25000,0.010272
chr3,28755699,28783867,28770210,25000,0.006584
chr3,28783868,28809651,28796889,25000,0.011881
chr3,28809652,28835321,28822572,25000,0.004601
chr3,28835322,28860912,28847997,25000,0.000896
chr3,28860913,28892254,28877794,25000,0.008189
chr3,28892255,28932607,28912938,25000,0.00686
chr3,28932609,28959592,28945735,25000,0.003821
chr3,28959593,28988135,28973424,25000,0.009489
chr3,28988136,29016359,29002410,25000,0.006502
chr3,29016360,29043018,29029606,25000,0.0044
chr3,29043019,29082949,29059947,25000,0.01079
chr3,29082950,29148695,29108316,25000,0.009619
chr3,29148696,29290563,29227277,25000,0.002959
chr3,29290564,29331912,29306922,25000,0.007225
chr3,29331913,29359718,29345373,25000,0.007947
chr3,29359719,29389967,29374779,25000,0.009962
chr3,29389968,29433497,29409304,25000,0.011341
chr3,29433498,29460053,29446588,25000,0.006683
chr3,29460054,29511706,29476951,25000,0.008839
chr3,29511707,29538133,29524884,25000,0.002191
chr3,29538134,29566845,29551916,25000,0.001058
chr3,29566846,29623387,29592374,25000,0.005264
chr3,29623388,29671672,29643953,25000,0.001911
chr3,29671673,29710159,29694480,25000,0.007767
chr3,29710160,29735321,29722784,25000,0.001726
chr3,29735322,29790593,29766064,25000,0.001802
chr3,29790594,29817318,29804069,25000,0.000793
chr3,29817319,29842407,29829862,25000,0.000666
chr3,29842408,29868078,29855071,25000,0.003784
chr3,29868079,29893169,29880611,25000,0.001383
chr3,29893170,29919431,29906161,25000,0.002586
chr3,29919432,29956550,29937796,25000,0.008715
chr3,29956551,29987074,29973777,25000,0.010677
chr3,29987075,30014348,30000770,25000,0.007986
chr3,30014349,30040776,30027909,25000,0.008144
chr3,30040777,30106765,30062862,25000,0.004768
chr3,30106766,30134617,30120879,25000,0.009814
chr3,30134618,30191655,30160968,25000,0.004667
chr3,30191656,30225929,30205612,25000,0.008169
chr3,30225930,30263407,30248348,25000,0.007774
chr3,30263408,30292912,30277887,25000,0.004458
chr3,30292913,30328519,30311402,25000,0.01091
chr3,30328520,30445227,30356132,25000,0.014433
chr3,30445228,30477266,30461854,25000,0.018232
chr3,30477267,30566289,30525712,25000,0.012261
chr3,30566290,30592524,30579407,25000,0.005241
chr3,30592525,30620360,30605552,25000,0.005497
chr3,30620361,30679833,30649777,25000,0.017145
chr3,30679834,30725817,30704349,25000,0.012895
chr3,30725818,30782862,30756688,25000,0.01863
chr3,30782863,30808889,30795840,25000,0.007611
chr3,30808890,30839284,30822955,25000,0.009029
chr3,30839285,30876738,30855184,25000,0.006439
chr3,30876739,30908896,30893880,25000,0.009127
chr3,30908897,30956839,30931414,25000,0.009189
chr3,30956840,30993977,30975784,25000,0.025973
chr3,30993978,31040556,31015616,25000,0.010707
chr3,31040557,31077261,31057058,25000,0.00771
chr3,31077262,31108655,31091991,25000,0.011718
chr3,31108656,31136143,31122900,25000,0.009136
chr3,31136144,31166949,31152224,25000,0.009138
chr3,31166950,31194014,31180445,25000,0.014089
chr3,31194015,31221102,31207736,25000,0.006194
chr3,31221103,31256966,31236958,25000,0.017192
chr3,31256967,31301495,31278237,25000,0.016314
chr3,31301496,31329955,31315499,25000,0.007306
chr3,31329956,31359156,31344574,25000,0.013883
chr3,31359157,31389137,31373560,25000,0.012208
chr3,31389138,31442400,31418495,25000,0.021183
chr3,31442401,31503223,31470552,25000,0.009709
chr3,31503224,31536071,31518923,25000,0.013484
chr3,31536072,31562803,31549769,25000,0.007635
chr3,31562804,31605525,31579668,25000,0.002176
chr3,31605526,31633297,31620268,25000,0.008502
chr3,31633298,31661025,31646775,25000,0.003541
chr3,31661026,31691548,31675131,25000,0.010935
chr3,31691549,31795838,31746602,25000,0.024277
chr3,31795839,31877308,31830079,25000,0.011266
chr3,31877309,31943820,31915198,25000,0.008352
chr3,31943821,31982785,31962912,25000,0.007113
chr3,31982786,32022315,32000825,25000,0.010017
chr3,32022316,32047909,32035160,25000,0.004316
chr3,32047910,32082107,32065515,25000,0.009566
chr3,32082108,32118063,32099643,25000,0.006608
chr3,32118064,32143501,32130690,25000,0.003378
chr3,32143502,32200756,32163007,25000,0.008429
chr3,32200757,32250350,32229055,25000,0.015593
chr3,32250351,32278367,32264935,25000,0.011966
chr3,32278368,32309502,32294647,25000,0.009602
chr3,32309503,32337953,32323334,25000,0.01634
chr3,32337955,32368581,32353647,25000,0.013051
chr3,32368582,32397162,32382998,25000,0.012488
chr3,32397163,32422927,32410085,25000,0.00865
chr3,32422928,32448973,32436186,25000,0.006496
chr3,32448974,32481189,32462918,25000,0.006486
chr3,32481190,32539193,32513170,25000,0.012215
chr3,32539196,32590264,32565669,25000,0.015086
chr3,32590265,32644511,32613930,25000,0.013381
chr3,32644512,32670591,32657440,25000,0.010493
chr3,32670592,32702417,32685541,25000,0.010239
chr3,32702418,32731856,32717510,25000,0.016102
chr3,32731857,32780121,32750947,25000,0.01125
chr3,32780122,32808751,32793869,25000,0.007713
chr3,32808752,32835410,32822497,25000,0.010734
chr3,32835411,32861236,32848443,25000,0.007924
chr3,32861237,32886781,32873951,25000,0.003539
chr3,32886782,32913373,32900082,25000,0.001898
chr3,32913374,32942981,32926699,25000,0.00283
chr3,32942982,32975547,32961885,25000,0.004397
chr3,32975548,33000681,32988087,25000,0.002387
chr3,33000683,33037628,33019226,25000,0.009243
chr3,33037629,33067825,33051599,25000,0.007423
chr3,33067826,33122417,33099919,25000,0.008017
chr3,33122418,33149850,33135199,25000,0.002293
chr3,33149851,33261801,33176859,25000,0.012495
chr3,33261802,33348953,33317548,25000,0.009309
chr3,33348954,33375809,33362632,25000,0.007696
chr3,33375810,33403513,33389842,25000,0.01453
chr3,33403514,33429371,33416361,25000,0.005794
chr3,33429372,33454715,33442034,25000,0.003137
chr3,33454716,33507740,33485790,25000,0.006319
chr3,33507741,33586790,33548020,25000,0.0174
chr3,33586791,33626985,33610824,25000,0.008369
chr3,33626986,33653105,33640392,25000,0.012821
chr3,33653106,33680515,33666467,25000,0.009895
chr3,33680516,33708364,33694632,25000,0.009205
chr3,33708365,33767148,33729628,25000,0.006639
chr3,33767149,33805980,33781645,25000,0.009923
chr3,33805981,33876559,33820974,25000,0.016567
chr3,33876560,33917922,33897600,25000,0.010059
chr3,33917923,33944875,33931497,25000,0.011638
chr3,33944876,34000264,33961228,25000,0.01984
chr3,34000265,34027176,34013773,25000,0.006705
chr3,34027178,34053117,34040314,25000,0.005214
chr3,34053118,34084367,34071093,25000,0.01042
chr3,34084368,34110255,34097088,25000,0.008546
chr3,34110256,34139420,34124328,25000,0.01105
chr3,34139421,34167964,34153826,25000,0.005389
chr3,34167965,34217067,34185302,25000,0.012755
chr3,34217068,34243389,34230364,25000,0.012767
chr3,34243390,34270166,34256507,25000,0.006682
chr3,34270167,34313774,34288665,25000,0.011134
chr3,34313775,34342488,34327743,25000,0.014427
chr3,34342489,34368404,34355400,25000,0.004016
chr3,34368405,34396206,34382005,25000,0.00203
chr3,34396207,34425069,34410806,25000,0.0038
chr3,34425070,34451364,34438388,25000,0.003091
chr3,34451365,34478176,34464897,25000,0.003862
chr3,34478177,34546536,34509194,25000,0.015145
chr3,34546537,34579682,34563815,25000,0.010633
chr3,34579683,34607244,34593407,25000,0.008561
chr3,34607245,34660841,34627300,25000,0.002093
chr3,34660842,34687461,34673985,25000,0.009304
chr3,34687462,34728525,34709954,25000,0.009455
chr3,34728526,34795553,34759058,25000,0.013526
chr3,34795554,34836245,34815100,25000,0.0094
chr3,34836246,34892755,34855483,25000,0.014904
chr3,34892756,34923518,34907352,25000,0.008242
chr3,34923519,34951256,34937510,25000,0.014996
chr3,34951257,34978367,34965335,25000,0.005175
chr3,34978368,35004764,34991424,25000,0.01225
chr3,35004765,35127506,35058428,25000,0.013935
chr3,35127507,35175252,35155777,25000,0.015632
chr3,35175253,35218030,35201803,25000,0.013609
chr3,35218031,35260069,35239210,25000,0.011456
chr3,35260070,35307741,35291362,25000,0.0108
chr3,35307742,35358990,35333983,25000,0.014884
chr3,35358991,35393198,35374827,25000,0.011439
chr3,35393199,35424704,35408004,25000,0.013049
chr3,35424705,35457418,35439513,25000,0.016643
chr3,35457419,35489631,35474244,25000,0.008445
chr3,35489632,35548396,35509533,25000,0.008272
chr3,35548397,35582372,35565325,25000,0.009899
chr3,35582373,35612007,35597206,25000,0.010594
chr3,35612008,35639693,35625926,25000,0.010661
chr3,35639694,35671232,35653735,25000,0.012583
chr3,35671233,35703710,35688173,25000,0.00966
chr3,35703711,35812703,35721341,25000,0.008834
chr3,35812704,35848407,35831838,25000,0.008239
chr3,35848408,35878511,35862838,25000,0.005672
chr3,35878512,35913667,35894074,25000,0.005709
chr3,35913668,35939820,35927054,25000,0.002029
chr3,35939821,35972334,35953795,25000,0.002535
chr3,35972335,36013293,35988283,25000,0.005894
chr3,36013296,36048188,36033598,25000,0.00495
chr3,36048189,36074362,36061333,25000,0.006288
chr3,36074363,36145412,36093705,25000,0.004386
chr3,36145413,36184402,36166259,25000,0.00532
chr3,36184403,36209805,36197074,25000,0.00613
chr3,36209806,36240161,36225847,25000,0.00417
chr3,36240162,36269291,36255068,25000,0.003223
chr3,36269292,36295648,36282706,25000,0.002551
chr3,36295649,36323456,36309465,25000,0.006356
chr3,36323457,36356156,36339796,25000,0.008324
chr3,36356157,36386280,36371038,25000,0.013873
chr3,36386281,36427688,36409993,25000,0.01333
chr3,36427689,36459742,36443128,25000,0.01099
chr3,36459743,36491436,36475741,25000,0.011391
chr3,36491437,36520988,36505437,25000,0.008608
chr3,36520989,36552507,36536955,25000,0.007548
chr3,36552508,36634520,36589593,25000,0.01352
chr3,36634521,36668793,36650834,25000,0.011529
chr3,36668794,36697438,36682950,25000,0.012663
chr3,36697439,36758225,36736010,25000,0.015306
chr3,36758226,36796444,36775370,25000,0.016175
chr3,36796445,36823007,36809602,25000,0.017633
chr3,36823008,36849064,36836059,25000,0.004602
chr3,36849065,36889076,36868996,25000,0.009831
chr3,36889077,36920839,36903465,25000,0.013144
chr3,36920840,36956682,36941764,25000,0.013252
chr3,36956683,36991391,36970691,25000,0.011734
chr3,36991392,37035839,37017028,25000,0.011673
chr3,37035840,37072934,37058891,25000,0.00568
chr3,37072935,37101469,37087554,25000,0.009649
chr3,37101470,37126887,37114149,25000,0.003164
chr3,37126888,37169716,37145493,25000,0.007735
chr3,37169717,37255303,37208365,25000,0.010475
chr3,37255304,37298412,37282688,25000,0.001421
chr3,37298413,37324315,37311370,25000,0.006835
chr3,37324316,37351826,37337916,25000,0.018371
chr3,37351827,37410617,37365745,25000,0.005566
chr3,37410618,37436436,37423490,25000,0.002346
chr3,37436437,37463153,37450070,25000,0.002823
chr3,37463154,37494813,37481627,25000,0.013434
chr3,37494814,37523108,37508434,25000,0.009232
chr3,37523109,37548200,37535667,25000,0.003871
chr3,37548201,37573671,37561040,25000,0.002428
chr3,37573672,37620804,37598208,25000,0.010407
chr3,37620805,37647017,37633771,25000,0.003381
chr3,37647018,37692553,37669181,25000,0.008
chr3,37692554,37718099,37705347,25000,0.003603
chr3,37718100,37744947,37731323,25000,0.008995
chr3,37744948,37773335,37759126,25000,0.008932
chr3,37773336,37805222,37789853,25000,0.006305
chr3,37805223,37837647,37822490,25000,0.008278
chr3,37837648,37896467,37858783,25000,0.011917
chr3,37896468,37925259,37911346,25000,0.01231
chr3,37925260,37971141,37955877,25000,0.007031
chr3,37971142,37999459,37985791,25000,0.0037
chr3,37999460,38026827,38013062,25000,0.012059
chr3,38026828,38061884,38045642,25000,0.009841
chr3,38061885,38090605,38076018,25000,0.008051
chr3,38090606,38128455,38110301,25000,0.011611
chr3,38128456,38156087,38142415,25000,0.013308
chr3,38156088,38185113,38170080,25000,0.007869
chr3,38185114,38218661,38199958,25000,0.001443
chr3,38218662,38256670,38239097,25000,0.00465
chr3,38256671,38284680,38270321,25000,0.00539
chr3,38284681,38310028,38297427,25000,0.003899
chr3,38310029,38335810,38322815,25000,0.002415
chr3,38335811,38363931,38349103,25000,0.010178
chr3,38363932,38397196,38378439,25000,0.008192
chr3,38397197,38426932,38413022,25000,0.011159
chr3,38426933,38465638,38447416,25000,0.013324
chr3,38465639,38509279,38486988,25000,0.010433
chr3,38509280,38546129,38526156,25000,0.005264
chr3,38546130,38572631,38559283,25000,0.006765
chr3,38572632,38598753,38585756,25000,0.013586
chr3,38598754,38630031,38613927,25000,0.00416
chr3,38630032,38697580,38667293,25000,0.009075
chr3,38697581,38762713,38737547,25000,0.015256
chr3,38762714,38799433,38783928,25000,0.012023
chr3,38799434,38825972,38812778,25000,0.00343
chr3,38825973,38852565,38839324,25000,0.007887
chr3,38852566,38897570,38871725,25000,0.005374
chr3,38897571,38938549,38918802,25000,0.016427
chr3,38938550,38990342,38965410,25000,0.010008
chr3,38990343,39021341,39005682,25000,0.010162
chr3,39021342,39087898,39056594,25000,0.010551
chr3,39087899,39120863,39104875,25000,0.012133
chr3,39120864,39158828,39138222,25000,0.013927
chr3,39158829,39186349,39171967,25000,0.004501
chr3,39186350,39213951,39199791,25000,0.007353
chr3,39213952,39268087,39246674,25000,0.010422
chr3,39268088,39302003,39286241,25000,0.00558
chr3,39302004,39333603,39317130,25000,0.005558
chr3,39333604,39367310,39348644,25000,0.007286
chr3,39367311,39398018,39381677,25000,0.008665
chr3,39398019,39446085,39418033,25000,0.01148
chr3,39446086,39475942,39460705,25000,0.010828
chr3,39475943,39503862,39489786,25000,0.01158
chr3,39503863,39536227,39518177,25000,0.00837
chr3,39536228,39576991,39555800,25000,0.012831
chr3,39576992,39697572,39609640,25000,0.013607
chr3,39697573,39728051,39713494,25000,0.011097
chr3,39728052,39759600,39744849,25000,0.008843
chr3,39759601,39787442,39772607,25000,0.005018
chr3,39787443,39823375,39804251,25000,0.012157
chr3,39823376,39861981,39838773,25000,0.010384
chr3,39861982,39929885,39903732,25000,0.015475
chr3,39929886,39977457,39954647,25000,0.0092
chr3,39977458,40017346,39999418,25000,0.016152
chr3,40017347,40048022,40033253,25000,0.018074
chr3,40048023,40099362,40070260,25000,0.018471
chr3,40099363,40133327,40117275,25000,0.017025
chr3,40133328,40159837,40146473,25000,0.006532
chr3,40159838,40197077,40181557,25000,0.019485
chr3,40197078,40224163,40210513,25000,0.007976
chr3,40224164,40320901,40259899,25000,0.015556
chr3,40320902,40352801,40337760,25000,0.009507
chr3,40352802,40381497,40366320,25000,0.014542
chr3,40381498,40432817,40401154,25000,0.017258
chr3,40432818,40644368,40517982,25000,0.014923
chr3,40644369,40735598,40680350,25000,0.012084
chr3,40735599,40783302,40759357,25000,0.014422
chr3,40783303,40813589,40798667,25000,0.019904
chr3,40813590,40861920,40839645,25000,0.014874
chr3,40861921,40905590,40884798,25000,0.021816
chr3,40905591,40953675,40939465,25000,0.002506
chr3,40953676,41006099,40975700,25000,0.008642
chr3,41006106,41054929,41029517,25000,0.016054
chr3,41054930,41135165,41108755,25000,0.013868
chr3,41135166,41165777,41149892,25000,0.009004
chr3,41165778,41192544,41179559,25000,0.004058
chr3,41192545,41220125,41206253,25000,0.016591
chr3,41220126,41245221,41232684,25000,0.001163
chr3,41245222,41271239,41258075,25000,0.011388
chr3,41271240,41297525,41284571,25000,0.00569
chr3,41297526,41323899,41310778,25000,0.01451
chr3,41323900,41355909,41340547,25000,0.001848
chr3,41355910,41382853,41369367,25000,0.002791
chr3,41382854,41408060,41395433,25000,0.002391
chr3,41408061,41439411,41421623,25000,0.001184
chr3,41439412,41493107,41458708,25000,0.00368
chr3,41493108,41544456,41509563,25000,0.012005
chr3,41544457,41602909,41567000,25000,0.010423
chr3,41602910,41629899,41616263,25000,0.010533
chr3,41629900,41655909,41642641,25000,0.004173
chr3,41655910,42102434,41812477,25000,0.007143
chr3,42102435,42195587,42129371,25000,0.005846
chr3,42195588,42221483,42208600,25000,0.005154
chr3,42221484,42249019,42234737,25000,0.007411
chr3,42249020,42279522,42264322,25000,0.011356
chr3,42279523,42304789,42292165,25000,0.002273
chr3,42304790,42352622,42320150,25000,0.004981
chr3,42352623,42433780,42381160,25000,0.008134
chr3,42433781,42599621,42569032,25000,0.008966
chr3,42599622,42702044,42636227,25000,0.015977
chr3,42702045,42729917,42715396,25000,0.008268
chr3,42729918,42800657,42782572,25000,0.011372
chr3,42800658,42826707,42813517,25000,0.003818
chr3,42826708,42854630,42840424,25000,0.004131
chr3,42854631,42900839,42883469,25000,0.003295
chr3,42900840,42928060,42914899,25000,0.006395
chr3,42928061,42960322,42945450,25000,0.00103
chr3,42960323,42985379,42972854,25000,0.001565
chr3,42985380,43011410,42998252,25000,0.013601
chr3,43011411,43041258,43027056,25000,0.008224
chr3,43041259,43067906,43054554,25000,0.002569
chr3,43067907,43095641,43082125,25000,0.002057
chr3,43095642,43121030,43108233,25000,0.001828
chr3,43121031,43147008,43134035,25000,0.000695
chr3,43147009,43175619,43160894,25000,0.001365
chr3,43175621,43200885,43188303,25000,0.00205
chr3,43200886,43226097,43213538,25000,0.000711
chr3,43226098,43268953,43244510,25000,0.007436
chr3,43268954,43315543,43284712,25000,0.004359
chr3,43315544,43381999,43367381,25000,0.001628
chr3,43382000,43411058,43395496,25000,0.001327
chr3,43411059,43437597,43424104,25000,0.000898
chr3,43437598,43463119,43450395,25000,0.001293
chr3,43463120,43490218,43476575,25000,0.002122
chr3,43490219,43515364,43502796,25000,0.00387
chr3,43515365,43540485,43527903,25000,0.001864
chr3,43540486,43603063,43574512,25000,0.006642
chr3,43603064,43628646,43615840,25000,0.007155
chr3,43628647,43654797,43641404,25000,0.003926
chr3,43654798,43685035,43670796,25000,0.012683
chr3,43685036,43728869,43702833,25000,0.0178
chr3,43728870,43757443,43743224,25000,0.014249
chr3,43757444,43798729,43777313,25000,0.010662
chr3,43798730,43830679,43817119,25000,0.007597
chr3,43830680,43861812,43846672,25000,0.014738
chr3,43861813,43909115,43889171,25000,0.024293
chr3,43909116,43946143,43926105,25000,0.013716
chr3,43946144,44025723,43993723,25000,0.005382
chr3,44025724,44056028,44041446,25000,0.011541
chr3,44056029,44085644,44071220,25000,0.017125
chr3,44085645,44115650,44101405,25000,0.006484
chr3,44115651,44143412,44129323,25000,0.012899
chr3,44143413,44169908,44156818,25000,0.009474
chr3,44169909,44200101,44184561,25000,0.011857
chr3,44200102,44227422,44213783,25000,0.012245
chr3,44227423,44274979,44252351,25000,0.003806
chr3,44274980,44311500,44292581,25000,0.018737
chr3,44311501,44362833,44336324,25000,0.017142
chr3,44362834,44393263,44378157,25000,0.015897
chr3,44393264,44425986,44410019,25000,0.013876
chr3,44425987,44457101,44442268,25000,0.016884
chr3,44457102,44486960,44471317,25000,0.013006
chr3,44486961,44518937,44503329,25000,0.021852
chr3,44518938,44552593,44536618,25000,0.015529
chr3,44552594,44613787,44584744,25000,0.019057
chr3,44613788,44640451,44627332,25000,0.00941
chr3,44640452,44673104,44654586,25000,0.015171
chr3,44673105,44728208,44706645,25000,0.015851
chr3,44728209,44755668,44741369,25000,0.011324
chr3,44755669,44795037,44772438,25000,0.010046
chr3,44795038,44830735,44813254,25000,0.009799
chr3,44830736,44877789,44856022,25000,0.011379
chr3,44877790,44907766,44892420,25000,0.014826
chr3,44907767,44940803,44925526,25000,0.015894
chr3,44940804,45035932,44977648,25000,0.01476
chr3,45035933,45068206,45052690,25000,0.015789
chr3,45068207,45100251,45085486,25000,0.011946
chr3,45100252,45167924,45122007,25000,0.023171
chr3,45167925,45221250,45192267,25000,0.01534
chr3,45221251,45260569,45239822,25000,0.012075
chr3,45260570,45306273,45286719,25000,0.016022
chr3,45306274,45354938,45332894,25000,0.010107
chr3,45354939,45391072,45372788,25000,0.00699
chr3,45391073,45426824,45407963,25000,0.013615
chr3,45426825,45495220,45457052,25000,0.005046
chr3,45495221,45525665,45510608,25000,0.010954
chr3,45525666,45559502,45541172,25000,0.015729
chr3,45559503,45604878,45583771,25000,0.013804
chr3,45604879,45641190,45625522,25000,0.012788
chr3,45641191,45696229,45667623,25000,0.010366
chr3,45696230,45727648,45711743,25000,0.01078
chr3,45727649,45759016,45743914,25000,0.011028
chr3,45759017,45809722,45774986,25000,0.011981
chr3,45809723,45852814,45834927,25000,0.011541
chr3,45852815,45893074,45875243,25000,0.017575
chr3,45893075,45957801,45931578,25000,0.018535
chr3,45957802,45992546,45973948,25000,0.02003
chr3,45992547,46056629,46017217,25000,0.018689
chr3,46056630,46179075,46139529,25000,0.014965
chr3,46179076,46209890,46194119,25000,0.013019
chr3,46209891,46239122,46224882,25000,0.013709
chr3,46239123,46270427,46254623,25000,0.015906
chr3,46270428,46297665,46283772,25000,0.006515
chr3,46297666,46333411,46314057,25000,0.013826
chr3,46333412,46426168,46375971,25000,0.015494
chr3,46426169,46458582,46444909,25000,0.013115
chr3,46458583,46546635,46501976,25000,0.009722
chr3,46546636,46611140,46580402,25000,0.019282
chr3,46611141,46649233,46629358,25000,0.017389
chr3,46649234,46680480,46664426,25000,0.016509
chr3,46680481,46718877,46698747,25000,0.012396
chr3,46718878,46750906,46732956,25000,0.010365
chr3,46750907,46782282,46766047,25000,0.010581
chr3,46782283,46808783,46795095,25000,0.004311
chr3,46808784,46836851,46822704,25000,0.01046
chr3,46836852,46891128,46864310,25000,0.012228
chr3,46891129,46928335,46907096,25000,0.008294
chr3,46928336,46964724,46945774,25000,0.008657
chr3,46964725,46993881,46978401,25000,0.010062
chr3,46993882,47031829,47011574,25000,0.010471
chr3,47031830,47062167,47046081,25000,0.006999
chr3,47062168,47093665,47078383,25000,0.009948
chr3,47093666,47123442,47107968,25000,0.012063
chr3,47123443,47173164,47143209,25000,0.012524
chr3,47173165,47207487,47189257,25000,0.009463
chr3,47207488,47235989,47221499,25000,0.009713
chr3,47235990,47297015,47259686,25000,0.01101
chr3,47297016,47329457,47313657,25000,0.007226
chr3,47329458,47365865,47348152,25000,0.007872
chr3,47365866,47400022,47381998,25000,0.00933
chr3,47400023,47429399,47415174,25000,0.00759
chr3,47429401,47460469,47444482,25000,0.00882
chr3,47460470,47490529,47475132,25000,0.008741
chr3,47490530,47517728,47503811,25000,0.008077
chr3,47517729,47547505,47532333,25000,0.007606
chr3,47547506,47578049,47563668,25000,0.01053
chr3,47578050,47608022,47594041,25000,0.007024
chr3,47608023,47634736,47621240,25000,0.005746
chr3,47634737,47660278,47647524,25000,0.000869
chr3,47660279,47691625,47675698,25000,0.006375
chr3,47691626,47726635,47708457,25000,0.009243
chr3,47726636,47756744,47740872,25000,0.007968
chr3,47756745,47783726,47770598,25000,0.006473
chr3,47783727,47811113,47797460,25000,0.002657
chr3,47811114,47840615,47824823,25000,0.003395
chr3,47840616,47873086,47857241,25000,0.005089
chr3,47873087,47898996,47886007,25000,0.005337
chr3,47898997,47924859,47911813,25000,0.004295
chr3,47924860,47962962,47945439,25000,0.008423
chr3,47962963,47989609,47976584,25000,0.003861
chr3,47989610,48017600,48003977,25000,0.005332
chr3,48017601,48061143,48034180,25000,0.013051
chr3,48061144,48088128,48074891,25000,0.006065
chr3,48088129,48117461,48101872,25000,0.008907
chr3,48117462,48149382,48133780,25000,0.009193
chr3,48149383,48177440,48163242,25000,0.008069
chr3,48177441,48211541,48191462,25000,0.005944
chr3,48211542,48247922,48226871,25000,0.008006
chr3,48247923,48274335,48261132,25000,0.007205
chr3,48274336,48301516,48287714,25000,0.008616
chr3,48301517,48328749,48314885,25000,0.008024
chr3,48328750,48376264,48357688,25000,0.011084
chr3,48376265,48420769,48398749,25000,0.012442
chr3,48420770,48463691,48443976,25000,0.011176
chr3,48463692,48502701,48480492,25000,0.009588
chr3,48502702,48530464,48516705,25000,0.006752
chr3,48530465,48559018,48545235,25000,0.005076
chr3,48559019,48594726,48577652,25000,0.003971
chr3,48594727,48624119,48609180,25000,0.006033
chr3,48624120,48651774,48638133,25000,0.007368
chr3,48651775,48683873,48667681,25000,0.006635
chr3,48683874,48719025,48698778,25000,0.007613
chr3,48719026,48751646,48736595,25000,0.009098
chr3,48751647,48777929,48764574,25000,0.005641
chr3,48777931,48820413,48795622,25000,0.005817
chr3,48820414,48850266,48836646,25000,0.004036
chr3,48850267,48879135,48864276,25000,0.004981
chr3,48879136,48904755,48891810,25000,0.005861
chr3,48904756,48925354,48915011,20146,0.005792
chr4,14920,40545,27631,25000,0.002551
chr4,40546,68147,54174,25000,0.004539
chr4,68148,93617,81026,25000,0.002112
chr4,93618,123161,108892,25000,0.002378
chr4,123162,150958,137550,25000,0.00365
chr4,150959,177802,164308,25000,0.0038
chr4,177803,204661,190871,25000,0.007084
chr4,204662,234170,219278,25000,0.005974
chr4,234171,259609,246889,25000,0.005607
chr4,259610,287584,274161,25000,0.00603
chr4,287585,317251,302007,25000,0.005561
chr4,317252,384713,354331,25000,0.009125
chr4,384714,420092,400160,25000,0.010468
chr4,420093,458334,442209,25000,0.012595
chr4,458335,489786,475843,25000,0.008589
chr4,489787,520170,504878,25000,0.008118
chr4,520171,548530,535022,25000,0.008639
chr4,548531,574855,561725,25000,0.007165
chr4,574856,602825,589002,25000,0.007994
chr4,602826,632146,618485,25000,0.007111
chr4,632147,657887,645175,25000,0.00433
chr4,657888,683107,670482,25000,0.005424
chr4,683108,740783,703612,25000,0.00803
chr4,740784,767363,754023,25000,0.006718
chr4,767364,793252,780362,25000,0.007884
chr4,793253,821970,807470,25000,0.008654
chr4,821971,848670,835147,25000,0.003877
chr4,848671,881918,866321,25000,0.005539
chr4,881919,907346,894610,25000,0.003179
