scaffold,start,end,mid,sites,pi_Sms1,pi_Sms2,dxy_Sms1_Sms2,Fst_Sms1_Sms2
scaffold_5,3205355,3236404,3220658,25000,0.00185,0.002335,0.002425,0.075824
scaffold_5,3236405,3262105,3249278,25000,0.002163,0.002292,0.003425,0.217178
scaffold_5,3262106,3287824,3275030,25000,0.003778,0.003812,0.003732,-0.008591
scaffold_5,3287825,3313697,3300780,25000,0.002421,0.002784,0.002766,0.026923
scaffold_5,3313698,3343906,3329062,25000,0.001683,0.00199,0.001825,-0.008975
scaffold_5,3343907,3370391,3357242,25000,0.001894,0.001658,0.001939,0.045454
scaffold_5,3370392,3396206,3383259,25000,0.001888,0.001771,0.002576,0.17397
scaffold_5,3396207,3422125,3409235,25000,0.002364,0.001931,0.00253,0.084383
scaffold_5,3422126,3447912,3434916,25000,0.00152,0.001537,0.001436,-0.032118
scaffold_5,3447913,3489218,3466386,25000,0.001586,0.001593,0.00153,-0.019194
scaffold_5,3489219,3528196,3511245,25000,0.001273,0.001428,0.001326,-0.01414
scaffold_5,3528197,3559746,3543235,25000,0.001978,0.001804,0.003665,0.326174
scaffold_5,3559747,3587796,3574794,25000,0.001533,0.001335,0.00134,-0.030003
scaffold_5,3587797,3614682,3601503,25000,0.00164,0.001254,0.001438,-0.012062
scaffold_5,3614683,3644404,3629522,25000,0.001503,0.001946,0.001679,-0.013905
scaffold_5,3644405,3670456,3657412,25000,0.001891,0.001808,0.002808,0.210986
scaffold_5,3670457,3705579,3686040,25000,0.001739,0.001755,0.001643,-0.03168
scaffold_5,3705580,3744369,3730689,25000,0.001571,0.001514,0.001901,0.107901
scaffold_5,3744370,3771059,3757237,25000,0.00208,0.001782,0.002472,0.126369
scaffold_5,3771060,3817957,3802091,25000,0.001044,0.001309,0.001602,0.148134
scaffold_5,3817958,3846896,3831602,25000,0.001653,0.001182,0.001336,-0.030457
scaffold_5,3846897,3875949,3861256,25000,0.001964,0.002314,0.00208,-0.014622
scaffold_5,3875950,3902666,3889533,25000,0.001569,0.001389,0.001839,0.112985
scaffold_5,3902667,3952310,3923444,25000,0.001382,0.001563,0.001525,0.013785
scaffold_5,3952311,3979656,3966180,25000,0.001707,0.002745,0.002889,0.14445
scaffold_5,3979657,4005314,3992366,25000,0.002311,0.002305,0.002413,0.022918
scaffold_5,4005315,4033642,4018485,25000,0.001455,0.001578,0.002086,0.162217
scaffold_5,4033643,4067896,4050370,25000,0.001437,0.001606,0.001411,-0.03885
scaffold_5,4067897,4093968,4081152,25000,0.001866,0.002022,0.00184,-0.028412
scaffold_5,4093969,4119925,4106881,25000,0.001484,0.001266,0.001317,-0.022383
scaffold_5,4119926,4145240,4132586,25000,0.001766,0.001808,0.001686,-0.030057
scaffold_5,4145241,4170762,4158043,25000,0.001711,0.001834,0.001651,-0.038804
scaffold_5,4170763,4207765,4188857,25000,0.001782,0.001679,0.003182,0.302116
scaffold_5,4207766,4236166,4221034,25000,0.001477,0.001259,0.001318,-0.01377
scaffold_5,4236167,4269860,4255592,25000,0.001824,0.00181,0.002136,0.081419
scaffold_5,4269861,4297352,4283618,25000,0.001835,0.001685,0.001798,0.004746
scaffold_5,4297353,4325090,4310952,25000,0.001569,0.001533,0.002011,0.129683
scaffold_5,4325091,4351210,4338321,25000,0.002453,0.002387,0.00227,-0.034022
scaffold_5,4351211,4389647,4373299,25000,0.001752,0.001487,0.001485,-0.0635
scaffold_5,4389648,4423273,4405193,25000,0.001985,0.002066,0.001903,-0.032227
scaffold_5,4423274,4449375,4436451,25000,0.003008,0.00326,0.003143,0.001563
scaffold_5,4449376,4476383,4463000,25000,0.001963,0.002522,0.0031,0.170245
scaffold_5,4476384,4535425,4495759,25000,0.001974,0.0018,0.001931,0.008665
scaffold_5,4535426,4597714,4569174,25000,0.00249,0.002689,0.002532,-0.010552
scaffold_5,4597715,4625288,4611673,25000,0.002234,0.002059,0.002084,-0.01805
scaffold_5,4625289,4661006,4641348,25000,0.001177,0.001482,0.001631,0.104194
scaffold_5,4661007,4702782,4678192,25000,0.001762,0.001798,0.001738,-0.012219
scaffold_5,4702783,4734755,4717417,25000,0.002033,0.002179,0.001978,-0.032169
scaffold_5,4734756,4789669,4770710,25000,0.001678,0.002272,0.001852,-0.03321
scaffold_5,4789670,4817531,4804336,25000,0.001754,0.00184,0.001904,0.028085
scaffold_5,4817532,4852478,4837012,25000,0.001884,0.001687,0.002235,0.114971
scaffold_5,4852479,4885144,4866343,25000,0.001977,0.002232,0.002062,-0.014668
scaffold_5,4885145,4925657,4908799,25000,0.001581,0.001596,0.001996,0.116821
scaffold_5,4925658,4973245,4944600,25000,0.001675,0.001862,0.0017,-0.020546
scaffold_5,4973246,5004431,4989356,25000,0.002645,0.002794,0.005353,0.331724
scaffold_5,5004432,5038573,5020073,25000,0.001973,0.001957,0.001958,-0.001877
scaffold_5,5038574,5073499,5055943,25000,0.002176,0.002153,0.002146,-0.004303
scaffold_5,5073500,5104191,5088295,25000,0.002446,0.002349,0.00229,-0.023715
scaffold_5,5104192,5141930,5121649,25000,0.002211,0.002225,0.002085,-0.032009
scaffold_5,5141931,5173403,5158292,25000,0.002637,0.002435,0.002476,-0.015132
scaffold_5,5173404,5213423,5191933,25000,0.001833,0.001811,0.002073,0.066229
scaffold_5,5213424,5241154,5226455,25000,0.002157,0.003199,0.002781,0.019401
scaffold_5,5241155,5267823,5254414,25000,0.002056,0.002103,0.002225,0.035221
scaffold_5,5267824,5295406,5282458,25000,0.002496,0.002325,0.002271,-0.032001
scaffold_5,5295407,5322098,5308346,25000,0.003135,0.003185,0.004683,0.196756
scaffold_5,5322099,5381862,5346497,25000,0.0012,0.001366,0.001272,-0.00926
scaffold_5,5381863,5431815,5411618,25000,0.001916,0.001431,0.001607,-0.020453
scaffold_5,5431816,5457490,5444625,25000,0.001771,0.001922,0.002019,0.046063
scaffold_5,5457491,5498608,5473092,25000,0.001622,0.001749,0.001581,-0.035585
scaffold_5,5498609,5531247,5516236,25000,0.001615,0.001628,0.001595,-0.008982
scaffold_5,5531248,5557582,5544435,25000,0.002894,0.003117,0.003376,0.059772
scaffold_5,5557583,5585771,5571591,25000,0.002038,0.002258,0.002209,0.013721
scaffold_5,5585772,5615959,5600186,25000,0.002017,0.001784,0.001951,0.004607
scaffold_5,5615960,5645628,5631606,25000,0.002595,0.002713,0.002606,-0.008018
scaffold_5,5645629,5672183,5658740,25000,0.002012,0.002176,0.001957,-0.037714
scaffold_5,5672184,5708093,5690009,25000,0.00279,0.001912,0.002238,-0.038734
scaffold_5,5708094,5744874,5729859,25000,0.002009,0.001953,0.003302,0.255912
scaffold_5,5744875,5772218,5758530,25000,0.002805,0.002947,0.00278,-0.01763
scaffold_5,5772219,5808527,5791830,25000,0.002112,0.002002,0.001929,-0.0312
scaffold_5,5808528,5839393,5823469,25000,0.001651,0.001319,0.00292,0.324405
scaffold_5,5839394,5881174,5857540,25000,0.001293,0.001307,0.001219,-0.032901
scaffold_5,5881175,5908901,5895197,25000,0.002408,0.003328,0.00276,-0.019904
scaffold_5,5908902,5980248,5946001,25000,0.004147,0.003731,0.007618,0.32528
scaffold_5,5980252,6024367,6002643,25000,0.002751,0.002188,0.002538,0.022453
scaffold_5,6024368,6057816,6041483,25000,0.003415,0.003191,0.004482,0.156894
scaffold_5,6057817,6187990,6154374,25000,0.003998,0.003342,0.004898,0.151356
scaffold_5,6187991,6242512,6223581,25000,0.001498,0.001643,0.00157,-5.8e-05
scaffold_5,6242513,6271903,6256329,25000,0.001146,0.001188,0.001096,-0.032063
scaffold_5,6271904,6384575,6329880,25000,0.002248,0.001843,0.002232,0.044917
scaffold_5,6384576,6510781,6441380,25000,0.0015,0.001232,0.001331,-0.013445
scaffold_5,6510782,6596824,6554686,25000,0.002029,0.002317,0.002194,0.004859
scaffold_5,6596825,6699852,6648982,25000,0.001254,0.001132,0.009908,0.790383
scaffold_5,6699853,6765847,6737255,25000,0.001752,0.00175,0.001803,0.015196
scaffold_5,6765849,6793127,6779096,25000,0.001643,0.001546,0.002183,0.159969
scaffold_5,6793128,6822654,6808263,25000,0.002096,0.001843,0.001895,-0.019992
scaffold_5,6822655,6881720,6841461,25000,0.00196,0.002089,0.003312,0.248524
scaffold_5,6881721,6935580,6915252,25000,0.002712,0.003842,0.004185,0.119131
scaffold_5,6935581,6972898,6955879,25000,0.003306,0.003284,0.003745,0.0654
scaffold_5,6972899,7004575,6990398,25000,0.001542,0.001535,0.001442,-0.0334
scaffold_5,7004576,7036898,7020410,25000,0.001841,0.00213,0.00249,0.119511
scaffold_5,7036899,7069097,7054383,25000,0.001889,0.001846,0.002003,0.036069
scaffold_5,7069098,7131948,7101648,25000,0.001289,0.002597,0.002437,0.097871
scaffold_5,7131950,7177284,7158627,25000,0.002047,0.002102,0.002986,0.184984
scaffold_5,7177285,7224580,7197527,25000,0.001443,0.001587,0.002886,0.321457
scaffold_5,7224581,7266379,7242331,25000,0.002199,0.001982,0.003582,0.269374
scaffold_5,7266380,7306746,7284838,25000,0.002447,0.002606,0.00249,-0.007599
scaffold_5,7306747,7370508,7345759,25000,0.001468,0.001513,0.001397,-0.033521
scaffold_5,7370509,7497363,7447090,25000,0.002149,0.004059,0.007418,0.413944
scaffold_5,7497364,7553672,7527134,25000,0.003043,0.002647,0.003117,0.045981
scaffold_5,7553674,7599755,7574835,25000,0.003096,0.003488,0.003121,-0.027517
scaffold_5,7599756,7772683,7662794,25000,0.001663,0.001622,0.001576,-0.021513
scaffold_5,7772684,7873096,7840604,25000,0.002879,0.002812,0.007685,0.467454
scaffold_5,7873097,8125585,7993761,25000,0.001349,0.001373,0.00711,0.685549
scaffold_5,8125586,8195715,8150685,25000,0.001813,0.001692,0.001628,-0.038091
scaffold_5,8195716,8257810,8222192,25000,0.004101,0.00428,0.004103,-0.010025
scaffold_5,8257811,8311018,8285148,25000,0.001992,0.001844,0.001828,-0.02472
scaffold_5,8311019,8355831,8335731,25000,0.001686,0.002108,0.002403,0.121241
scaffold_5,8355832,8400339,8372653,25000,0.00322,0.003524,0.003314,-0.008861
scaffold_5,8400340,8484382,8438770,25000,0.0028,0.002554,0.004004,0.203761
scaffold_5,8484383,8516538,8499662,25000,0.002069,0.002041,0.001964,-0.023177
scaffold_5,8516539,8589328,8557502,25000,0.001605,0.001902,0.001777,0.006862
scaffold_5,8589330,8655860,8631581,25000,0.002852,0.002949,0.003146,0.041918
scaffold_5,8655861,8707721,8675988,25000,0.001368,0.001505,0.001359,-0.028689
scaffold_5,8707722,8855792,8813040,25000,0.001624,0.002703,0.004221,0.32406
scaffold_5,8855793,8956954,8916330,25000,0.002274,0.002422,0.002324,-0.005019
scaffold_5,8956955,8998330,8982155,25000,0.001849,0.002217,0.002421,0.084469
scaffold_5,8998331,9077424,9034715,25000,0.001554,0.001451,0.001555,0.017844
scaffold_5,9077425,9145062,9104000,25000,0.003414,0.003218,0.00335,0.005235
scaffold_5,9145063,9233071,9178479,25000,0.001703,0.002028,0.001993,0.021711
scaffold_5,9233072,9322810,9260116,25000,0.002444,0.001815,0.00263,0.108458
scaffold_5,9322811,9384299,9366229,25000,0.001946,0.002055,0.003073,0.216685
scaffold_5,9384300,9435867,9410872,25000,0.001845,0.002052,0.001841,-0.033134
scaffold_5,9435868,9557585,9510390,25000,0.002255,0.003886,0.004115,0.149445
scaffold_5,9557586,9586406,9571384,25000,0.00174,0.002184,0.002016,0.013884
scaffold_5,9586407,9639042,9620162,25000,0.002075,0.002603,0.003306,0.175974
scaffold_5,9639043,9726228,9693510,25000,0.001526,0.001504,0.001535,0.006899
scaffold_5,9726229,9914947,9794956,25000,0.002843,0.00347,0.004621,0.193208
scaffold_5,9914948,10048798,10003647,25000,0.002677,0.00219,0.004088,0.259754
scaffold_5,10048799,10160845,10123196,25000,0.004342,0.002633,0.007234,0.357617
scaffold_5,10160846,10213742,10201096,25000,0.001638,0.001574,0.001475,-0.044004
scaffold_5,10213743,10249298,10229175,25000,0.001466,0.001492,0.001381,-0.035373
scaffold_5,10249299,10327846,10298376,25000,0.001924,0.001667,0.001823,0.007823
scaffold_5,10327847,10408957,10351907,25000,0.004021,0.004078,0.004073,0.00273
scaffold_5,10408958,10463575,10439366,25000,0.002352,0.001488,0.002684,0.170105
scaffold_5,10463576,10499400,10481920,25000,0.002223,0.002344,0.002295,0.002611
scaffold_5,10499401,10532209,10517550,25000,0.002479,0.003867,0.003383,0.03302
scaffold_5,10532210,10590543,10561189,25000,0.001767,0.001766,0.001654,-0.034108
scaffold_5,10590544,10629502,10611510,25000,0.002061,0.002034,0.003856,0.311527
scaffold_5,10629503,10680528,10648200,25000,0.00219,0.002128,0.002146,-0.003134
scaffold_5,10680529,10766468,10718780,25000,0.002054,0.002503,0.002674,0.068919
scaffold_5,10766469,10805957,10781781,25000,0.001948,0.002092,0.003907,0.325306
scaffold_5,10805958,10878314,10834148,25000,0.00232,0.00271,0.00519,0.355337
scaffold_5,10878315,10929351,10903146,25000,0.001442,0.001413,0.001407,-0.007552
scaffold_5,10929352,10973070,10951593,25000,0.00195,0.001612,0.001641,-0.034926
scaffold_5,10973071,11010535,10993378,25000,0.002947,0.002787,0.002726,-0.026051
scaffold_5,11010536,11072559,11042433,25000,0.001884,0.001742,0.002598,0.185154
scaffold_5,11072560,11128795,11101586,25000,0.002522,0.002269,0.003456,0.182508
scaffold_5,11128796,11155995,11141996,25000,0.00158,0.001563,0.001638,0.021347
scaffold_5,11155996,11203825,11184237,25000,0.001194,0.00114,0.001155,-0.005152
scaffold_5,11203826,11266228,11223750,25000,0.002138,0.004097,0.003101,0.017853
scaffold_5,11266229,11357262,11301708,25000,0.00224,0.00191,0.001878,-0.045295
scaffold_5,11357263,11479449,11399909,25000,0.002308,0.002271,0.002573,0.059781
scaffold_5,11479450,11574769,11512051,25000,0.004188,0.003331,0.004318,0.071226
scaffold_5,11574770,11658283,11619650,25000,0.003771,0.003802,0.003919,0.017773
scaffold_5,11658284,11759056,11710685,25000,0.002423,0.00308,0.003833,0.16871
scaffold_5,11759057,11892986,11795611,25000,0.002283,0.002382,0.002905,0.112399
scaffold_5,11892987,12204734,12003815,25000,0.007494,0.008627,0.007576,-0.032057
scaffold_5,12204735,12332220,12248480,25000,0.001473,0.001313,0.001713,0.106658
scaffold_5,12332222,12388152,12354170,25000,0.002817,0.00214,0.003069,0.109561
scaffold_5,12388153,12479011,12426956,25000,0.001864,0.002166,0.002162,0.036398
scaffold_5,12479012,12544489,12509874,25000,0.001037,0.000937,0.000917,-0.038079
scaffold_5,12544490,12626010,12578483,25000,0.001718,0.001701,0.002026,0.08713
scaffold_5,12626011,12660271,12643238,25000,0.002481,0.002632,0.002435,-0.025038
scaffold_5,12660272,12763668,12702920,25000,0.002516,0.002483,0.002559,0.012601
scaffold_5,12763669,12806074,12782623,25000,0.00245,0.002182,0.002289,-0.006641
scaffold_5,12806075,12844898,12825268,25000,0.002251,0.001877,0.002018,-0.012464
scaffold_5,12844899,12875832,12860320,25000,0.00366,0.002603,0.002932,-0.033937
scaffold_5,12875833,12910728,12895754,25000,0.002294,0.001655,0.001975,-0.014197
scaffold_5,12910729,13032499,12974774,25000,0.003135,0.002788,0.003046,0.014567
scaffold_5,13032500,13108334,13075749,25000,0.003022,0.003192,0.003104,-0.000511
scaffold_5,13108335,13171830,13131501,25000,0.003907,0.00305,0.004394,0.10396
scaffold_5,13171831,13366079,13304459,25000,0.002274,0.002339,0.00474,0.352497
scaffold_5,13366082,13462057,13405146,25000,0.00347,0.004012,0.007457,0.338915
scaffold_5,13462058,13551790,13495647,25000,0.003567,0.003586,0.003525,-0.007281
scaffold_5,13551791,13611731,13585662,25000,0.001948,0.002182,0.002035,-0.011271
scaffold_5,13611732,13761529,13730266,25000,0.002443,0.002535,0.004345,0.277867
scaffold_5,13761530,13812974,13793747,25000,0.001465,0.002256,0.004737,0.446426
scaffold_5,13812975,13855658,13833357,25000,0.002228,0.002062,0.002025,-0.029611
scaffold_5,13855659,13895851,13873546,25000,0.001231,0.000922,0.004984,0.648391
scaffold_5,13895852,13944371,13921849,25000,0.002138,0.002001,0.002766,0.149657
scaffold_5,13944372,13988602,13959908,25000,0.001805,0.001938,0.002186,0.081083
scaffold_5,13988603,14086262,14035324,25000,0.001957,0.002265,0.002055,-0.013681
scaffold_5,14086263,14189009,14143033,25000,0.001507,0.001508,0.001412,-0.033756
scaffold_5,14189010,14326521,14240465,25000,0.002089,0.004024,0.002823,-0.068234
scaffold_5,14326522,14407733,14383736,25000,0.002315,0.002876,0.004601,0.280983
scaffold_5,14407734,14451853,14423719,25000,0.003064,0.002767,0.003226,0.052026
scaffold_5,14451854,14508097,14474307,25000,0.001962,0.002038,0.00222,0.052539
scaffold_5,14508098,14633073,14581478,25000,0.002168,0.002261,0.002667,0.094828
scaffold_5,14633074,14689398,14659182,25000,0.001695,0.001795,0.004707,0.468916
scaffold_5,14689399,14888652,14765210,25000,0.001747,0.001815,0.001982,0.054792
scaffold_5,14888653,14950473,14924274,25000,0.002021,0.002305,0.003046,0.174202
scaffold_5,14950474,15018802,14981015,25000,0.001447,0.001463,0.001379,-0.026343
scaffold_5,15018804,15050687,15033726,25000,0.00234,0.002347,0.002465,0.026072
scaffold_5,15050688,15086393,15067775,25000,0.002222,0.001902,0.002006,-0.015034
scaffold_5,15086394,15115290,15100676,25000,0.002574,0.002611,0.00341,0.138184
scaffold_5,15115291,15162909,15137720,25000,0.001273,0.001997,0.001894,0.05991
scaffold_5,15162910,15192798,15177484,25000,0.002021,0.00255,0.002286,0.000187
scaffold_5,15192799,15227234,15210623,25000,0.003149,0.003846,0.003778,0.03976
scaffold_5,15227235,15315068,15271865,25000,0.002145,0.001972,0.002096,0.009259
scaffold_5,15315069,15368828,15349151,25000,0.002211,0.002577,0.002472,0.016458
scaffold_5,15368829,15398289,15383094,25000,0.002402,0.002529,0.002406,-0.012645
scaffold_5,15398290,15453441,15424666,25000,0.00188,0.001628,0.001806,0.010164
scaffold_5,15453442,15492258,15472693,25000,0.002464,0.002922,0.002519,-0.034381
scaffold_5,15492259,15526405,15510012,25000,0.001668,0.001737,0.004891,0.489587
scaffold_5,15526406,15582076,15558933,25000,0.001306,0.001522,0.002201,0.219645
scaffold_5,15582077,15622569,15604861,25000,0.001202,0.001469,0.002197,0.248499
scaffold_5,15622570,15685050,15666784,25000,0.002043,0.002404,0.002115,-0.031593
scaffold_5,15685051,15714761,15698751,25000,0.003226,0.002928,0.002941,-0.023274
scaffold_5,15714762,15740696,15727534,25000,0.001237,0.001442,0.001256,-0.033328
scaffold_5,15740697,15767472,15754232,25000,0.001501,0.001487,0.001402,-0.032944
scaffold_5,15767473,15795934,15781686,25000,0.001639,0.001696,0.001659,-0.002707
scaffold_5,15795935,15825327,15809925,25000,0.001758,0.001875,0.002029,0.05484
scaffold_5,15825329,15859545,15839231,25000,0.001351,0.001324,0.001809,0.152944
scaffold_5,15859546,15906326,15883632,25000,0.001175,0.000976,0.001014,-0.040432
scaffold_5,15906327,15949687,15924019,25000,0.002225,0.00261,0.002489,0.020166
scaffold_5,15949688,15982536,15967264,25000,0.001704,0.001626,0.001603,-0.01961
scaffold_5,15982537,16007867,15995273,25000,0.00186,0.001641,0.002112,0.09638
scaffold_5,16007868,16033286,16020581,25000,0.003558,0.003492,0.003365,-0.023898
scaffold_5,16033287,16069337,16052733,25000,0.001987,0.001788,0.001938,0.013731
scaffold_5,16069338,16112442,16095209,25000,0.002622,0.002375,0.002418,-0.017062
scaffold_5,16112443,16140152,16126847,25000,0.002042,0.002158,0.001969,-0.033287
scaffold_5,16140153,16187438,16165938,25000,0.001169,0.00136,0.001222,-0.017475
scaffold_5,16187439,16217334,16201444,25000,0.002308,0.002032,0.002041,-0.031606
scaffold_5,16217335,16244766,16230697,25000,0.001557,0.001941,0.001942,0.054006
scaffold_5,16244767,16279014,16260661,25000,0.001657,0.001508,0.001511,-0.019382
scaffold_5,16279015,16310544,16295291,25000,0.001808,0.001722,0.001981,0.057933
scaffold_5,16310545,16337928,16324121,25000,0.003687,0.002174,0.003294,0.059732
scaffold_5,16337929,16428466,16388954,25000,0.002622,0.0027,0.002905,0.044102
scaffold_5,16428467,16456676,16442421,25000,0.001767,0.002073,0.001958,0.015235
scaffold_5,16456677,16488306,16471799,25000,0.003435,0.003515,0.00329,-0.028222
scaffold_5,16488307,16518301,16501618,25000,0.002434,0.002524,0.007959,0.530485
scaffold_5,16518302,16544756,16531706,25000,0.002397,0.002275,0.002174,-0.036387
scaffold_5,16544757,16572650,16559392,25000,0.003872,0.003601,0.003609,-0.017964
scaffold_5,16572651,16606629,16589364,25000,0.002503,0.001806,0.002701,0.115842
scaffold_5,16606630,16633056,16619769,25000,0.002382,0.002242,0.002628,0.06778
scaffold_5,16633057,16678893,16651519,25000,0.002453,0.002333,0.002844,0.088569
scaffold_5,16678894,16706984,16692930,25000,0.003244,0.002963,0.003444,0.053581
scaffold_5,16706985,16738733,16724750,25000,0.002331,0.002354,0.003019,0.12623
scaffold_5,16738734,16775733,16755655,25000,0.002129,0.001776,0.003558,0.294381
scaffold_5,16775734,16806516,16789780,25000,0.002185,0.001945,0.002359,0.06014
scaffold_5,16806517,16841452,16824321,25000,0.001511,0.001815,0.001566,-0.030435
scaffold_5,16841453,16874072,16857278,25000,0.002452,0.002829,0.00251,-0.025426
scaffold_5,16874073,16901789,16887685,25000,0.002423,0.001892,0.002219,0.014348
scaffold_5,16901790,16943453,16924846,25000,0.001169,0.001394,0.00133,0.013761
scaffold_5,16943454,16994077,16971335,25000,0.001501,0.001522,0.001415,-0.033736
scaffold_5,16994078,17019894,17006987,25000,0.002509,0.001961,0.006816,0.51154
scaffold_5,17019895,17046546,17033013,25000,0.001955,0.002158,0.002308,0.059495
scaffold_5,17046547,17085428,17062780,25000,0.002321,0.002035,0.002952,0.154904
scaffold_5,17085429,17142809,17118798,25000,0.001658,0.002104,0.001741,-0.042068
scaffold_5,17142810,17198494,17171367,25000,0.002027,0.002663,0.003097,0.141961
scaffold_5,17198495,17226441,17212151,25000,0.001963,0.00182,0.001857,-0.00942
scaffold_5,17226442,17252411,17239336,25000,0.001834,0.00225,0.004149,0.347487
scaffold_5,17252412,17286700,17266283,25000,0.00221,0.001921,0.006649,0.533806
scaffold_5,17286701,17334353,17310720,25000,0.002016,0.001941,0.002462,0.113533
scaffold_5,17334354,17364801,17349429,25000,0.001725,0.00167,0.002206,0.133222
scaffold_5,17364802,17395083,17378507,25000,0.003821,0.004216,0.003891,-0.016573
scaffold_5,17395084,17438720,17419227,25000,0.00173,0.002072,0.001832,-0.020773
scaffold_5,17438721,17470691,17452606,25000,0.002679,0.002364,0.004982,0.334933
scaffold_5,17470692,17499995,17484585,25000,0.001845,0.001454,0.001633,-0.022513
scaffold_5,17499996,17533172,17514250,25000,0.001774,0.001775,0.00166,-0.034343
scaffold_5,17533173,17582381,17548053,25000,0.003451,0.003278,0.003224,-0.02213
scaffold_5,17582382,17649953,17629600,25000,0.001945,0.002455,0.002242,0.018655
scaffold_5,17649954,17706105,17675848,25000,0.002491,0.002604,0.002383,-0.033736
scaffold_5,17706106,17745822,17726088,25000,0.002292,0.00245,0.00499,0.363086
scaffold_5,17745823,17826113,17773909,25000,0.0014,0.001231,0.001228,-0.040862
scaffold_5,17826114,17876530,17850105,25000,0.002902,0.003255,0.004138,0.15082
scaffold_5,17876531,17934213,17900025,25000,0.001859,0.001465,0.004178,0.431173
scaffold_5,17934214,18043027,17993996,25000,0.001607,0.001301,0.002174,0.205373
scaffold_5,18043028,18077315,18060228,25000,0.001545,0.002089,0.00256,0.161607
scaffold_5,18077316,18135788,18112230,25000,0.001623,0.001995,0.001707,-0.029888
scaffold_5,18135789,18176765,18156295,25000,0.001405,0.001509,0.001443,-0.004978
scaffold_5,18176766,18336048,18248007,25000,0.001694,0.001713,0.002673,0.227144
scaffold_5,18336049,18470559,18404000,25000,0.002764,0.002995,0.002787,-0.016883
scaffold_5,18470560,18519633,18495760,25000,0.001583,0.001502,0.002166,0.175266
scaffold_5,18519634,18572027,18544199,25000,0.001502,0.00192,0.001619,-0.028561
scaffold_5,18572028,18606560,18588263,25000,0.001364,0.001697,0.001485,-0.015695
scaffold_5,18606561,18669798,18637891,25000,0.001369,0.001415,0.001304,-0.033709
scaffold_5,18669799,18754205,18701640,25000,0.001954,0.002035,0.001959,-0.00919
scaffold_5,18754206,18790640,18772398,25000,0.001545,0.001807,0.004985,0.504751
scaffold_5,18790641,18854451,18826944,25000,0.0018,0.001408,0.001544,-0.028056
scaffold_5,18854452,18908449,18882232,25000,0.002182,0.002116,0.002116,-0.00783
scaffold_5,18908450,18949887,18932185,25000,0.00193,0.002187,0.001966,-0.023823
scaffold_5,18949888,18978142,18964280,25000,0.001935,0.002061,0.00188,-0.03145
scaffold_5,18978143,19028607,18999568,25000,0.00197,0.001683,0.002887,0.230646
scaffold_5,19028608,19155117,19092557,25000,0.001679,0.001487,0.001541,-0.013405
scaffold_5,19155118,19193811,19170521,25000,0.0009,0.001085,0.000959,-0.01765
scaffold_5,19193812,19224893,19208234,25000,0.002362,0.002295,0.002426,0.021173
scaffold_5,19224894,19262257,19241871,25000,0.002092,0.001887,0.001906,-0.022057
scaffold_5,19262258,19368182,19313353,25000,0.001407,0.001324,0.001268,-0.038377
scaffold_5,19368183,19488762,19424773,25000,0.001695,0.001815,0.00165,-0.031674
scaffold_5,19488763,19536162,19507180,25000,0.001751,0.001954,0.001765,-0.024959
scaffold_5,19536163,19586347,19556569,25000,0.002142,0.002426,0.002297,-0.002233
scaffold_5,19586348,19624180,19604540,25000,0.00177,0.00196,0.001811,-0.015384
scaffold_5,19624181,19695460,19666929,25000,0.001846,0.001796,0.001702,-0.035003
scaffold_5,19695461,19723923,19709550,25000,0.002011,0.001705,0.002002,0.039691
scaffold_5,19723924,19755402,19740330,25000,0.001786,0.002146,0.002076,0.015195
scaffold_5,19755403,19800887,19780953,25000,0.001966,0.002012,0.002755,0.166021
scaffold_5,19800888,19832748,19815629,25000,0.002243,0.002512,0.002351,-0.005799
scaffold_5,19832749,19869633,19846498,25000,0.001115,0.001518,0.001319,-0.002968
scaffold_5,19869634,19935448,19904014,25000,0.00177,0.001923,0.001996,0.039941
scaffold_5,19935449,20078418,19999385,25000,0.002504,0.002384,0.002461,0.00447
scaffold_5,20078419,20131428,20106676,25000,0.00156,0.002212,0.00357,0.307654
scaffold_5,20131429,20167050,20148222,25000,0.000973,0.000981,0.002298,0.407155
scaffold_5,20167051,20259488,20229870,25000,0.002099,0.002551,0.002373,0.010611
scaffold_5,20259489,20290497,20275551,25000,0.004681,0.005072,0.006064,0.111661
scaffold_5,20290498,20357268,20320215,25000,0.002551,0.001954,0.002519,0.057511
scaffold_5,20357269,20416988,20385153,25000,0.003216,0.002542,0.005571,0.325577
scaffold_5,20416989,20455072,20434340,25000,0.003138,0.003386,0.00434,0.145691
scaffold_5,20455073,20481867,20468418,25000,0.002146,0.001984,0.001944,-0.031229
scaffold_5,20481868,20508103,20494843,25000,0.002926,0.002109,0.003153,0.115224
scaffold_5,20508104,20544927,20528843,25000,0.002269,0.00162,0.009748,0.67662
scaffold_5,20544928,20574778,20558874,25000,0.001496,0.001261,0.001849,0.149706
scaffold_5,20574779,20623815,20598606,25000,0.001868,0.002302,0.002411,0.074138
scaffold_5,20623816,20683185,20660187,25000,0.00176,0.00158,0.001749,0.023407
scaffold_5,20683186,20730193,20699962,25000,0.004526,0.004846,0.006277,0.149099
scaffold_5,20730194,20761398,20747182,25000,0.001659,0.001291,0.001495,0.006859
scaffold_5,20761399,20809232,20785604,25000,0.001832,0.001837,0.001721,-0.032926
scaffold_5,20809233,20851335,20828610,25000,0.003023,0.003571,0.005132,0.223138
