scaffold,start,end,mid,sites,pi_Hrs1,pi_Hrs2,dxy_Hrs1_Hrs2,Fst_Hrs1_Hrs2
scaffold_15,3514071,3545679,3527481,25000,0.001468,0.001452,0.001354,-0.039095
scaffold_15,3545680,3590462,3567105,25000,0.001494,0.001638,0.001452,-0.039779
scaffold_15,3590463,3615805,3603233,25000,0.001637,0.002206,0.001793,-0.035961
scaffold_15,3615806,3642371,3629125,25000,0.000885,0.00123,0.000992,-0.031836
scaffold_15,3642372,3679052,3661113,25000,0.002102,0.00193,0.001936,-0.021111
scaffold_15,3679053,3704564,3691820,25000,0.001316,0.001503,0.001317,-0.035138
scaffold_15,3704565,3729813,3717153,25000,0.00105,0.001059,0.000982,-0.036991
scaffold_15,3729814,3755358,3742575,25000,0.00141,0.001071,0.001691,0.158476
scaffold_15,3755359,3781290,3768546,25000,0.002305,0.002535,0.0023,-0.026297
scaffold_15,3781291,3813069,3798610,25000,0.001443,0.001197,0.001362,0.016206
scaffold_15,3813070,3856174,3834462,25000,0.002006,0.001111,0.001618,0.007907
scaffold_15,3856175,3899268,3870640,25000,0.001074,0.000968,0.000947,-0.039215
scaffold_15,3899269,3947233,3917337,25000,0.002032,0.001885,0.001829,-0.035169
scaffold_15,3947234,3977218,3963936,25000,0.001676,0.001689,0.001939,0.072595
scaffold_15,3977219,4024767,4010434,25000,0.001686,0.001752,0.001824,0.030713
scaffold_15,4024768,4052101,4035006,18281,0.003008,0.002782,0.002863,-0.012355
scaffold_16,4828,31306,18624,25000,0.00096,0.001395,0.001345,0.068768
scaffold_16,31307,56991,44312,25000,0.001047,0.001279,0.001257,0.032964
scaffold_16,56992,82431,69753,25000,0.001494,0.001283,0.002082,0.205251
scaffold_16,82432,155449,120631,25000,0.002034,0.002078,0.003186,0.221792
scaffold_16,155450,235080,175330,25000,0.002648,0.002358,0.007192,0.489774
scaffold_16,235081,262149,248432,25000,0.001816,0.001464,0.007557,0.649354
scaffold_16,262150,287433,274778,25000,0.001529,0.001558,0.001718,0.055426
scaffold_16,287434,322781,307809,25000,0.001203,0.000982,0.001014,-0.038312
scaffold_16,322782,374485,349096,25000,0.001301,0.001212,0.001167,-0.038484
scaffold_16,374486,400155,387340,25000,0.00206,0.002564,0.002599,0.052853
scaffold_16,400156,425581,412861,25000,0.001139,0.001847,0.007211,0.662316
scaffold_16,425582,450910,438218,25000,0.001427,0.001486,0.002132,0.195456
scaffold_16,450911,476556,463804,25000,0.001541,0.001636,0.001475,-0.038435
scaffold_16,476557,549541,528267,25000,0.001531,0.00131,0.00133,-0.034176
scaffold_16,549542,619981,604589,25000,0.001539,0.001947,0.001643,-0.030684
scaffold_16,619982,698433,660468,25000,0.001033,0.001185,0.001166,0.025158
scaffold_16,698434,730007,713881,25000,0.002015,0.003636,0.002634,-0.036494
scaffold_16,730008,755483,742824,25000,0.00147,0.001738,0.001614,0.00335
scaffold_16,755484,781171,768285,25000,0.0023,0.00193,0.002428,0.071249
scaffold_16,781172,806727,793969,25000,0.001739,0.001696,0.002803,0.246869
scaffold_16,806728,856254,833973,25000,0.000992,0.000891,0.000917,-0.013279
scaffold_16,856255,913381,894966,25000,0.001693,0.001268,0.002551,0.273884
scaffold_16,913382,938545,926004,25000,0.00141,0.001334,0.006564,0.661497
scaffold_16,938546,963839,951215,25000,0.001303,0.001156,0.001155,-0.032423
scaffold_16,963840,989018,976411,25000,0.001237,0.001153,0.001103,-0.044616
scaffold_16,989019,1031842,1013714,25000,0.00152,0.001609,0.001503,-0.02014
scaffold_16,1031843,1082074,1063003,25000,0.001051,0.001019,0.001024,-0.005359
scaffold_16,1082075,1107330,1094717,25000,0.001192,0.001235,0.001259,0.020519
scaffold_16,1107331,1135006,1119966,25000,0.000819,0.000769,0.000739,-0.037163
scaffold_16,1135007,1160371,1147774,25000,0.002322,0.002015,0.00254,0.069721
scaffold_16,1160372,1190376,1176872,25000,0.001193,0.001129,0.001089,-0.033355
scaffold_16,1190377,1221939,1204820,25000,0.001312,0.001469,0.001291,-0.038305
scaffold_16,1221940,1271414,1248447,25000,0.001096,0.0013,0.001292,0.03859
scaffold_16,1271415,1309327,1288250,25000,0.001081,0.001235,0.001081,-0.035701
scaffold_16,1309328,1350216,1324497,25000,0.001184,0.001118,0.001108,-0.022158
scaffold_16,1350217,1376228,1363265,25000,0.001433,0.001473,0.001709,0.084025
scaffold_16,1376229,1412027,1392239,25000,0.00139,0.001872,0.001669,0.011836
scaffold_16,1412028,1455752,1431031,25000,0.001205,0.00141,0.001224,-0.033745
scaffold_16,1455753,1481051,1468409,25000,0.001789,0.001268,0.001373,-0.055231
scaffold_16,1481052,1509321,1496435,25000,0.002913,0.002894,0.00275,-0.028256
scaffold_16,1509322,1534900,1522213,25000,0.001213,0.001843,0.001764,0.074193
scaffold_16,1534901,1560687,1547742,25000,0.001825,0.001878,0.001719,-0.038443
scaffold_16,1560688,1586690,1573717,25000,0.001626,0.001536,0.001482,-0.033459
scaffold_16,1586691,1623226,1608412,25000,0.001071,0.001105,0.001237,0.06642
scaffold_16,1623227,1652980,1638922,25000,0.001543,0.001984,0.001647,-0.035312
scaffold_16,1652981,1693031,1675079,25000,0.001432,0.001677,0.001426,-0.038112
scaffold_16,1693032,1719439,1706403,25000,0.003697,0.003698,0.003433,-0.038535
scaffold_16,1719440,1744765,1732147,25000,0.001914,0.001955,0.001801,-0.037168
scaffold_16,1744766,1777873,1760415,25000,0.001592,0.001696,0.001521,-0.039993
scaffold_16,1777874,1803115,1790493,25000,0.001723,0.001762,0.001623,-0.036728
scaffold_16,1803116,1828261,1815687,25000,0.001232,0.001277,0.002385,0.318612
scaffold_16,1828262,1858428,1844369,25000,0.001096,0.001149,0.00106,-0.029589
scaffold_16,1858429,1887777,1871129,25000,0.001096,0.001168,0.0026,0.402016
scaffold_16,1887778,1934325,1920548,25000,0.001089,0.001024,0.001007,-0.025867
scaffold_16,1934326,1960099,1947307,25000,0.000947,0.001502,0.001275,0.021062
scaffold_16,1960100,1985575,1972777,25000,0.0008,0.000938,0.000807,-0.038454
scaffold_16,1985576,2023064,2003560,25000,0.00175,0.001233,0.00139,-0.036356
scaffold_16,2023065,2048157,2035599,25000,0.001804,0.001819,0.001682,-0.038521
scaffold_16,2048158,2073876,2061109,25000,0.001521,0.001451,0.003278,0.387396
scaffold_16,2073877,2107320,2087301,25000,0.001589,0.001477,0.001491,-0.011404
scaffold_16,2107321,2151248,2129674,25000,0.002422,0.003898,0.004523,0.182754
scaffold_16,2151249,2186582,2169428,25000,0.001935,0.001608,0.00166,-0.033655
scaffold_16,2186583,2212801,2199469,25000,0.001896,0.001807,0.002283,0.107829
scaffold_16,2212802,2247234,2226393,25000,0.001115,0.001244,0.001087,-0.046776
scaffold_16,2247235,2305601,2283862,25000,0.001771,0.001761,0.001691,-0.022636
scaffold_16,2305602,2337770,2321656,25000,0.001714,0.001596,0.001549,-0.034357
scaffold_16,2337771,2363024,2350394,25000,0.00141,0.001475,0.001359,-0.031016
scaffold_16,2363025,2402181,2380648,25000,0.002185,0.001943,0.00191,-0.035247
scaffold_16,2402182,2427633,2415082,25000,0.002329,0.002228,0.002131,-0.03483
scaffold_16,2427634,2453862,2440434,25000,0.001475,0.00198,0.002858,0.246541
scaffold_16,2453863,2481140,2468382,25000,0.001561,0.001349,0.004043,0.477483
scaffold_16,2481141,2542824,2510747,25000,0.001471,0.001394,0.001365,-0.02689
scaffold_16,2542825,2599499,2576030,25000,0.002042,0.005225,0.004757,0.111958
scaffold_16,2599500,2636797,2620728,25000,0.002443,0.003241,0.005466,0.323753
scaffold_16,2636798,2663607,2649912,25000,0.001932,0.001673,0.001909,0.024
scaffold_16,2663608,2709580,2682759,25000,0.001365,0.001681,0.001411,-0.039337
scaffold_16,2709581,2752123,2728930,25000,0.001105,0.001048,0.001001,-0.038629
scaffold_16,2752124,2777264,2764696,25000,0.000891,0.000763,0.000939,0.065805
scaffold_16,2777265,2820073,2800439,25000,0.001441,0.001286,0.00131,-0.020701
scaffold_16,2820074,2845615,2832927,25000,0.00175,0.001621,0.002183,0.13279
scaffold_16,2845616,2881390,2862883,25000,0.001108,0.001356,0.00115,-0.044006
scaffold_16,2881391,2907339,2894267,25000,0.001333,0.002066,0.001919,0.062809
scaffold_16,2907340,2933070,2920284,25000,0.001367,0.001127,0.00134,0.037185
scaffold_16,2933071,2970035,2951918,25000,0.001368,0.001439,0.001347,-0.021468
scaffold_16,2970036,3017183,2991394,25000,0.001486,0.001793,0.002011,0.104176
scaffold_16,3017185,3043292,3030335,25000,0.002152,0.001952,0.001895,-0.043338
scaffold_16,3043293,3087125,3067458,25000,0.002513,0.002268,0.002503,0.027515
scaffold_16,3087126,3136864,3105507,25000,0.002666,0.002474,0.003074,0.092372
scaffold_16,3136865,3171517,3156321,25000,0.003754,0.002992,0.003145,-0.036367
scaffold_16,3171518,3231192,3196096,25000,0.003768,0.003307,0.00421,0.0896
scaffold_16,3231193,3289124,3247279,25000,0.003946,0.00382,0.007969,0.352964
scaffold_16,3289125,3317805,3303010,25000,0.002684,0.002857,0.002572,-0.038496
scaffold_16,3317806,3353591,3337871,25000,0.002512,0.003296,0.004577,0.223291
scaffold_16,3353592,3379526,3366792,25000,0.001515,0.001407,0.001389,-0.026264
scaffold_16,3379527,3445241,3405135,25000,0.001755,0.00179,0.003251,0.302051
scaffold_16,3445242,3499315,3463164,25000,0.003001,0.003979,0.008004,0.401437
scaffold_16,3499316,3528970,3514339,25000,0.002067,0.001762,0.003288,0.271083
scaffold_16,3528971,3583786,3559148,25000,0.005171,0.005031,0.004739,-0.038207
scaffold_16,3583787,3610406,3597015,25000,0.000947,0.001032,0.000919,-0.038601
scaffold_16,3610407,3636335,3623444,25000,0.007559,0.007385,0.006938,-0.038437
scaffold_16,3636336,3661692,3648991,25000,0.001345,0.001344,0.001239,-0.042517
scaffold_16,3661693,3703491,3682691,25000,0.005295,0.005018,0.005197,0.004031
scaffold_16,3703492,3730092,3717020,25000,0.001674,0.001437,0.001426,-0.045449
scaffold_16,3730093,3761617,3745496,25000,0.001492,0.001527,0.003448,0.401351
scaffold_16,3761618,3815972,3796373,25000,0.002209,0.002803,0.009795,0.601279
scaffold_16,3815973,3924491,3855246,24905,0.001771,0.001556,0.002172,0.132663
scaffold_17,5154,88902,38972,25000,0.001431,0.001455,0.001354,-0.033092
scaffold_17,88903,118168,102103,25000,0.002741,0.002533,0.003292,0.114187
scaffold_17,118169,143452,130816,25000,0.002029,0.002289,0.002376,0.049596
scaffold_17,143453,182997,161001,25000,0.003152,0.001876,0.003532,0.173449
scaffold_17,182998,216242,201255,25000,0.001281,0.001567,0.001326,-0.037019
scaffold_17,216243,272001,244361,25000,0.001558,0.001469,0.001399,-0.038351
scaffold_17,272002,297271,284625,25000,0.001744,0.001776,0.001635,-0.038153
scaffold_17,297272,323139,310196,25000,0.001525,0.001577,0.001457,-0.032696
scaffold_17,323140,352815,336538,25000,0.001718,0.00173,0.002068,0.093639
scaffold_17,352816,396658,372143,25000,0.001568,0.001677,0.001517,-0.035005
scaffold_17,396659,422140,409323,25000,0.001386,0.001374,0.001282,-0.038425
scaffold_17,422141,525659,471706,25000,0.001709,0.001768,0.001846,0.031142
scaffold_17,525660,594794,561262,25000,0.001254,0.000988,0.001086,-0.025824
scaffold_17,594795,627215,613155,25000,0.001133,0.00135,0.001154,-0.037779
scaffold_17,627216,652766,640084,25000,0.002339,0.00218,0.002271,0.005375
scaffold_17,652767,684203,669039,25000,0.001007,0.000934,0.000968,-0.001109
scaffold_17,684204,709494,696907,25000,0.001488,0.001449,0.001371,-0.035652
scaffold_17,709495,750575,729392,25000,0.001896,0.001973,0.002004,0.018517
scaffold_17,750576,784100,765128,25000,0.001191,0.00135,0.001182,-0.036204
scaffold_17,784101,835086,810082,25000,0.001213,0.002149,0.005052,0.513708
scaffold_17,835087,875086,858038,25000,0.001618,0.00229,0.002244,0.071327
scaffold_17,875087,924981,901427,25000,0.001857,0.001449,0.001569,-0.024578
scaffold_17,924982,962978,943320,25000,0.001774,0.002009,0.001766,-0.030307
scaffold_17,962979,988301,975678,25000,0.001196,0.001193,0.001129,-0.029573
scaffold_17,988302,1015501,1001455,25000,0.001973,0.00175,0.001734,-0.036626
scaffold_17,1015502,1049740,1037035,25000,0.00158,0.001403,0.001396,-0.02916
scaffold_17,1049741,1080463,1066681,25000,0.001746,0.001829,0.001664,-0.037033
scaffold_17,1080464,1120338,1101702,25000,0.001339,0.001864,0.001653,0.016232
scaffold_17,1120339,1146193,1133182,25000,0.001715,0.002014,0.003064,0.250212
scaffold_17,1146194,1171519,1158802,25000,0.001291,0.001091,0.001128,-0.027853
scaffold_17,1171520,1196920,1184116,25000,0.001571,0.001454,0.001419,-0.032849
scaffold_17,1196921,1225739,1211099,25000,0.00238,0.002681,0.002382,-0.03139
scaffold_17,1225740,1275812,1256737,25000,0.001022,0.001177,0.001031,-0.034566
scaffold_17,1275813,1303519,1289987,25000,0.001738,0.001691,0.001956,0.068861
scaffold_17,1303520,1338111,1316780,25000,0.001658,0.00144,0.001527,-0.007324
scaffold_17,1338112,1365473,1351758,25000,0.002052,0.002193,0.002675,0.114103
scaffold_17,1365474,1415432,1380308,25000,0.001,0.000974,0.001136,0.071682
scaffold_17,1415433,1449605,1429677,25000,0.001149,0.001051,0.001029,-0.03849
scaffold_17,1449606,1475582,1462703,25000,0.001515,0.001623,0.001457,-0.038525
scaffold_17,1475583,1501113,1488435,25000,0.001354,0.00145,0.001303,-0.038077
scaffold_17,1501114,1581923,1543694,25000,0.001911,0.001985,0.001815,-0.036817
scaffold_17,1581924,1647896,1596607,25000,0.002455,0.002282,0.002204,-0.037392
scaffold_17,1647897,1674103,1660991,25000,0.001169,0.001299,0.002503,0.343149
scaffold_17,1674104,1699949,1687001,25000,0.00129,0.001126,0.0027,0.388094
scaffold_17,1699950,1733334,1717960,25000,0.001552,0.001627,0.001483,-0.035875
scaffold_17,1733335,1772699,1754690,25000,0.001364,0.001491,0.002693,0.310503
scaffold_17,1772700,1799724,1785652,25000,0.001205,0.001207,0.001119,-0.038747
scaffold_17,1799725,1825053,1812354,25000,0.001327,0.001462,0.001301,-0.035767
scaffold_17,1825054,1872699,1855316,25000,0.001764,0.001823,0.001864,0.019798
scaffold_17,1872700,1904878,1890744,25000,0.001503,0.001477,0.001381,-0.039472
scaffold_17,1904879,1930482,1917632,25000,0.001995,0.002676,0.003107,0.146252
scaffold_17,1930483,1974959,1959614,25000,0.002273,0.001861,0.002288,0.052454
scaffold_17,1974960,2000389,1987684,25000,0.001102,0.001171,0.001054,-0.038941
scaffold_17,2000390,2042490,2014755,25000,0.001761,0.001603,0.001583,-0.031507
scaffold_17,2042491,2085509,2070328,25000,0.002146,0.002004,0.001924,-0.039317
scaffold_17,2085510,2113178,2098921,25000,0.001629,0.001507,0.001489,-0.026678
scaffold_17,2113179,2175770,2145425,25000,0.002043,0.001973,0.002388,0.089245
scaffold_17,2175771,2206313,2193713,25000,0.001822,0.001813,0.001687,-0.038604
scaffold_17,2206314,2231557,2218941,25000,0.001424,0.001443,0.001346,-0.032786
scaffold_17,2231558,2266251,2245085,25000,0.00212,0.002059,0.001953,-0.035028
scaffold_17,2266252,2291580,2278872,25000,0.003491,0.003485,0.003237,-0.038712
scaffold_17,2291581,2328199,2312371,25000,0.00152,0.001738,0.001596,-0.010462
scaffold_17,2328200,2375791,2350339,25000,0.001245,0.001242,0.001186,-0.024514
scaffold_17,2375792,2402831,2389603,25000,0.001353,0.001486,0.001435,0.005693
scaffold_17,2402832,2431375,2418105,25000,0.001591,0.001691,0.001528,-0.037113
scaffold_17,2431376,2463500,2449894,25000,0.003007,0.00275,0.002685,-0.036065
scaffold_17,2463501,2499488,2477339,25000,0.003515,0.003519,0.00324,-0.042579
scaffold_17,2499489,2528153,2514849,25000,0.00372,0.003585,0.003489,-0.023774
scaffold_17,2528154,2565624,2543902,25000,0.001657,0.001494,0.001466,-0.037386
scaffold_17,2565625,2605634,2579943,25000,0.001586,0.001439,0.001442,-0.024677
scaffold_17,2605635,2646683,2622879,25000,0.001288,0.001609,0.001367,-0.02995
scaffold_17,2646691,2672421,2659558,25000,0.001756,0.003884,0.004669,0.253726
scaffold_17,2672422,2698760,2685340,25000,0.001589,0.001432,0.002167,0.183979
scaffold_17,2698761,2734207,2720378,25000,0.00165,0.001641,0.001534,-0.036244
scaffold_17,2734208,2760679,2747822,25000,0.001045,0.001091,0.001,-0.03353
scaffold_17,2760680,2792586,2778687,25000,0.00155,0.001613,0.001469,-0.038494
scaffold_17,2792587,2821147,2805271,25000,0.001467,0.001537,0.002937,0.331259
scaffold_17,2821148,2892891,2875250,25000,0.002404,0.002586,0.008207,0.540361
scaffold_17,2892892,2918104,2905486,25000,0.000727,0.000724,0.000674,-0.038584
scaffold_17,2918105,2943251,2930688,25000,0.001293,0.001419,0.001319,-0.014194
scaffold_17,2943252,2977671,2964637,25000,0.001772,0.001738,0.001639,-0.035557
scaffold_17,2977672,3024154,2997175,25000,0.004641,0.002447,0.00468,0.124258
scaffold_17,3024155,3075704,3046729,25000,0.001428,0.001234,0.001595,0.093289
scaffold_17,3075705,3100861,3088251,25000,0.001724,0.001826,0.001649,-0.038229
scaffold_17,3100862,3136902,3119566,25000,0.004985,0.004885,0.004587,-0.037993
scaffold_17,3136903,3346569,3274114,25000,0.001445,0.001375,0.001348,-0.02405
scaffold_17,3346570,3380206,3362321,25000,0.001643,0.001423,0.006493,0.619619
scaffold_17,3380207,3410146,3395517,25000,0.005475,0.005717,0.005267,-0.03142
scaffold_17,3410147,3435456,3422713,25000,0.001793,0.001714,0.002144,0.10456
scaffold_17,3435457,3509271,3493651,25000,0.001487,0.0015,0.001387,-0.03823
scaffold_17,3509272,3537649,3523950,25000,0.002229,0.002262,0.002303,0.013115
scaffold_17,3537650,3621552,3560624,25000,0.001472,0.002414,0.002476,0.109708
scaffold_17,3621553,3664501,3650233,25000,0.001785,0.001959,0.001739,-0.038307
scaffold_17,3664502,3689670,3677109,25000,0.001368,0.001389,0.0013,-0.030598
scaffold_17,3689671,3719128,3706191,25000,0.001536,0.001536,0.001484,-0.018052
scaffold_17,3719129,3756278,3742060,25000,0.001375,0.00176,0.001474,-0.032131
scaffold_17,3756279,3782078,3768905,25000,0.004453,0.005023,0.004401,-0.038265
scaffold_17,3782079,3817512,3804006,25000,0.00186,0.001879,0.001738,-0.037758
scaffold_17,3817513,3855122,3835859,25000,0.001726,0.00208,0.001867,-0.009906
scaffold_17,3855123,3883765,3868749,25000,0.001957,0.001752,0.001888,0.008731
scaffold_17,3883766,3910804,3897887,22501,0.004098,0.004278,0.008191,0.331369
scaffold_18,4218,29906,16978,25000,0.001128,0.00192,0.005319,0.549441
scaffold_18,29907,60304,46466,25000,0.001103,0.001057,0.0015,0.167891
scaffold_18,60305,112323,89424,25000,0.001422,0.001444,0.004124,0.487578
scaffold_18,112324,139818,126369,25000,0.00116,0.002139,0.00759,0.639918
scaffold_18,139819,165762,152646,25000,0.001584,0.001518,0.001448,-0.035856
scaffold_18,165763,194515,179953,25000,0.001956,0.001922,0.0018,-0.038499
scaffold_18,194516,222227,208626,25000,0.001872,0.001878,0.001741,-0.038479
scaffold_18,222228,254927,240092,25000,0.001398,0.00106,0.001649,0.147841
scaffold_18,254928,297940,283599,25000,0.001863,0.00151,0.002197,0.135601
scaffold_18,297941,448511,394635,25000,0.002598,0.002532,0.002492,-0.014861
scaffold_18,448512,484912,465274,25000,0.001429,0.00118,0.001227,-0.023675
scaffold_18,484913,510560,497715,25000,0.001745,0.001635,0.001642,-0.014994
scaffold_18,510561,548283,530210,25000,0.001702,0.002663,0.002139,-0.010337
scaffold_18,548284,599236,569417,25000,0.001567,0.005259,0.005043,0.1985
scaffold_18,599237,627132,613840,25000,0.00259,0.002385,0.002361,-0.027004
scaffold_18,627133,653039,639846,25000,0.001875,0.001849,0.00176,-0.029055
scaffold_18,653040,679443,666044,25000,0.002055,0.002086,0.001934,-0.035296
scaffold_18,679444,708611,693849,25000,0.001881,0.001806,0.001715,-0.037311
scaffold_18,708612,745742,727963,25000,0.002097,0.002014,0.002182,0.030923
scaffold_18,745743,772209,758851,25000,0.003853,0.003933,0.00384,-0.007073
scaffold_18,772210,800812,786444,25000,0.00261,0.002128,0.00224,-0.029015
scaffold_18,800813,826130,813461,25000,0.002006,0.001913,0.001822,-0.037622
scaffold_18,826131,851260,838718,25000,0.002568,0.002359,0.002351,-0.024197
scaffold_18,851261,883104,865464,25000,0.003004,0.001996,0.00246,-0.008338
scaffold_18,883105,916119,897687,25000,0.00194,0.001613,0.001799,0.006723
scaffold_18,916120,942926,929422,25000,0.003754,0.003811,0.00351,-0.038726
scaffold_18,942927,970131,956596,25000,0.002167,0.002186,0.00202,-0.038709
scaffold_18,970132,998110,984231,25000,0.001832,0.00184,0.001705,-0.03831
scaffold_18,998111,1024114,1011041,25000,0.001241,0.001229,0.001147,-0.038456
scaffold_18,1024115,1049818,1036813,25000,0.00161,0.001622,0.001502,-0.037942
scaffold_18,1049819,1075652,1062708,25000,0.00141,0.001505,0.001351,-0.039504
scaffold_18,1075653,1105577,1092227,25000,0.001854,0.001832,0.001713,-0.038058
scaffold_18,1105578,1136064,1120856,25000,0.00207,0.002095,0.001934,-0.038295
scaffold_18,1136065,1162148,1149298,25000,0.001578,0.001696,0.00152,-0.038428
scaffold_18,1162149,1187627,1174921,25000,0.001746,0.001745,0.001621,-0.038452
scaffold_18,1187628,1213526,1200498,25000,0.001278,0.001275,0.001185,-0.038448
scaffold_18,1213527,1239081,1226436,25000,0.001494,0.001828,0.001561,-0.032179
scaffold_18,1239082,1264911,1251882,25000,0.001293,0.001222,0.001168,-0.038459
scaffold_18,1264912,1290983,1277853,25000,0.001457,0.001458,0.001354,-0.038455
scaffold_18,1290984,1316603,1303708,25000,0.001689,0.001688,0.001568,-0.038454
scaffold_18,1316604,1342589,1329544,25000,0.001222,0.001244,0.00113,-0.045454
scaffold_18,1342590,1368689,1355676,25000,0.001402,0.001407,0.001304,-0.038447
scaffold_18,1368690,1394359,1381558,25000,0.001466,0.001887,0.001572,-0.033436
scaffold_18,1394360,1421881,1407912,25000,0.003528,0.002088,0.002715,-0.017488
scaffold_18,1421882,1466351,1437239,25000,0.001336,0.001134,0.001296,0.024874
scaffold_18,1466352,1531740,1484758,25000,0.002167,0.001759,0.007359,0.579274
scaffold_18,1531741,1561048,1547654,25000,0.001999,0.001692,0.001785,-0.017353
scaffold_18,1561049,1691655,1668677,25000,0.001561,0.001701,0.001648,0.005451
scaffold_18,1691656,1751546,1723131,25000,0.002666,0.002698,0.003586,0.14874
scaffold_18,1751547,1787533,1771449,25000,0.003057,0.003946,0.008508,0.42578
scaffold_18,1787534,1875417,1825534,25000,0.003267,0.002816,0.002893,-0.025862
scaffold_18,1875418,1997768,1950631,25000,0.002885,0.00292,0.003926,0.157763
scaffold_18,1997769,2050428,2025014,25000,0.002815,0.004463,0.008141,0.383517
scaffold_18,2050430,2091513,2075463,25000,0.00222,0.003661,0.002948,-0.021293
scaffold_18,2091514,2132497,2109537,25000,0.001828,0.0016,0.002053,0.10009
scaffold_18,2132498,2180154,2152962,25000,0.007818,0.008775,0.007722,-0.037251
scaffold_18,2180155,2252895,2207511,25000,0.013271,0.013116,0.012253,-0.038411
scaffold_18,2252896,2311783,2277053,25000,0.006164,0.006189,0.005736,-0.038449
scaffold_18,2311784,2374268,2344658,25000,0.011104,0.012045,0.010754,-0.038145
scaffold_18,2374269,2403968,2389198,25000,0.005965,0.00569,0.005421,-0.037583
scaffold_18,2403969,2459630,2435144,25000,0.011516,0.011599,0.010731,-0.038473
scaffold_18,2459631,2503884,2478055,25000,0.010822,0.011954,0.010589,-0.037762
scaffold_18,2503885,2533647,2518710,25000,0.003318,0.003184,0.003019,-0.038444
scaffold_18,2533648,2559334,2546530,25000,0.001548,0.001372,0.001447,-0.004469
scaffold_18,2559335,2679199,2590067,25000,0.009329,0.008754,0.008472,-0.033748
scaffold_18,2679200,2720498,2701854,25000,0.00562,0.006056,0.005619,-0.019848
scaffold_18,2720499,2843877,2816343,25000,0.001689,0.001918,0.001845,0.01195
scaffold_18,2843878,2869895,2857146,25000,0.001227,0.001224,0.001138,-0.038436
scaffold_18,2869896,2895642,2882633,25000,0.001873,0.001894,0.001748,-0.038716
scaffold_18,2895643,2921839,2908998,25000,0.001777,0.001776,0.00165,-0.038364
scaffold_18,2921840,2952598,2936051,25000,0.001377,0.001457,0.001321,-0.036463
scaffold_18,2952599,2982224,2966216,25000,0.00342,0.001771,0.002497,-0.020087
scaffold_18,2982225,3024361,3001757,25000,0.002036,0.001947,0.001907,-0.022426
scaffold_18,3024363,3050607,3037478,25000,0.001946,0.001857,0.001769,-0.037475
scaffold_18,3050608,3076217,3063524,25000,0.003888,0.003925,0.003628,-0.038447
scaffold_18,3076218,3150056,3103505,25000,0.002207,0.001567,0.002013,0.033441
scaffold_18,3150057,3377813,3255682,25000,0.003326,0.00222,0.003795,0.160446
scaffold_18,3377814,3451721,3419382,25000,0.001571,0.00186,0.001646,-0.021527
scaffold_18,3451722,3496478,3476798,25000,0.001628,0.001683,0.013668,0.795637
scaffold_18,3496479,3532562,3516456,25000,0.001036,0.001112,0.001817,0.263889
scaffold_18,3532563,3560566,3547359,25000,0.001574,0.001534,0.004399,0.487001
scaffold_18,3560567,3586541,3573583,25000,0.001373,0.001534,0.001349,-0.038665
scaffold_18,3586542,3612127,3599347,25000,0.001215,0.001234,0.001137,-0.03846
scaffold_18,3612128,3642280,3626908,25000,0.004283,0.004473,0.004235,-0.017163
scaffold_18,3642281,3687202,3671223,25000,0.001966,0.002223,0.003819,0.299175
scaffold_19,112959,206700,136793,25000,0.002354,0.002168,0.002432,0.037708
scaffold_19,206701,387752,244214,25000,0.003589,0.002157,0.003035,0.006894
scaffold_19,387753,425195,406619,25000,0.002495,0.001235,0.004334,0.401423
scaffold_19,425196,453270,439441,25000,0.001044,0.000869,0.000877,-0.045455
scaffold_19,453271,488038,470762,25000,0.001259,0.00116,0.001109,-0.045451
scaffold_19,488039,523603,507060,25000,0.001854,0.00193,0.005015,0.454941
scaffold_19,523604,611594,557103,25000,0.002244,0.002302,0.010854,0.658629
scaffold_19,611595,682827,652616,25000,0.001893,0.001916,0.003547,0.310381
scaffold_19,682828,782102,718490,25000,0.001717,0.001731,0.004134,0.422469
scaffold_19,782103,814938,798413,25000,0.001854,0.001925,0.00391,0.352328
scaffold_19,814939,965697,923994,25000,0.001812,0.00201,0.003527,0.304864
scaffold_19,965698,1069504,1022662,25000,0.001161,0.001912,0.002505,0.256225
scaffold_19,1069505,1095478,1082222,25000,0.001472,0.001522,0.00139,-0.038457
scaffold_19,1095479,1120518,1108002,25000,0.001069,0.001064,0.000995,-0.035867
scaffold_19,1120519,1158541,1137414,25000,0.00174,0.001676,0.001589,-0.037532
scaffold_19,1158542,1189751,1174096,25000,0.001428,0.001531,0.001368,-0.037612
scaffold_19,1189752,1240979,1226885,25000,0.001278,0.00147,0.001277,-0.038122
scaffold_19,1240980,1275750,1256937,25000,0.001799,0.001903,0.001734,-0.033789
scaffold_19,1275751,1301091,1288461,25000,0.001264,0.00129,0.001199,-0.032729
scaffold_19,1301092,1334256,1320961,25000,0.001823,0.001739,0.001708,-0.021701
scaffold_19,1334257,1364665,1347748,25000,0.003395,0.003558,0.003228,-0.038477
scaffold_19,1364666,1398567,1379875,25000,0.003369,0.003585,0.003746,0.03845
scaffold_19,1398568,1428778,1413585,25000,0.002984,0.002827,0.00273,-0.03229
scaffold_19,1428779,1461856,1444825,25000,0.003062,0.003033,0.00283,-0.038475
scaffold_19,1461857,1488393,1474969,25000,0.001315,0.001331,0.001229,-0.038451
