scaffold,start,end,mid,sites,pi_Ass1,pi_Ass2,dxy_Ass1_Ass2,Fst_Ass1_Ass2
scaffold_4,11149665,11175515,11162887,25000,0.000905,0.000916,0.000846,-0.038397
scaffold_4,11175516,11208170,11190754,25000,0.00212,0.002112,0.003621,0.269426
scaffold_4,11208172,11270987,11243274,25000,0.001234,0.001214,0.001147,-0.033095
scaffold_4,11270988,11298000,11285232,25000,0.001724,0.001692,0.001595,-0.035536
scaffold_4,11298001,11370094,11336040,25000,0.00134,0.00125,0.001196,-0.040961
scaffold_4,11370095,11416055,11391132,25000,0.001288,0.003436,0.004483,0.300274
scaffold_4,11416056,11471920,11431576,25000,0.001696,0.001651,0.006527,0.600546
scaffold_4,11471921,11582892,11497792,25000,0.001568,0.0016,0.001456,-0.044084
scaffold_4,11582893,11681889,11645393,25000,0.003278,0.003143,0.003224,0.001891
scaffold_4,11681890,11781048,11732363,25000,0.001404,0.001582,0.00139,-0.039292
scaffold_4,11781049,11808693,11794773,25000,0.001688,0.001751,0.004007,0.401754
scaffold_4,11808694,11841630,11824558,25000,0.001309,0.00145,0.001302,-0.033714
scaffold_4,11841631,11879523,11859546,25000,0.003905,0.004422,0.014616,0.576654
scaffold_4,11879524,11908933,11893223,25000,0.000952,0.00114,0.001572,0.206736
scaffold_4,11908934,11961735,11928353,25000,0.00179,0.001655,0.001708,-0.004363
scaffold_4,11961736,12048142,11985312,25000,0.001473,0.001247,0.001533,0.061289
scaffold_4,12048143,12081215,12064141,25000,0.001471,0.001401,0.005639,0.601726
scaffold_4,12081216,12115054,12095826,25000,0.001626,0.001853,0.004758,0.474221
scaffold_4,12115055,12151452,12135732,25000,0.002012,0.002232,0.00201,-0.032238
scaffold_4,12151453,12177972,12164781,25000,0.001821,0.001905,0.00371,0.338155
scaffold_4,12177973,12205080,12191419,25000,0.0018,0.001771,0.001661,-0.037647
scaffold_4,12205081,12237864,12221130,25000,0.002149,0.001616,0.006629,0.565676
scaffold_4,12237865,12318690,12283336,25000,0.001194,0.001409,0.001223,-0.03214
scaffold_4,12318691,12344671,12331844,25000,0.001718,0.001668,0.002876,0.26468
scaffold_4,12344672,12394374,12364646,25000,0.000942,0.000989,0.001093,0.064011
scaffold_4,12394375,12455433,12425491,25000,0.001927,0.001592,0.001832,0.020799
scaffold_4,12455434,12489265,12474981,25000,0.001459,0.001832,0.001519,-0.041661
scaffold_4,12489267,12578661,12543078,25000,0.002466,0.002548,0.002416,-0.018952
scaffold_4,12578662,12617035,12601327,25000,0.002806,0.003223,0.007276,0.437574
scaffold_4,12617036,12650213,12635916,25000,0.001302,0.001143,0.006013,0.664043
scaffold_4,12650214,12694177,12674825,25000,0.001369,0.001359,0.001273,-0.03575
scaffold_4,12694178,12732022,12713268,25000,0.001176,0.001082,0.001121,-0.003626
scaffold_4,12732023,12792282,12752014,25000,0.001459,0.001541,0.001854,0.109086
scaffold_4,12792283,12862999,12825399,25000,0.002214,0.002401,0.002154,-0.034745
scaffold_4,12863000,12947077,12886849,25000,0.002462,0.002356,0.003488,0.189114
scaffold_4,12947078,12991863,12967792,25000,0.00192,0.00196,0.001829,-0.03147
scaffold_4,12991864,13077600,13026799,25000,0.001161,0.001242,0.001117,-0.03816
scaffold_4,13077601,13108868,13092938,25000,0.002307,0.0026,0.002566,0.023274
scaffold_4,13108869,13137648,13122846,25000,0.003197,0.003053,0.00508,0.243322
scaffold_4,13137649,13179802,13161181,25000,0.001356,0.001578,0.001428,-0.013878
scaffold_4,13179803,13205867,13193015,25000,0.001875,0.00175,0.002431,0.148085
scaffold_4,13205868,13231491,13218718,25000,0.002665,0.002166,0.005645,0.411391
scaffold_4,13231492,13273410,13252418,25000,0.00255,0.002537,0.002483,-0.012344
scaffold_4,13273411,13300129,13286865,25000,0.001688,0.001862,0.001655,-0.03628
scaffold_4,13300130,13326123,13313114,25000,0.001765,0.001595,0.003088,0.304254
scaffold_4,13326124,13359542,13343856,25000,0.002295,0.001823,0.006711,0.536863
scaffold_4,13359543,13385945,13372681,25000,0.00172,0.001911,0.002028,0.057264
scaffold_4,13385946,13432849,13414417,25000,0.003467,0.003731,0.003448,-0.021857
scaffold_4,13432850,13489697,13461542,25000,0.002564,0.002531,0.005574,0.382623
scaffold_4,13489698,13544139,13508154,25000,0.001431,0.001498,0.002266,0.222004
scaffold_4,13544141,13618535,13600458,25000,0.001299,0.001623,0.001333,-0.047675
scaffold_4,13618536,13643810,13631126,25000,0.000409,0.000385,0.000369,-0.038461
scaffold_4,13643811,13670810,13656748,25000,0.000819,0.000731,0.000719,-0.038791
scaffold_4,13670811,13695967,13683389,25000,0.000585,0.000563,0.000533,-0.03846
scaffold_4,13695968,13721063,13708522,25000,0.000591,0.000643,0.000573,-0.038459
scaffold_4,13721064,13746290,13733666,25000,0.000222,0.000243,0.000216,-0.038461
scaffold_4,13746291,13771374,13758834,25000,0.000298,0.000305,0.00028,-0.038459
scaffold_4,13771375,13796469,13783929,25000,0.000419,0.000456,0.000406,-0.038459
scaffold_4,13796470,13821538,13809009,25000,0.001387,0.001377,0.001316,-0.025575
scaffold_4,13821539,13846589,13834062,25000,0.000554,0.000554,0.000514,-0.03846
scaffold_4,13846590,13871686,13859139,25000,0.000819,0.000819,0.00076,-0.03846
scaffold_4,13871687,13902063,13889042,25000,0.000868,0.000852,0.000797,-0.03926
scaffold_4,13902064,13930257,13916050,25000,0.003054,0.003058,0.002941,-0.019835
scaffold_4,13930258,13955802,13943053,25000,0.000496,0.000496,0.00046,-0.038455
scaffold_4,13955803,13981104,13968457,25000,0.001034,0.001034,0.00096,-0.038458
scaffold_4,13981105,14006211,13993669,25000,0.000345,0.000345,0.00032,-0.03846
scaffold_4,14006212,14041333,14021457,25000,0.00112,0.001081,0.001019,-0.039874
scaffold_5,62452,219018,107159,25000,0.001529,0.002275,0.00238,0.086619
scaffold_5,219019,250690,234569,25000,0.003843,0.003975,0.005839,0.198504
scaffold_5,250691,276479,263517,25000,0.00181,0.001801,0.001704,-0.029885
scaffold_5,276480,323423,310430,25000,0.001373,0.001377,0.001276,-0.038627
scaffold_5,323424,352047,338725,25000,0.0015,0.001292,0.003177,0.392346
scaffold_5,352048,396532,379209,25000,0.001577,0.001542,0.001483,-0.026523
scaffold_5,396533,534307,453193,25000,0.002269,0.002085,0.002077,-0.024732
scaffold_5,534308,559556,546962,25000,0.002069,0.002075,0.001924,-0.038434
scaffold_5,559557,656257,640428,25000,0.002161,0.002048,0.002804,0.148157
scaffold_5,656258,709029,688327,25000,0.002338,0.002381,0.002178,-0.042166
scaffold_5,709030,739112,725589,25000,0.002856,0.002103,0.00231,-0.036884
scaffold_5,739113,766640,753000,25000,0.003596,0.003658,0.006506,0.29063
scaffold_5,766641,793718,780245,25000,0.002246,0.002198,0.008943,0.610059
scaffold_5,793719,819980,806989,25000,0.002178,0.002243,0.009524,0.630842
scaffold_5,819981,845965,832941,25000,0.001526,0.001644,0.001481,-0.03525
scaffold_5,845966,871759,858864,25000,0.00222,0.002272,0.002164,-0.019297
scaffold_5,871760,945516,884800,25000,0.002083,0.002232,0.002004,-0.03842
scaffold_5,945517,1020016,987306,25000,0.001039,0.00102,0.001798,0.279177
scaffold_5,1020017,1146990,1124108,25000,0.001543,0.001365,0.002702,0.298387
scaffold_5,1146991,1197063,1177465,25000,0.001276,0.0011,0.003046,0.438582
scaffold_5,1197064,1229774,1213158,25000,0.002076,0.001847,0.003794,0.316952
scaffold_5,1229775,1266511,1251529,25000,0.00315,0.002945,0.004796,0.229249
scaffold_5,1266512,1295718,1280293,25000,0.002362,0.002064,0.005329,0.421912
scaffold_5,1295719,1331532,1313055,25000,0.002114,0.002068,0.00198,-0.028334
scaffold_5,1331533,1359980,1346714,25000,0.00225,0.002256,0.002449,0.04321
scaffold_5,1359981,1387712,1373177,25000,0.002376,0.002384,0.004842,0.349134
scaffold_5,1387713,1426101,1409615,25000,0.002147,0.001823,0.004181,0.358555
scaffold_5,1426102,1451561,1438797,25000,0.001987,0.002048,0.004101,0.34877
scaffold_5,1451562,1477415,1464688,25000,0.002192,0.002705,0.002369,-0.017084
scaffold_5,1477416,1508132,1494029,25000,0.001574,0.002188,0.001804,-0.021722
scaffold_5,1508133,1565057,1533755,25000,0.003192,0.00322,0.003978,0.110987
scaffold_5,1565058,1594720,1580707,25000,0.003347,0.003404,0.003244,-0.020737
scaffold_5,1594721,1621961,1608274,25000,0.002398,0.002415,0.002263,-0.031994
scaffold_5,1621962,1697555,1655156,25000,0.001964,0.001874,0.003856,0.336975
scaffold_5,1697556,1749421,1727614,25000,0.001847,0.00205,0.001828,-0.033182
scaffold_5,1749422,1800360,1776194,25000,0.001204,0.001716,0.001351,-0.025857
scaffold_5,1800361,1837197,1821075,25000,0.001362,0.00166,0.002559,0.259752
scaffold_5,1837198,1882088,1865132,25000,0.001924,0.002132,0.005203,0.439954
scaffold_5,1882089,1945134,1911772,25000,0.001897,0.001829,0.00237,0.123179
scaffold_5,1945135,1981439,1965563,25000,0.001951,0.001926,0.0018,-0.038426
scaffold_5,1981440,2008557,1994556,25000,0.001326,0.001347,0.001389,0.019998
scaffold_5,2008558,2038492,2024600,25000,0.002059,0.002082,0.002006,-0.016443
scaffold_5,2038493,2065365,2051785,25000,0.00178,0.001986,0.002775,0.197163
scaffold_5,2065366,2111138,2084491,25000,0.00154,0.001784,0.001916,0.068377
scaffold_5,2111139,2188665,2161374,25000,0.001619,0.001504,0.001447,-0.039573
scaffold_5,2188666,2216105,2202228,25000,0.002349,0.002432,0.002221,-0.03832
scaffold_5,2216106,2241338,2228760,25000,0.001765,0.001621,0.001572,-0.038395
scaffold_5,2241339,2274677,2260623,25000,0.002042,0.001453,0.001631,-0.035964
scaffold_5,2274678,2371349,2347118,25000,0.002864,0.002639,0.00256,-0.037426
scaffold_5,2371350,2397553,2384160,25000,0.002455,0.002444,0.002274,-0.038497
scaffold_5,2397554,2422925,2410274,25000,0.003687,0.003746,0.003547,-0.024171
scaffold_5,2422926,2458937,2443864,25000,0.003461,0.003512,0.00335,-0.020769
scaffold_5,2458938,2484769,2471872,25000,0.003115,0.003106,0.002888,-0.038456
scaffold_5,2484771,2510597,2497615,25000,0.002586,0.002586,0.002401,-0.038454
scaffold_5,2510598,2538659,2525009,25000,0.001423,0.001477,0.001346,-0.038451
scaffold_5,2538660,2563753,2551216,25000,0.001573,0.001534,0.001443,-0.038371
scaffold_5,2563754,2595861,2579203,25000,0.001743,0.001808,0.006332,0.570961
scaffold_5,2595862,2660197,2632394,25000,0.001306,0.001315,0.001512,0.073342
scaffold_5,2660198,2687596,2673707,25000,0.001792,0.001872,0.001688,-0.044089
scaffold_5,2687597,2714722,2700907,25000,0.0012,0.001225,0.001194,-0.008143
scaffold_5,2714723,2752270,2735679,25000,0.002076,0.002185,0.00208,-0.014223
scaffold_5,2752271,2788700,2774152,25000,0.003832,0.003868,0.00595,0.219676
scaffold_5,2788701,2836352,2814427,25000,0.001646,0.001712,0.001628,-0.017482
scaffold_5,2836353,2865548,2849903,25000,0.001838,0.001808,0.002245,0.106189
scaffold_5,2865549,2891289,2878271,25000,0.002986,0.003007,0.002789,-0.037314
scaffold_5,2891290,2962435,2946622,25000,0.002816,0.002771,0.002692,-0.019098
scaffold_5,2962436,3014733,2983726,25000,0.002058,0.002092,0.002044,-0.007374
scaffold_5,3014734,3040378,3027588,25000,0.002008,0.001667,0.002059,0.058873
scaffold_5,3040379,3066729,3053164,25000,0.002026,0.001676,0.005084,0.472424
scaffold_5,3066730,3106889,3092835,25000,0.001823,0.001507,0.003402,0.339166
scaffold_5,3106890,3147632,3121511,25000,0.001166,0.001129,0.002866,0.436792
scaffold_5,3147633,3231669,3172232,25000,0.002204,0.002571,0.006495,0.469069
scaffold_5,3231670,3275011,3250859,25000,0.001518,0.001235,0.001298,-0.021051
scaffold_5,3275012,3340326,3296473,25000,0.001757,0.002465,0.004183,0.330892
scaffold_5,3340327,3366510,3353180,25000,0.001889,0.00379,0.003621,0.124918
scaffold_5,3366511,3600448,3562757,25000,0.001502,0.001586,0.001449,-0.033083
scaffold_5,3600449,3639640,3619746,25000,0.001643,0.001593,0.001515,-0.033968
scaffold_5,3639641,3703428,3668212,25000,0.001987,0.001842,0.001824,-0.025088
scaffold_5,3703429,3781170,3737809,25000,0.001669,0.001894,0.001664,-0.035448
scaffold_5,3781171,3826010,3801324,25000,0.00181,0.002028,0.001788,-0.036382
scaffold_5,3826011,3908780,3883421,25000,0.003427,0.003243,0.003205,-0.020612
scaffold_5,3908781,3937652,3924258,25000,0.00415,0.004215,0.006117,0.192583
scaffold_5,3937653,3963267,3950366,25000,0.00164,0.001327,0.003151,0.368279
scaffold_5,3963268,3990242,3976260,25000,0.001633,0.001612,0.001507,-0.038348
scaffold_5,3990243,4017511,4003645,25000,0.002705,0.002623,0.002477,-0.037801
scaffold_5,4017512,4043267,4030348,25000,0.002036,0.001623,0.001697,-0.039034
scaffold_5,4043268,4071621,4057373,25000,0.001744,0.00184,0.001657,-0.042689
scaffold_5,4071622,4106641,4089986,25000,0.002706,0.002289,0.002644,0.029276
scaffold_5,4106642,4205948,4129086,25000,0.002501,0.002556,0.005041,0.334313
scaffold_5,4205949,4244023,4224074,25000,0.003494,0.003553,0.003397,-0.019927
scaffold_5,4244024,4297399,4276998,25000,0.001889,0.001717,0.001679,-0.036535
scaffold_5,4297400,4377281,4345394,25000,0.004259,0.004469,0.007826,0.289386
scaffold_5,4377282,4403611,4390614,25000,0.001997,0.002062,0.001985,-0.010089
scaffold_5,4403612,4500193,4453021,25000,0.002105,0.002181,0.001984,-0.040165
scaffold_5,4500194,4537073,4516932,25000,0.001413,0.001401,0.001295,-0.044061
scaffold_5,4537074,4572832,4554180,25000,0.002238,0.002228,0.002083,-0.036188
scaffold_5,4572833,4598955,4585761,25000,0.003228,0.002748,0.005575,0.306204
scaffold_5,4598956,4630219,4614637,25000,0.001741,0.001921,0.002778,0.213327
scaffold_5,4630220,4656345,4643244,25000,0.00201,0.001475,0.007505,0.629304
scaffold_5,4656346,4685798,4671295,25000,0.002766,0.00362,0.006133,0.327149
scaffold_5,4685799,4711676,4698854,25000,0.002572,0.00203,0.002893,0.110341
scaffold_5,4711677,4741459,4727904,25000,0.003252,0.003693,0.003732,0.037287
scaffold_5,4741460,4767350,4754486,25000,0.001165,0.001529,0.001325,-0.008459
scaffold_5,4767351,4796030,4781412,25000,0.00149,0.001534,0.001402,-0.039224
scaffold_5,4796031,4822228,4809193,25000,0.001699,0.001692,0.001575,-0.038457
scaffold_5,4822229,4848406,4835474,25000,0.001536,0.001675,0.001491,-0.03845
scaffold_5,4848407,4874236,4861332,25000,0.00124,0.001508,0.001276,-0.038465
scaffold_5,4874237,4903372,4888639,25000,0.001154,0.001261,0.001122,-0.038439
scaffold_5,4903373,4929055,4916230,25000,0.000982,0.00113,0.000981,-0.038459
scaffold_5,4929056,4956269,4942847,25000,0.002433,0.002744,0.002422,-0.034528
scaffold_5,4956270,5073954,4989107,25000,0.001767,0.002073,0.001796,-0.034759
scaffold_5,5073955,5125708,5090196,25000,0.004251,0.004167,0.004517,0.036021
scaffold_5,5125709,5166410,5147441,25000,0.002194,0.001967,0.002161,0.014814
scaffold_5,5166411,5236326,5196703,25000,0.002381,0.002275,0.002194,-0.030825
scaffold_5,5236327,5329905,5287777,25000,0.001926,0.002121,0.001977,-0.011962
scaffold_5,5329906,5361313,5345835,25000,0.004881,0.005397,0.005015,-0.012668
scaffold_5,5361314,5416134,5398617,25000,0.001849,0.001926,0.001754,-0.038129
scaffold_5,5416135,5504168,5452517,25000,0.002108,0.001923,0.001886,-0.030442
scaffold_5,5504169,5533442,5518849,25000,0.001446,0.001343,0.001329,-0.025669
scaffold_5,5533443,5580594,5560947,25000,0.001146,0.001189,0.001235,0.030385
scaffold_5,5580595,5617957,5601882,25000,0.001902,0.001839,0.00174,-0.037491
scaffold_5,5617958,5652887,5635891,25000,0.002086,0.002375,0.002143,-0.020718
scaffold_5,5652888,5679351,5666345,25000,0.001701,0.002002,0.00172,-0.038307
scaffold_5,5679352,5708285,5693863,25000,0.002082,0.00209,0.001935,-0.038973
scaffold_5,5708286,5746550,5726704,25000,0.001545,0.00138,0.001398,-0.023459
scaffold_5,5746551,5882702,5814712,25000,0.001715,0.002718,0.002304,0.01992
scaffold_5,5882703,5908789,5895865,25000,0.00157,0.001486,0.001418,-0.038998
scaffold_5,5908790,5935147,5921941,25000,0.001527,0.001366,0.001343,-0.038589
scaffold_5,5935148,5963250,5950042,25000,0.001859,0.002225,0.001895,-0.038621
scaffold_5,5963251,5993645,5977201,25000,0.001307,0.001623,0.00136,-0.038754
scaffold_5,5993646,6026481,6007133,25000,0.002185,0.003253,0.003606,0.144719
scaffold_5,6026482,6065868,6045024,25000,0.003277,0.007107,0.009789,0.314652
scaffold_5,6065869,6093306,6079808,25000,0.002077,0.002039,0.001911,-0.038513
scaffold_5,6093307,6169669,6120251,25000,0.001578,0.001581,0.001468,-0.038457
scaffold_5,6169670,6229134,6212954,25000,0.001651,0.001725,0.001546,-0.0486
scaffold_5,6229135,6261500,6243929,25000,0.004276,0.004801,0.004665,0.013308
scaffold_5,6261501,6347157,6316468,25000,0.00145,0.001501,0.001634,0.052609
scaffold_5,6347158,6397501,6367918,25000,0.001505,0.001429,0.001406,-0.021738
scaffold_5,6397502,6448942,6429118,25000,0.00119,0.003893,0.009506,0.58454
scaffold_5,6448943,6490756,6471823,25000,0.002086,0.003772,0.004757,0.244539
scaffold_5,6490757,6547072,6514768,25000,0.002059,0.002032,0.001901,-0.037967
scaffold_5,6547073,6589110,6569066,25000,0.004123,0.004422,0.004795,0.059591
scaffold_5,6589111,6652525,6609083,25000,0.004311,0.002924,0.004824,0.147464
scaffold_5,6652526,6715210,6691027,25000,0.001666,0.003133,0.003896,0.244311
scaffold_5,6715211,6773169,6749476,25000,0.001997,0.001941,0.003891,0.333803
scaffold_5,6773170,6843849,6828585,25000,0.001381,0.001156,0.001161,-0.046391
scaffold_5,6843850,6895585,6868278,25000,0.004106,0.001537,0.003484,0.132494
scaffold_5,6895586,6969379,6938050,25000,0.001563,0.001268,0.001384,-0.011319
scaffold_5,6969380,7017268,6991294,25000,0.002645,0.002251,0.002882,0.085811
scaffold_5,7017269,7088067,7041693,25000,0.001756,0.001728,0.001661,-0.024711
scaffold_5,7088068,7173313,7119595,25000,0.004171,0.005546,0.005134,0.02827
scaffold_5,7173314,7232051,7197567,25000,0.003096,0.003744,0.003326,-0.014396
scaffold_5,7232053,7261158,7247313,25000,0.002049,0.001773,0.001775,-0.038333
scaffold_5,7261159,7300670,7278639,25000,0.001685,0.001682,0.001544,-0.045359
scaffold_5,7300671,7326894,7313710,25000,0.001388,0.001386,0.001291,-0.037407
scaffold_5,7326895,7380786,7354949,25000,0.003348,0.002788,0.002977,-0.019321
scaffold_5,7380787,7457380,7428008,25000,0.00342,0.001973,0.002803,0.019699
scaffold_5,7457381,7544689,7509211,25000,0.002373,0.002115,0.00216,-0.019889
scaffold_5,7544690,7575959,7560170,25000,0.002732,0.002156,0.00235,-0.020298
scaffold_5,7575960,7631268,7611526,25000,0.001925,0.002024,0.001845,-0.03518
scaffold_5,7631269,7742667,7695631,25000,0.002163,0.001937,0.002067,0.004238
scaffold_5,7742668,7854571,7808756,25000,0.002644,0.00252,0.002511,-0.014424
scaffold_5,7854573,7908146,7887290,25000,0.003684,0.002307,0.003682,0.106101
scaffold_5,7908147,7958859,7937089,25000,0.001966,0.001937,0.0022,0.061901
scaffold_5,7958860,8019318,7993331,25000,0.002395,0.003013,0.003842,0.175295
scaffold_5,8019319,8079705,8062370,25000,0.001667,0.002641,0.003217,0.202342
scaffold_5,8079706,8168243,8123598,25000,0.002151,0.002053,0.003487,0.242501
scaffold_5,8168244,8259244,8238472,25000,0.001324,0.002308,0.001813,-0.000987
scaffold_5,8259245,8316173,8291413,25000,0.001828,0.003118,0.003077,0.112468
scaffold_5,8316174,8394974,8375771,25000,0.001271,0.001258,0.001201,-0.026718
scaffold_5,8394975,8438224,8419321,25000,0.003233,0.003209,0.003088,-0.021747
scaffold_5,8438225,8466498,8452471,25000,0.001717,0.001696,0.001625,-0.025353
scaffold_5,8466499,8497184,8482751,25000,0.001361,0.001379,0.001277,-0.036643
scaffold_5,8497185,8531453,8513731,25000,0.002688,0.002657,0.00248,-0.038801
scaffold_5,8531454,8578675,8558413,25000,0.00194,0.001972,0.001815,-0.038778
scaffold_5,8578676,8615001,8597918,25000,0.001917,0.001678,0.00167,-0.038178
scaffold_5,8615002,8651085,8633609,25000,0.002111,0.00197,0.00189,-0.039785
scaffold_5,8651086,8687625,8669222,25000,0.003058,0.002786,0.002722,-0.036837
scaffold_5,8687628,8758799,8720753,25000,0.001837,0.001821,0.00168,-0.04417
scaffold_5,8758800,8793660,8775516,25000,0.00235,0.00261,0.002314,-0.035895
scaffold_5,8793661,8841252,8813149,25000,0.001816,0.002058,0.001826,-0.041156
scaffold_5,8841253,8894610,8871567,25000,0.004241,0.004615,0.004244,-0.021997
scaffold_5,8894611,8921375,8908174,25000,0.002494,0.002346,0.003045,0.117145
scaffold_5,8921376,8950510,8935994,25000,0.001965,0.002007,0.002726,0.161917
scaffold_5,8950511,8977031,8963487,25000,0.002028,0.002002,0.001871,-0.03855
scaffold_5,8977032,9004511,8991217,25000,0.004765,0.004735,0.004541,-0.023357
scaffold_5,9004512,9041341,9023425,25000,0.001017,0.001075,0.000971,-0.038459
scaffold_5,9041342,9073326,9056914,25000,0.00117,0.001253,0.001126,-0.038155
scaffold_5,9073327,9100974,9087137,25000,0.00235,0.00211,0.002071,-0.038498
scaffold_5,9100975,9135361,9119100,25000,0.00203,0.001745,0.00177,-0.033233
scaffold_5,9135362,9245872,9180574,25000,0.001138,0.000973,0.000989,-0.033583
scaffold_5,9245873,9306016,9276498,25000,0.00356,0.003323,0.004222,0.105216
scaffold_5,9306017,9369687,9344194,25000,0.001628,0.001403,0.001422,-0.032849
scaffold_5,9369688,9395704,9382621,25000,0.002437,0.002427,0.002256,-0.03897
scaffold_5,9395705,9421284,9408464,25000,0.00196,0.001947,0.001848,-0.02886
scaffold_5,9421285,9446915,9434278,25000,0.002083,0.002055,0.001922,-0.038318
scaffold_5,9446916,9472609,9460050,25000,0.001526,0.001551,0.001427,-0.039096
scaffold_5,9472610,9513070,9486372,25000,0.001928,0.001902,0.001783,-0.037208
scaffold_5,9513071,9538674,9525876,25000,0.001929,0.001893,0.001776,-0.038001
scaffold_5,9538675,9571479,9554412,25000,0.001397,0.001496,0.001347,-0.037077
scaffold_5,9571481,9599890,9585399,25000,0.001853,0.002066,0.001817,-0.03917
scaffold_5,9599891,9639387,9620291,25000,0.003421,0.004129,0.003862,-0.003947
scaffold_5,9639388,9667004,9653275,25000,0.001182,0.003398,0.003219,0.111217
scaffold_5,9667005,9752881,9710281,25000,0.002008,0.002334,0.002132,-0.009284
scaffold_5,9752882,9781430,9766102,25000,0.00332,0.003325,0.003085,-0.038529
scaffold_5,9781431,9807028,9794272,25000,0.004491,0.004572,0.004347,-0.02154
scaffold_5,9807029,9856322,9826668,25000,0.001856,0.001821,0.001704,-0.039346
scaffold_5,9856323,9913801,9897004,25000,0.002025,0.001951,0.002244,0.0625
scaffold_5,9913802,9940827,9927336,25000,0.001963,0.002075,0.001876,-0.037934
scaffold_5,9940828,9969610,9955629,25000,0.001563,0.001616,0.001476,-0.038356
scaffold_5,9969611,9996184,9983034,25000,0.001651,0.001676,0.001682,0.005649
scaffold_5,9996185,10068816,10012607,25000,0.002727,0.002759,0.002617,-0.024355
scaffold_5,10068817,10094644,10081674,25000,0.001589,0.001145,0.00127,-0.038387
scaffold_5,10094645,10121120,10107712,25000,0.001791,0.001793,0.001664,-0.038487
scaffold_5,10121121,10148077,10134964,25000,0.002398,0.002395,0.002227,-0.038176
scaffold_5,10148078,10178695,10161735,25000,0.001552,0.001538,0.001433,-0.038943
scaffold_5,10178696,10207224,10191769,25000,0.001294,0.001265,0.001186,-0.039267
scaffold_5,10207225,10242299,10222689,25000,0.002804,0.002272,0.003143,0.109993
scaffold_5,10242300,10294003,10256717,25000,0.002687,0.001827,0.008474,0.589861
scaffold_5,10294004,10330469,10307399,25000,0.001762,0.001742,0.001673,-0.023436
scaffold_5,10330470,10356602,10343813,25000,0.004359,0.00432,0.004162,-0.021721
scaffold_5,10356603,10383131,10369719,25000,0.004589,0.004843,0.006107,0.13263
scaffold_5,10383132,10409775,10396490,25000,0.00237,0.002425,0.003752,0.226451
scaffold_5,10409776,10436228,10422959,25000,0.002098,0.002401,0.004804,0.370587
scaffold_5,10436229,10463520,10449224,25000,0.002017,0.001803,0.005236,0.474563
scaffold_5,10463521,10497630,10482783,25000,0.0016,0.00153,0.003191,0.343487
scaffold_5,10497631,10569158,10544257,25000,0.002999,0.002705,0.002658,-0.036553
scaffold_5,10569159,10596300,10583209,25000,0.00145,0.001367,0.001314,-0.036019
scaffold_5,10596301,10625385,10611930,25000,0.001897,0.00158,0.001627,-0.034301
scaffold_5,10625386,10651223,10638256,25000,0.001539,0.001426,0.001376,-0.038459
scaffold_5,10651224,10677237,10664165,25000,0.001927,0.001828,0.001743,-0.038513
scaffold_5,10677238,10780866,10746812,25000,0.003415,0.003177,0.003149,-0.023659
scaffold_5,10780867,10814392,10795206,25000,0.002104,0.002023,0.001928,-0.035261
scaffold_5,10814393,10848934,10833802,25000,0.002146,0.002298,0.002051,-0.041721
scaffold_5,10848935,10889480,10875452,25000,0.001954,0.001916,0.001795,-0.039072
scaffold_5,10889481,10918009,10903749,25000,0.001166,0.00116,0.001151,-0.005339
scaffold_5,10918010,10960305,10934175,25000,0.001875,0.002058,0.002138,0.04326
scaffold_5,10960306,11009756,10979733,25000,0.001964,0.001944,0.002069,0.029557
scaffold_5,11009757,11046499,11027960,25000,0.001687,0.001668,0.001596,-0.02569
scaffold_5,11046500,11081421,11064989,25000,0.001973,0.001995,0.001923,-0.016068
scaffold_5,11081422,11107511,11094446,25000,0.000721,0.000964,0.000782,-0.038617
scaffold_5,11107512,11136731,11121771,25000,0.00234,0.002321,0.00224,-0.020533
scaffold_5,11136732,11162623,11149692,25000,0.001467,0.001469,0.001363,-0.038435
scaffold_5,11162624,11212555,11193046,25000,0.001291,0.001298,0.002279,0.282209
scaffold_5,11212556,11267566,11248512,25000,0.002067,0.002728,0.00578,0.422427
scaffold_5,11267567,11446072,11356432,25000,0.002399,0.002377,0.003241,0.156217
scaffold_5,11446073,11482111,11465942,25000,0.0009,0.000902,0.000835,-0.039827
scaffold_5,11482112,11519091,11497014,25000,0.001319,0.001309,0.001232,-0.033215
scaffold_5,11519092,11624171,11586289,25000,0.002968,0.001947,0.00525,0.376295
scaffold_5,11624172,11679445,11650851,25000,0.003059,0.003196,0.006756,0.375672
scaffold_5,11679446,11730469,11702321,25000,0.003325,0.003006,0.003775,0.090806
scaffold_5,11730471,11832782,11790883,25000,0.003389,0.003169,0.003525,0.037455
scaffold_5,11832783,11873756,11853875,25000,0.002302,0.002708,0.002802,0.057815
scaffold_5,11873757,11909336,11892707,25000,0.003173,0.002496,0.002769,-0.012183
scaffold_5,11909337,12011104,11972483,25000,0.001945,0.0026,0.002662,0.082909
scaffold_5,12011105,12172168,12117968,25000,0.00191,0.002047,0.001865,-0.030734
scaffold_5,12172169,12212670,12191966,25000,0.001362,0.001295,0.001223,-0.04087
scaffold_5,12212671,12248124,12231894,25000,0.001794,0.0023,0.00245,0.083031
scaffold_5,12248125,12309083,12280023,25000,0.001966,0.001771,0.001747,-0.034962
scaffold_5,12309085,12358945,12334393,25000,0.002485,0.002764,0.003473,0.14367
scaffold_5,12358946,12467535,12398886,25000,0.001948,0.002499,0.002192,-0.007352
