scaffold,start,end,mid,sites,pi_Ppr1,pi_Ppr2,dxy_Ppr1_Ppr2,Fst_Ppr1_Ppr2
chr4,14335875,14451813,14395896,25000,0.002558,0.00258,0.006898,0.467858
chr4,14451814,14546629,14512221,25000,0.002742,0.003903,0.009804,0.504412
chr4,14546630,14580934,14562341,25000,0.003522,0.003496,0.011505,0.543106
chr4,14580935,14608569,14594686,25000,0.002042,0.00238,0.011138,0.678138
chr4,14608570,14637700,14622085,25000,0.001331,0.003774,0.012641,0.673408
chr4,14637701,14663517,14650693,25000,0.001858,0.004155,0.014127,0.658667
chr4,14663518,14697440,14678422,25000,0.00163,0.004457,0.010694,0.567405
chr4,14697441,14724638,14711001,25000,0.002783,0.00291,0.011363,0.609566
chr4,14724639,14756695,14738081,25000,0.005184,0.005059,0.013495,0.46033
chr4,14756696,14783901,14770241,25000,0.002249,0.002615,0.004886,0.344916
chr4,14783902,14809951,14796844,25000,0.003393,0.002339,0.009732,0.555556
chr4,14809952,14838707,14825006,25000,0.004839,0.002348,0.015103,0.625617
chr4,14838708,14864009,14851340,25000,0.003353,0.00258,0.004856,0.249479
chr4,14864010,14889252,14876628,25000,0.001373,0.001724,0.003774,0.428504
chr4,14889253,14926289,14909227,25000,0.001688,0.002163,0.003738,0.329323
chr4,14926290,14951605,14938938,25000,0.002939,0.002821,0.010604,0.583212
chr4,14951606,14977054,14964370,25000,0.002239,0.002497,0.007362,0.52396
chr4,14977055,15002665,14989776,25000,0.004929,0.004132,0.008432,0.31004
chr4,15002666,15029297,15015941,25000,0.003717,0.003761,0.006916,0.307108
chr4,15029298,15055766,15042639,25000,0.002359,0.003035,0.005791,0.374451
chr4,15055767,15081317,15068535,25000,0.002753,0.002631,0.006812,0.443968
chr4,15081318,15106693,15093988,25000,0.003559,0.003706,0.007496,0.356846
chr4,15106694,15133461,15119657,25000,0.002792,0.001888,0.007011,0.510127
chr4,15133462,15160380,15147652,25000,0.003299,0.002491,0.010838,0.588743
chr4,15160381,15186015,15173022,25000,0.002792,0.002652,0.005957,0.382737
chr4,15186016,15213628,15200724,25000,0.00193,0.001645,0.005749,0.536231
chr4,15213629,15243897,15228640,25000,0.003597,0.002878,0.01,0.521493
chr4,15243898,15271125,15258078,25000,0.003611,0.003209,0.006231,0.301539
chr4,15271126,15296534,15283833,25000,0.001439,0.001682,0.003239,0.359474
chr4,15296535,15321790,15309145,25000,0.001982,0.001713,0.002814,0.214501
chr4,15321791,15347192,15334451,25000,0.001215,0.001129,0.0019,0.245027
chr4,15347193,15373093,15360139,25000,0.00232,0.001869,0.003138,0.206232
chr4,15373094,15400629,15387227,25000,0.003435,0.00707,0.009778,0.310123
chr4,15400630,15426307,15413513,25000,0.001613,0.002098,0.003207,0.27533
chr4,15426308,15451736,15439047,25000,0.002938,0.003039,0.005322,0.289427
chr4,15451737,15477427,15464508,25000,0.002435,0.003342,0.008455,0.501364
chr4,15477428,15503133,15490314,25000,0.003513,0.003746,0.008333,0.403409
chr4,15503134,15528342,15515739,25000,0.002483,0.002133,0.005441,0.41454
chr4,15528343,15553850,15541058,25000,0.00166,0.00216,0.002789,0.193605
chr4,15553851,15580201,15566989,25000,0.002271,0.002002,0.002985,0.171631
chr4,15580202,15606049,15593109,25000,0.003909,0.002016,0.014131,0.662931
chr4,15606050,15631767,15619056,25000,0.003718,0.003061,0.011487,0.554859
chr4,15631768,15657519,15644616,25000,0.005667,0.004604,0.007935,0.2214
chr4,15657520,15682874,15670225,25000,0.003096,0.00263,0.004554,0.235547
chr4,15682875,15708654,15695830,25000,0.004616,0.003469,0.0082,0.349201
chr4,15708655,15734182,15721365,25000,0.002398,0.002783,0.006569,0.444804
chr4,15734183,15759438,15746785,25000,0.002434,0.00227,0.005658,0.423
chr4,15759439,15784639,15772037,25000,0.002598,0.002901,0.003951,0.18578
chr4,15784640,15809920,15797260,25000,0.003383,0.003242,0.005385,0.24617
chr4,15809921,15838954,15823655,25000,0.002899,0.002781,0.009612,0.554349
chr4,15838955,15864844,15851798,25000,0.002012,0.002266,0.00562,0.459127
chr4,15864845,15891276,15878401,25000,0.002046,0.001442,0.005689,0.54143
chr4,15891277,15923526,15907500,25000,0.0023,0.001653,0.00235,0.089594
chr4,15923527,15948865,15936248,25000,0.002338,0.002295,0.002758,0.090344
chr4,15948866,15974724,15961834,25000,0.002655,0.002458,0.003758,0.196866
chr4,15974725,16003507,15988195,25000,0.003339,0.003263,0.010003,0.514411
chr4,16003508,16036154,16019901,25000,0.002529,0.003514,0.007455,0.433607
chr4,16036155,16061610,16048942,25000,0.003238,0.002931,0.007354,0.419348
chr4,16061611,16088089,16074612,25000,0.002593,0.002272,0.008627,0.57058
chr4,16088090,16114936,16101690,25000,0.004323,0.003874,0.010026,0.430072
chr4,16114937,16150810,16129684,25000,0.004271,0.002994,0.009771,0.468585
chr4,16150811,16176743,16163627,25000,0.00481,0.004347,0.012733,0.481669
chr4,16176744,16203148,16190104,25000,0.003881,0.003752,0.008082,0.368371
chr4,16203149,16229135,16215969,25000,0.003923,0.003276,0.014551,0.613489
chr4,16229136,16257544,16243347,25000,0.003118,0.003171,0.006353,0.347406
chr4,16257545,16283031,16270322,25000,0.003456,0.003022,0.008138,0.441117
chr4,16283032,16313638,16298269,25000,0.003456,0.004127,0.009691,0.448018
chr4,16313639,16339330,16326584,25000,0.002509,0.003568,0.006165,0.349343
chr4,16339331,16364822,16352113,25000,0.00379,0.003347,0.005973,0.260134
chr4,16364823,16394997,16378965,25000,0.002209,0.002759,0.006696,0.469439
chr4,16394998,16427441,16412356,25000,0.002942,0.003298,0.004945,0.233788
chr4,16427442,16460255,16444110,25000,0.002762,0.002563,0.008143,0.52154
chr4,16460256,16488083,16473717,25000,0.004828,0.004903,0.007586,0.225878
chr4,16488084,16527197,16507925,25000,0.002463,0.004619,0.008839,0.438403
chr4,16527198,16552807,16539972,25000,0.002153,0.002884,0.011643,0.653994
chr4,16552808,16586270,16570528,25000,0.005015,0.003594,0.012696,0.504223
chr4,16586271,16621238,16603670,25000,0.004227,0.002486,0.009114,0.472286
chr4,16621239,16647146,16634204,25000,0.00323,0.004083,0.006589,0.294956
chr4,16647147,16678727,16663052,25000,0.004334,0.004232,0.006394,0.204534
chr4,16678728,16704370,16691596,25000,0.003128,0.002927,0.008616,0.490548
chr4,16704371,16730063,16717224,25000,0.001639,0.001645,0.001846,0.060907
chr4,16730064,16756185,16742938,25000,0.00303,0.0032,0.010924,0.566747
chr4,16756186,16788156,16770063,25000,0.002402,0.002198,0.003842,0.25916
chr4,16788157,16833447,16814978,25000,0.002018,0.006828,0.008989,0.350116
chr4,16833448,16916256,16867750,25000,0.002676,0.002297,0.005299,0.37111
chr4,16916257,16948797,16933500,25000,0.004342,0.002922,0.007642,0.365501
chr4,16948798,16974900,16961682,25000,0.003768,0.003138,0.011783,0.557244
chr4,16974901,17055898,17030897,25000,0.005208,0.003544,0.010544,0.423735
chr4,17055899,17082113,17069036,25000,0.006018,0.004814,0.011931,0.385614
chr4,17082114,17138365,17110228,25000,0.00963,0.006228,0.01719,0.378647
chr4,17138366,17174875,17157097,25000,0.003825,0.004018,0.005994,0.216137
chr4,17174876,17203823,17188536,25000,0.003019,0.003599,0.00528,0.237061
chr4,17203824,17262404,17230000,25000,0.003915,0.004018,0.004069,0.013298
chr4,17262405,17340893,17324557,25000,0.002429,0.002585,0.004315,0.273437
chr4,17340894,17366288,17353569,25000,0.003327,0.003919,0.007769,0.373875
chr4,17366289,17410338,17385123,25000,0.002326,0.003005,0.005632,0.367289
chr4,17410339,17450173,17426975,25000,0.002723,0.003036,0.006559,0.399962
chr4,17450174,17485993,17466242,25000,0.003739,0.003932,0.004179,0.04466
chr4,17485994,17513588,17499183,25000,0.004306,0.003646,0.007618,0.323355
chr4,17513589,17655506,17566288,25000,0.002907,0.003641,0.00367,0.058691
chr4,17655507,17686077,17672289,25000,0.004257,0.006379,0.009282,0.280009
chr4,17686078,17714594,17700782,25000,0.004448,0.004562,0.012896,0.492869
chr4,17714595,17741904,17728321,25000,0.005983,0.00622,0.013366,0.383185
chr4,17741905,17767748,17754793,25000,0.00413,0.003431,0.00971,0.450071
chr4,17767749,17793601,17780739,25000,0.003597,0.003248,0.011025,0.53679
chr4,17793602,17838790,17809995,25000,0.002592,0.003166,0.009542,0.547033
chr4,17838791,17900368,17876613,25000,0.004677,0.003698,0.010749,0.449771
chr4,17900369,17930163,17915788,25000,0.004145,0.004559,0.006297,0.189104
chr4,17930164,17959566,17944549,25000,0.00311,0.003887,0.013902,0.608067
chr4,17959567,17993882,17973955,25000,0.002515,0.003109,0.006613,0.41352
chr4,17993883,18020866,18006871,25000,0.003459,0.003697,0.009948,0.481518
chr4,18020867,18052924,18038665,25000,0.004547,0.004941,0.014327,0.513148
chr4,18052925,18079491,18066187,25000,0.003492,0.005203,0.009705,0.391373
chr4,18079492,18119169,18096827,25000,0.003085,0.005708,0.01024,0.409459
chr4,18119170,18144863,18132098,25000,0.002079,0.00271,0.005039,0.365644
chr4,18144864,18170684,18157849,25000,0.002885,0.002683,0.005287,0.319267
chr4,18170685,18196688,18183834,25000,0.003555,0.002573,0.006545,0.372186
chr4,18196689,18225981,18211607,25000,0.005861,0.004851,0.011447,0.372372
chr4,18225982,18294205,18276240,25000,0.005258,0.003354,0.006683,0.224162
chr4,18294206,18448272,18348187,25000,0.005259,0.003255,0.006772,0.23563
chr4,18448273,18520696,18504127,25000,0.004329,0.00206,0.004248,0.146898
chr4,18520697,18563492,18534425,25000,0.004589,0.003176,0.011152,0.494155
chr4,18563493,18591568,18577324,25000,0.007779,0.00571,0.012232,0.297996
chr4,18591569,18653005,18631427,25000,0.005195,0.003928,0.007555,0.255031
chr4,18653006,18681743,18667564,25000,0.008265,0.004339,0.01666,0.461671
chr4,18681744,18728864,18706165,25000,0.004195,0.004377,0.006413,0.205619
chr4,18728865,18761109,18745027,25000,0.005925,0.004706,0.007262,0.160448
chr4,18761110,18803173,18784806,25000,0.004233,0.004357,0.006838,0.236066
chr4,18803174,18830467,18817358,25000,0.003094,0.005105,0.006783,0.254536
chr4,18830468,18858531,18844826,25000,0.004961,0.00696,0.010226,0.271881
chr4,18858532,18885515,18872196,25000,0.00202,0.004822,0.006107,0.29063
chr4,18885516,18911839,18899055,25000,0.003813,0.00554,0.013114,0.484888
chr4,18911840,18959145,18932832,25000,0.005707,0.005689,0.014547,0.447584
chr4,18959146,18994938,18978871,25000,0.003326,0.008244,0.010014,0.276106
chr4,18994939,19022288,19008291,25000,0.003116,0.002451,0.004879,0.282012
chr4,19022289,19092683,19060011,25000,0.001648,0.005766,0.00924,0.437755
chr4,19092684,19139813,19118643,25000,0.005242,0.003545,0.011859,0.469927
chr4,19139814,19165312,19152590,25000,0.005025,0.003448,0.011853,0.484045
chr4,19165313,19194788,19180502,25000,0.003092,0.002803,0.009734,0.545704
chr4,19194789,19249822,19220095,25000,0.002666,0.002168,0.008291,0.559071
chr4,19249823,19361991,19326049,25000,0.005141,0.003155,0.013783,0.547883
chr4,19361992,19398950,19377781,25000,0.003746,0.00407,0.007998,0.353198
chr4,19398951,19430124,19413672,25000,0.00474,0.003099,0.013772,0.567374
chr4,19430125,19456140,19443207,25000,0.004843,0.005038,0.01407,0.490877
chr4,19456142,19481932,19468967,25000,0.004467,0.003363,0.010477,0.466524
chr4,19481933,19508008,19495128,25000,0.004309,0.002143,0.004716,0.19416
chr4,19508009,19546900,19521738,25000,0.005806,0.003068,0.010763,0.426515
chr4,19546901,19577290,19564360,25000,0.003791,0.004956,0.0106,0.426191
chr4,19577291,19623349,19604744,25000,0.002194,0.003088,0.005368,0.3502
chr4,19623350,19665874,19644323,25000,0.003562,0.002356,0.012232,0.620501
chr4,19665875,19691832,19678726,25000,0.002992,0.004105,0.012606,0.571124
chr4,19691833,19718389,19704961,25000,0.003023,0.003452,0.014889,0.65252
chr4,19718390,19748091,19733234,25000,0.004366,0.005413,0.015684,0.535275
chr4,19748092,19775142,19762081,25000,0.004834,0.005769,0.015905,0.510659
chr4,19775143,19860157,19805524,25000,0.003414,0.002765,0.013777,0.643475
chr4,19860158,19905715,19875139,25000,0.00373,0.003444,0.015878,0.641319
chr4,19905716,19933035,19919019,25000,0.003231,0.002351,0.007334,0.459267
chr4,19933036,19999029,19955665,25000,0.003631,0.002348,0.013564,0.648547
chr4,19999030,20079535,20053075,25000,0.003567,0.003558,0.015677,0.639507
chr4,20079536,20106098,20092549,25000,0.002328,0.002744,0.00846,0.549307
chr4,20106099,20134659,20119731,25000,0.003326,0.003933,0.009344,0.45098
chr4,20134660,20203680,20165275,25000,0.006242,0.002392,0.011754,0.47336
chr4,20203681,20243894,20223044,25000,0.005777,0.003449,0.006341,0.163472
chr4,20243895,20342610,20295783,25000,0.007318,0.003595,0.007571,0.168219
chr4,20342611,20372762,20356819,25000,0.004389,0.005167,0.012343,0.452391
chr4,20372763,20398307,20385523,25000,0.004054,0.002899,0.005374,0.221698
chr4,20398308,20446899,20416231,25000,0.003465,0.003051,0.008181,0.440835
chr4,20446900,20473300,20460163,25000,0.004987,0.005843,0.019807,0.581021
chr4,20473301,20499997,20487226,25000,0.002613,0.002772,0.007501,0.482418
chr4,20499998,20525568,20512794,25000,0.002461,0.002381,0.00605,0.438783
chr4,20525569,20553123,20539066,25000,0.004215,0.003651,0.012171,0.522134
chr4,20553124,20578836,20565965,25000,0.003774,0.003568,0.013258,0.576714
chr4,20578837,20605110,20591828,25000,0.002488,0.002609,0.005308,0.360875
chr4,20605111,20630913,20618000,25000,0.005334,0.005532,0.009887,0.299555
chr4,20630914,20656531,20643746,25000,0.003446,0.003573,0.009082,0.453097
chr4,20656532,20683385,20669817,25000,0.004594,0.002915,0.015424,0.618562
chr4,20683386,20709160,20696202,25000,0.004179,0.003594,0.007256,0.31145
chr4,20709161,20735078,20722187,25000,0.003417,0.003692,0.004296,0.098168
chr4,20735079,20760725,20747864,25000,0.003231,0.003274,0.008957,0.477839
chr4,20760726,20787180,20773964,25000,0.002503,0.008865,0.012363,0.380045
chr4,20787181,20813167,20800200,25000,0.002521,0.003485,0.006658,0.388404
chr4,20813168,20839830,20826429,25000,0.003273,0.002781,0.005476,0.296822
chr4,20839831,20869163,20854117,25000,0.008555,0.003957,0.01203,0.325026
chr4,20869164,20938769,20902824,25000,0.004097,0.004476,0.00623,0.191287
chr4,20938770,20979032,20960723,25000,0.005695,0.00538,0.010458,0.316758
chr4,20979033,21029904,21003154,25000,0.005481,0.005817,0.014229,0.442118
chr4,21029905,21074826,21053394,25000,0.003239,0.003876,0.006935,0.331278
chr4,21074827,21128129,21106833,25000,0.005276,0.004143,0.013384,0.490066
chr4,21128130,21154870,21141539,25000,0.007399,0.003639,0.009472,0.27206
chr4,21154871,21180974,21167882,25000,0.004697,0.002814,0.006853,0.300854
chr4,21180975,21212989,21196121,25000,0.002662,0.002656,0.004018,0.210432
chr4,21212990,21239979,21226498,25000,0.004048,0.004003,0.009809,0.428416
chr4,21239980,21268550,21254861,25000,0.004792,0.00466,0.012367,0.457563
chr4,21268551,21294029,21281293,25000,0.003199,0.003268,0.006982,0.376952
chr4,21294030,21344937,21315508,25000,0.003839,0.003927,0.006426,0.254664
chr4,21344938,21371081,21357837,25000,0.006496,0.002964,0.012678,0.467167
chr4,21371082,21402730,21387928,25000,0.00626,0.00356,0.010561,0.375212
chr4,21402731,21471254,21425407,25000,0.009776,0.008594,0.01291,0.174661
chr4,21471255,21523758,21501447,25000,0.003368,0.004249,0.007246,0.320123
chr4,21523759,21566310,21547582,25000,0.004287,0.003039,0.00889,0.426738
chr4,21566311,21592438,21579369,25000,0.002575,0.002462,0.003349,0.146767
chr4,21592439,21618038,21605282,25000,0.002916,0.003143,0.006558,0.378022
chr4,21618039,21646567,21631656,25000,0.006146,0.004569,0.014767,0.478151
chr4,21646568,21673246,21659568,25000,0.006338,0.005202,0.009582,0.256302
chr4,21673247,21699513,21686481,25000,0.003723,0.007799,0.015314,0.463865
chr4,21699514,21725381,21712404,25000,0.0046,0.004383,0.013916,0.52261
chr4,21725382,21758988,21739014,25000,0.003554,0.00317,0.01655,0.671798
chr4,21758989,21784878,21771906,25000,0.005763,0.005469,0.016299,0.498134
chr4,21784879,21814287,21798611,25000,0.006985,0.003706,0.015278,0.492258
chr4,21814288,21844920,21831206,25000,0.004318,0.00438,0.013755,0.530217
chr4,21844921,21870816,21857806,25000,0.005032,0.005602,0.012468,0.412369
chr4,21870817,21896333,21883604,25000,0.002078,0.002526,0.00381,0.254777
chr4,21896334,21952643,21917728,25000,0.003928,0.004398,0.010652,0.452375
chr4,21952644,21984175,21967131,25000,0.006596,0.006229,0.013584,0.368477
chr4,21984176,22016915,22002646,25000,0.003802,0.003337,0.013035,0.580457
chr4,22016916,22042570,22029690,25000,0.003398,0.003064,0.006745,0.361963
chr4,22042571,22069129,22055755,25000,0.003608,0.007022,0.009298,0.281077
chr4,22069130,22116793,22097864,25000,0.003371,0.004342,0.00569,0.198733
chr4,22116794,22146003,22131836,25000,0.004644,0.003187,0.008249,0.366038
chr4,22146004,22173903,22159532,25000,0.006125,0.004634,0.011999,0.39098
chr4,22173904,22217682,22193660,25000,0.007279,0.005747,0.011304,0.277343
chr4,22217683,22291302,22264529,25000,0.006677,0.006953,0.00911,0.149443
chr4,22291303,22321331,22306139,25000,0.007644,0.004772,0.01351,0.380328
chr4,22321332,22365299,22346598,25000,0.003427,0.003212,0.008175,0.432781
chr4,22365300,22397226,22383705,25000,0.003303,0.004137,0.016719,0.64578
chr4,22397227,22424797,22410436,25000,0.004248,0.004683,0.01571,0.567795
chr4,22424798,22454093,22440318,25000,0.006252,0.004261,0.009167,0.279628
chr4,22454094,22513041,22489891,25000,0.003526,0.00373,0.005329,0.196526
chr4,22513042,22555274,22536036,25000,0.00315,0.004844,0.007899,0.337387
chr4,22555275,22592843,22572803,25000,0.004159,0.004171,0.00879,0.366854
chr4,22592844,22627036,22610546,25000,0.003703,0.002876,0.010604,0.537059
chr4,22627037,22695758,22654988,25000,0.003277,0.003478,0.014515,0.632436
chr4,22695759,22761949,22733618,25000,0.003945,0.005648,0.007434,0.22294
chr4,22761950,22790103,22775925,25000,0.004193,0.00767,0.009448,0.236262
chr4,22790104,22818687,22804052,25000,0.003698,0.008732,0.014372,0.406437
chr4,22818688,22846135,22832651,25000,0.003979,0.005681,0.009567,0.338507
chr4,22846136,22881298,22862457,25000,0.001489,0.001554,0.001487,-0.011679
chr4,22881299,22914575,22900470,25000,0.00455,0.00424,0.008108,0.305965
chr4,22914576,22941238,22927748,25000,0.003549,0.003389,0.015188,0.638046
chr4,22941239,23018138,22972994,25000,0.001601,0.001966,0.001757,-0.007682
chr4,23018139,23088106,23059466,25000,0.006112,0.008225,0.011981,0.259405
chr4,23088107,23124809,23107614,25000,0.003183,0.003822,0.007043,0.34525
chr4,23124810,23173184,23147078,25000,0.007122,0.004704,0.011362,0.324709
chr4,23173185,23211559,23194687,25000,0.007056,0.006175,0.01019,0.219933
chr4,23211560,23282707,23257948,25000,0.004213,0.002819,0.004608,0.139458
chr4,23282708,23308460,23295609,25000,0.003212,0.002687,0.003419,0.076618
chr4,23308461,23350684,23331953,25000,0.002948,0.004496,0.016298,0.63805
chr4,23350685,23392546,23376045,25000,0.005291,0.004728,0.010103,0.346638
chr5,46026,84251,61418,25000,0.002483,0.00271,0.002383,-0.044814
chr5,84252,180308,100208,25000,0.002894,0.002973,0.003466,0.086563
chr5,180309,215456,198281,25000,0.006259,0.00669,0.011838,0.305097
chr5,215457,241974,228662,25000,0.002553,0.001907,0.010744,0.665768
chr5,241975,267698,254817,25000,0.004237,0.004683,0.01313,0.503559
chr5,267699,299238,282764,25000,0.003724,0.004712,0.009029,0.373092
chr5,299239,327382,313563,25000,0.002214,0.003208,0.00967,0.572453
chr5,327383,353243,340426,25000,0.002911,0.003542,0.012399,0.597287
chr5,353244,380826,366587,25000,0.002812,0.003308,0.013053,0.630165
chr5,380827,407926,394743,25000,0.00539,0.004263,0.014836,0.519692
chr5,407927,434670,421643,25000,0.00426,0.002226,0.007312,0.383948
chr5,434671,462342,449269,25000,0.005036,0.001617,0.00929,0.483306
chr5,462343,492599,476462,25000,0.008423,0.004613,0.015999,0.43149
chr5,492600,520793,506313,25000,0.002684,0.00405,0.008687,0.451884
chr5,520794,564290,537675,25000,0.001457,0.003464,0.004958,0.346281
chr5,564291,595965,582815,25000,0.003585,0.003918,0.015414,0.618606
chr5,595966,621133,608561,25000,0.002158,0.00282,0.00688,0.479323
chr5,621134,648009,634043,25000,0.002504,0.00388,0.015188,0.66229
chr5,648010,673857,661021,25000,0.003422,0.00423,0.007203,0.315343
chr5,673858,699403,686730,25000,0.003809,0.00435,0.009509,0.409814
chr5,699404,728751,713978,25000,0.004608,0.003419,0.010417,0.454299
chr5,728752,762079,744590,25000,0.003061,0.002579,0.00811,0.494653
chr5,762080,787663,774773,25000,0.00328,0.003293,0.006131,0.31108
chr5,787664,821910,802933,25000,0.002648,0.0047,0.009149,0.437436
chr5,821911,859818,837590,25000,0.004396,0.005179,0.013699,0.492677
chr5,859819,890645,875869,25000,0.004927,0.00607,0.009817,0.290647
chr5,890646,919720,906270,25000,0.002415,0.006634,0.009529,0.365916
chr5,919721,945297,932467,25000,0.002764,0.002926,0.003576,0.11821
chr5,945298,971113,958312,25000,0.003113,0.002737,0.003491,0.091634
chr5,971114,1005719,988554,25000,0.002574,0.003107,0.012525,0.640159
chr5,1005720,1032432,1018671,25000,0.003388,0.003847,0.00852,0.414219
chr5,1032433,1058190,1045416,25000,0.004086,0.003545,0.012709,0.548779
chr5,1058191,1083880,1071004,25000,0.003878,0.002234,0.007942,0.454811
chr5,1083882,1110671,1097240,25000,0.002918,0.003289,0.014828,0.663414
chr5,1110672,1136736,1123916,25000,0.004088,0.004404,0.008721,0.354794
chr5,1136737,1162366,1149519,25000,0.005062,0.00568,0.009939,0.307369
chr5,1162367,1188617,1175676,25000,0.003432,0.004904,0.010996,0.460823
chr5,1188618,1214145,1201315,25000,0.003038,0.002924,0.007665,0.45053
chr5,1214146,1240028,1227109,25000,0.002175,0.0024,0.003316,0.190119
chr5,1240029,1266068,1253029,25000,0.003155,0.00363,0.004755,0.173187
chr5,1266069,1297936,1283528,25000,0.00372,0.002511,0.007069,0.39834
chr5,1297938,1323624,1310838,25000,0.002915,0.003293,0.005013,0.242836
chr5,1323625,1358176,1340461,25000,0.004115,0.005352,0.01042,0.385278
chr5,1358177,1387097,1372689,25000,0.004604,0.004091,0.011299,0.45482
chr5,1387098,1412514,1399800,25000,0.002605,0.002867,0.004823,0.284687
chr5,1412515,1437795,1425209,25000,0.004576,0.004293,0.006086,0.162655
chr5,1437796,1463330,1450473,25000,0.003133,0.003236,0.004459,0.172794
chr5,1463331,1489630,1476381,25000,0.003627,0.004272,0.007319,0.308016
chr5,1489631,1515014,1502290,25000,0.002687,0.002347,0.004924,0.332809
chr5,1515015,1540838,1527710,25000,0.004409,0.00366,0.007347,0.299891
chr5,1540839,1568644,1554624,25000,0.005202,0.003438,0.015521,0.574948
chr5,1568645,1608236,1588312,25000,0.002959,0.002462,0.007257,0.466725
chr5,1608237,1637339,1622920,25000,0.0048,0.004694,0.010517,0.388068
chr5,1637340,1663116,1650196,25000,0.002294,0.002844,0.003905,0.213475
chr5,1663117,1688553,1675784,25000,0.003713,0.003822,0.008401,0.390874
chr5,1688554,1714222,1701254,25000,0.003447,0.003602,0.00532,0.209948
chr5,1714223,1789222,1738355,25000,0.002528,0.001531,0.006093,0.510895
chr5,1789223,1814674,1801936,25000,0.001856,0.001881,0.001713,-0.045448
chr5,1814675,1840185,1827405,25000,0.001798,0.001794,0.001646,-0.045453
chr5,1840186,1865507,1852856,25000,0.003255,0.003251,0.003,-0.042223
chr5,1865508,1891127,1878301,25000,0.000951,0.000951,0.000872,-0.045454
chr5,1891128,1938969,1924200,25000,0.001695,0.001702,0.001557,-0.045543
chr5,1938970,1964429,1951740,25000,0.001711,0.001736,0.001603,-0.037778
chr5,1964430,1990080,1977308,25000,0.002024,0.002118,0.001898,-0.045454
chr5,1990081,2017483,2004642,25000,0.003584,0.00359,0.003341,-0.037187
chr5,2017484,2047738,2032437,25000,0.002805,0.002995,0.002712,-0.034937
chr5,2047739,2078100,2063576,25000,0.001485,0.001421,0.001346,-0.039832
chr5,2078101,2104929,2091439,25000,0.002227,0.002268,0.002066,-0.043904
chr5,2104930,2133618,2117811,25000,0.004806,0.004836,0.00442,-0.045372
chr5,2133619,2159944,2146542,25000,0.002385,0.002388,0.002269,-0.026409
chr5,2159945,2192049,2174116,25000,0.003392,0.003881,0.003327,-0.046477
chr5,2192050,2296091,2250255,25000,0.002969,0.003087,0.005001,0.248522
chr5,2296092,2326708,2313167,25000,0.003099,0.003459,0.0055,0.261188
chr5,2326709,2352174,2339451,25000,0.002507,0.002188,0.00276,0.083889
chr5,2352175,2384292,2370520,25000,0.002765,0.001996,0.003847,0.243206
chr5,2384293,2443426,2413391,25000,0.003331,0.004289,0.009274,0.427966
chr5,2443428,2470427,2456721,25000,0.004473,0.005794,0.013184,0.450006
chr5,2470428,2497177,2484015,25000,0.002569,0.006739,0.008165,0.28244
chr5,2497178,2523041,2510104,25000,0.003584,0.003484,0.008155,0.404976
chr5,2523042,2564240,2545455,25000,0.004211,0.0039,0.008568,0.367308
chr5,2564241,2590733,2577772,25000,0.004156,0.003357,0.014808,0.605559
chr5,2590734,2622383,2606452,25000,0.002464,0.004284,0.006521,0.32733
chr5,2622384,2648612,2635290,25000,0.004572,0.003388,0.013065,0.543577
chr5,2648613,2684507,2665044,25000,0.002439,0.002614,0.00594,0.413462
chr5,2684508,2718278,2698867,25000,0.003148,0.003868,0.007635,0.380313
chr5,2718279,2745477,2731960,25000,0.005954,0.005735,0.010394,0.288839
chr5,2745478,2771268,2758266,25000,0.003701,0.003584,0.011942,0.543105
chr5,2771269,2796795,2783976,25000,0.002173,0.002299,0.009401,0.62575
chr5,2796796,2822769,2810097,25000,0.002575,0.002302,0.00559,0.402745
chr5,2822770,2848811,2835909,25000,0.00365,0.004596,0.010411,0.443109
chr5,2848812,2876554,2863379,25000,0.004034,0.003966,0.013761,0.560083
chr5,2876555,2903066,2889496,25000,0.002684,0.00196,0.003953,0.26979
chr5,2903067,2930861,2916287,25000,0.002055,0.001914,0.005532,0.482606
chr5,2930862,2972384,2945898,25000,0.002314,0.002031,0.005684,0.457497
chr5,2972385,2997836,2985099,25000,0.006026,0.004326,0.010904,0.366041
chr5,2997837,3023539,3010731,25000,0.004327,0.003848,0.007455,0.300591
chr5,3023540,3049166,3036310,25000,0.002382,0.002977,0.003733,0.170101
chr5,3049167,3076810,3063942,25000,0.002324,0.002802,0.005235,0.352238
chr5,3076811,3108028,3092412,25000,0.004771,0.005514,0.0108,0.364668
chr5,3108029,3136217,3121475,25000,0.004447,0.00638,0.01258,0.408518
chr5,3136218,3163253,3149941,25000,0.003109,0.003152,0.010072,0.536339
chr5,3163254,3189019,3176030,25000,0.003221,0.002646,0.009362,0.533413
chr5,3189020,3214881,3201804,25000,0.003441,0.002512,0.010449,0.567086
chr5,3214882,3251382,3234957,25000,0.003478,0.003636,0.009339,0.458942
chr5,3251383,3285413,3269126,25000,0.004819,0.004772,0.009825,0.353681
chr5,3285414,3311106,3298211,25000,0.003865,0.003802,0.010015,0.456869
chr5,3311107,3355696,3331271,25000,0.002753,0.002055,0.005449,0.397929
chr5,3355697,3381161,3368433,25000,0.002489,0.003019,0.006545,0.418023
chr5,3381162,3406733,3393941,25000,0.002645,0.003071,0.005399,0.316873
chr5,3406734,3436026,3421925,25000,0.004452,0.004316,0.006862,0.230442
chr5,3436027,3461870,3448927,25000,0.002166,0.001985,0.005711,0.477516
