#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
Ass.ref_sa	scaffold_322	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	164	116	0	0	1	116	116.0	116	116	116	12261	12261.0	12261	12261	12261	116	116	116	1.0	1.0	12261
Ass.ref_sa	scaffold_323	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	297	239	8	0	1	239	239.0	239	239	239	14306	14306.0	14306	14306	14306	247	247	239	0.9676113360323887	0.9676113360323887	14306
Ass.ref_sa	scaffold_324	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	207	61	0	0	1	61	61.0	61	61	61	5758	5758.0	5758	5758	5758	61	61	61	1.0	1.0	0
Ass.ref_sa	scaffold_325	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	505	247	16	0	1	247	247.0	247	247	247	15758	15758.0	15758	15758	15758	263	263	247	0.9391634980988594	0.9391634980988594	15758
Ass.ref_sa	scaffold_326	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	121	71	14	0	1	71	71.0	71	71	71	14526	14526.0	14526	14526	14526	85	85	71	0.8352941176470589	0.8352941176470589	14526
Ass.ref_sa	scaffold_327	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	28	23	0	0	1	23	23.0	23	23	23	11994	11994.0	11994	11994	11994	23	23	23	1.0	1.0	11994
Ass.ref_sa	scaffold_330	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	21	11	0	0	1	11	11.0	11	11	11	14221	14221.0	14221	14221	14221	11	11	11	1.0	1.0	14221
Ass.ref_sa	scaffold_331	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	2	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_332	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	230	60	0	0	1	60	60.0	60	60	60	16431	16431.0	16431	16431	16431	60	60	60	1.0	1.0	16431
Ass.ref_sa	scaffold_333	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	79	52	0	0	1	52	52.0	52	52	52	3874	3874.0	3874	3874	3874	52	52	52	1.0	1.0	0
Ass.ref_sa	scaffold_334	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	72	27	26	0	1	27	27.0	27	27	27	12156	12156.0	12156	12156	12156	53	53	27	0.5094339622641509	0.5094339622641509	12156
Ass.ref_sa	scaffold_336	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	12	8	2	0	1	8	8.0	8	8	8	3301	3301.0	3301	3301	3301	10	10	8	0.8	0.8	0
Ass.ref_sa	scaffold_337	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	89	61	16	0	1	61	61.0	61	61	61	11845	11845.0	11845	11845	11845	77	77	61	0.7922077922077922	0.7922077922077922	11845
Ass.ref_sa	scaffold_339	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	406	216	11	0	1	216	216.0	216	216	216	9993	9993.0	9993	9993	9993	227	227	216	0.9515418502202643	0.9515418502202643	9993
Ass.ref_sa	scaffold_340	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	49	45	0	0	1	45	45.0	45	45	45	16121	16121.0	16121	16121	16121	45	45	45	1.0	1.0	16121
Ass.ref_sa	scaffold_341	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	116	115	0	0	1	115	115.0	115	115	115	3969	3969.0	3969	3969	3969	115	115	115	1.0	1.0	0
Ass.ref_sa	scaffold_342	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	21	19	0	0	1	19	19.0	19	19	19	2018	2018.0	2018	2018	2018	19	19	19	1.0	1.0	0
Ass.ref_sa	scaffold_343	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	2	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_344	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	8	7	0	0	1	7	7.0	7	7	7	6056	6056.0	6056	6056	6056	7	7	7	1.0	1.0	0
Ass.ref_sa	scaffold_345	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	166	131	1	0	1	131	131.0	131	131	131	17885	17885.0	17885	17885	17885	132	132	131	0.9924242424242424	0.9924242424242424	17885
Ass.ref_sa	scaffold_346	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	115	76	0	0	1	76	76.0	76	76	76	4800	4800.0	4800	4800	4800	76	76	76	1.0	1.0	0
Ass.ref_sa	scaffold_347	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	103	55	2	0	1	55	55.0	55	55	55	12796	12796.0	12796	12796	12796	57	57	55	0.9649122807017544	0.9649122807017544	12796
Ass.ref_sa	scaffold_348	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	9	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_349	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	60	58	0	0	1	58	58.0	58	58	58	8750	8750.0	8750	8750	8750	58	58	58	1.0	1.0	0
Ass.ref_sa	scaffold_350	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	3	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_352	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	35	10	6	0	1	10	10.0	10	10	10	7553	7553.0	7553	7553	7553	16	16	10	0.625	0.625	0
Ass.ref_sa	scaffold_353	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	13	8	0	0	1	8	8.0	8	8	8	1736	1736.0	1736	1736	1736	8	8	8	1.0	1.0	0
Ass.ref_sa	scaffold_354	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	214	53	2	0	1	53	53.0	53	53	53	2607	2607.0	2607	2607	2607	55	55	53	0.9636363636363636	0.9636363636363636	0
Ass.ref_sa	scaffold_356	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	48	2	11	0	1	2	2.0	2	2	2	1760	1760.0	1760	1760	1760	13	13	2	0.15384615384615385	0.15384615384615385	0
Ass.ref_sa	scaffold_357	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	10	2	0	0	1	2	2.0	2	2	2	403	403.0	403	403	403	2	2	2	1.0	1.0	0
Ass.ref_sa	scaffold_358	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	93	40	0	0	1	40	40.0	40	40	40	9120	9120.0	9120	9120	9120	40	40	40	1.0	1.0	9120
Ass.ref_sa	scaffold_359	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	116	83	16	0	1	83	83.0	83	83	83	14746	14746.0	14746	14746	14746	99	99	83	0.8383838383838383	0.8383838383838383	14746
Ass.ref_sa	scaffold_360	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	2	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_362	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	34	2	0	0	1	2	2.0	2	2	2	5045	5045.0	5045	5045	5045	2	2	2	1.0	1.0	0
Ass.ref_sa	scaffold_364	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	168	19	8	0	1	19	19.0	19	19	19	13143	13143.0	13143	13143	13143	27	27	19	0.7037037037037037	0.7037037037037037	13143
Ass.ref_sa	scaffold_365	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	22	0	9	0	0	nan	nan	0	0	0	nan	nan	0	0	0	9	9	0	0.0	0.0	nan
Ass.ref_sa	scaffold_366	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	69	18	34	0	1	18	18.0	18	18	18	17056	17056.0	17056	17056	17056	52	52	18	0.34615384615384615	0.34615384615384615	17056
Ass.ref_sa	scaffold_367	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	203	0	6	0	0	nan	nan	0	0	0	nan	nan	0	0	0	6	6	0	0.0	0.0	nan
Ass.ref_sa	scaffold_368	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	25	4	0	0	1	4	4.0	4	4	4	9023	9023.0	9023	9023	9023	4	4	4	1.0	1.0	9023
Ass.ref_sa	scaffold_370	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	3	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_372	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	79	2	0	0	1	2	2.0	2	2	2	5161	5161.0	5161	5161	5161	2	2	2	1.0	1.0	0
Ass.ref_sa	scaffold_373	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	122	2	0	0	1	2	2.0	2	2	2	7180	7180.0	7180	7180	7180	2	2	2	1.0	1.0	0
Ass.ref_sa	scaffold_375	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	5	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_376	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	85	20	0	0	1	20	20.0	20	20	20	7534	7534.0	7534	7534	7534	20	20	20	1.0	1.0	0
Ass.ref_sa	scaffold_378	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	33	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_379	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	317	237	19	0	1	237	237.0	237	237	237	10787	10787.0	10787	10787	10787	256	256	237	0.92578125	0.92578125	10787
Ass.ref_sa	scaffold_380	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	1	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_381	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	99	55	7	0	1	55	55.0	55	55	55	15789	15789.0	15789	15789	15789	62	62	55	0.8870967741935484	0.8870967741935484	15789
Ass.ref_sa	scaffold_383	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	89	85	3	0	1	85	85.0	85	85	85	3650	3650.0	3650	3650	3650	88	88	85	0.9659090909090909	0.9659090909090909	0
Ass.ref_sa	scaffold_384	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	80	12	0	0	1	12	12.0	12	12	12	13922	13922.0	13922	13922	13922	12	12	12	1.0	1.0	13922
Ass.ref_sa	scaffold_386	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	5	3	0	0	1	3	3.0	3	3	3	11231	11231.0	11231	11231	11231	3	3	3	1.0	1.0	11231
Ass.ref_sa	scaffold_387	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	10	10	0	0	1	10	10.0	10	10	10	5045	5045.0	5045	5045	5045	10	10	10	1.0	1.0	0
Ass.ref_sa	scaffold_388	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	55	50	0	0	1	50	50.0	50	50	50	1425	1425.0	1425	1425	1425	50	50	50	1.0	1.0	0
Ass.ref_sa	scaffold_389	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	113	4	12	0	1	4	4.0	4	4	4	5041	5041.0	5041	5041	5041	16	16	4	0.25	0.25	0
Ass.ref_sa	scaffold_391	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	58	14	0	0	1	14	14.0	14	14	14	2111	2111.0	2111	2111	2111	14	14	14	1.0	1.0	0
Ass.ref_sa	scaffold_392	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	177	63	22	0	1	63	63.0	63	63	63	15339	15339.0	15339	15339	15339	85	85	63	0.7411764705882353	0.7411764705882353	15339
Ass.ref_sa	scaffold_393	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	70	32	1	0	1	32	32.0	32	32	32	3586	3586.0	3586	3586	3586	33	33	32	0.9696969696969697	0.9696969696969697	0
Ass.ref_sa	scaffold_394	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	7	0	2	0	0	nan	nan	0	0	0	nan	nan	0	0	0	2	2	0	0.0	0.0	nan
Ass.ref_sa	scaffold_396	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	28	14	0	0	1	14	14.0	14	14	14	5120	5120.0	5120	5120	5120	14	14	14	1.0	1.0	0
Ass.ref_sa	scaffold_398	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	606	306	17	0	1	306	306.0	306	306	306	11302	11302.0	11302	11302	11302	323	323	306	0.9473684210526315	0.9473684210526315	11302
Ass.ref_sa	scaffold_399	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	34	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_400	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	83	3	0	0	1	3	3.0	3	3	3	7418	7418.0	7418	7418	7418	3	3	3	1.0	1.0	0
Ass.ref_sa	scaffold_401	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	361	152	0	0	1	152	152.0	152	152	152	10713	10713.0	10713	10713	10713	152	152	152	1.0	1.0	10713
Ass.ref_sa	scaffold_405	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	10	8	0	0	1	8	8.0	8	8	8	7205	7205.0	7205	7205	7205	8	8	8	1.0	1.0	0
Ass.ref_sa	scaffold_406	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	48	16	4	0	1	16	16.0	16	16	16	8176	8176.0	8176	8176	8176	20	20	16	0.8	0.8	8176
Ass.ref_sa	scaffold_407	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	343	157	30	0	1	157	157.0	157	157	157	10390	10390.0	10390	10390	10390	187	187	157	0.839572192513369	0.839572192513369	10390
Ass.ref_sa	scaffold_408	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	10	4	1	0	1	4	4.0	4	4	4	1439	1439.0	1439	1439	1439	5	5	4	0.8	0.8	0
Ass.ref_sa	scaffold_409	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	45	27	0	0	1	27	27.0	27	27	27	7910	7910.0	7910	7910	7910	27	27	27	1.0	1.0	7910
Ass.ref_sa	scaffold_411	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	37	10	0	0	1	10	10.0	10	10	10	2653	2653.0	2653	2653	2653	10	10	10	1.0	1.0	0
Ass.ref_sa	scaffold_414	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	68	59	2	0	1	59	59.0	59	59	59	12471	12471.0	12471	12471	12471	61	61	59	0.9672131147540983	0.9672131147540983	12471
Ass.ref_sa	scaffold_415	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	171	3	1	0	1	3	3.0	3	3	3	4078	4078.0	4078	4078	4078	4	4	3	0.75	0.75	0
Ass.ref_sa	scaffold_416	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	22	8	5	0	1	8	8.0	8	8	8	4507	4507.0	4507	4507	4507	13	13	8	0.6153846153846154	0.6153846153846154	0
Ass.ref_sa	scaffold_419	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	46	46	0	0	1	46	46.0	46	46	46	3322	3322.0	3322	3322	3322	46	46	46	1.0	1.0	0
Ass.ref_sa	scaffold_421	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	1	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_422	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	60	21	4	0	1	21	21.0	21	21	21	9450	9450.0	9450	9450	9450	25	25	21	0.84	0.84	9450
Ass.ref_sa	scaffold_423	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	51	36	0	0	1	36	36.0	36	36	36	11708	11708.0	11708	11708	11708	36	36	36	1.0	1.0	11708
Ass.ref_sa	scaffold_425	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	69	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_426	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	26	20	1	0	1	20	20.0	20	20	20	5735	5735.0	5735	5735	5735	21	21	20	0.9523809523809523	0.9523809523809523	0
Ass.ref_sa	scaffold_429	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	45	12	1	0	1	12	12.0	12	12	12	6931	6931.0	6931	6931	6931	13	13	12	0.9230769230769231	0.9230769230769231	0
Ass.ref_sa	scaffold_430	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	91	64	0	0	1	64	64.0	64	64	64	13415	13415.0	13415	13415	13415	64	64	64	1.0	1.0	13415
Ass.ref_sa	scaffold_432	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	372	50	16	0	1	50	50.0	50	50	50	11205	11205.0	11205	11205	11205	66	66	50	0.7575757575757576	0.7575757575757576	11205
Ass.ref_sa	scaffold_434	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	43	3	0	0	1	3	3.0	3	3	3	4623	4623.0	4623	4623	4623	3	3	3	1.0	1.0	0
Ass.ref_sa	scaffold_435	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	21	9	0	0	1	9	9.0	9	9	9	3539	3539.0	3539	3539	3539	9	9	9	1.0	1.0	0
Ass.ref_sa	scaffold_436	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	85	36	0	0	1	36	36.0	36	36	36	5248	5248.0	5248	5248	5248	36	36	36	1.0	1.0	0
Ass.ref_sa	scaffold_442	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	35	27	2	0	1	27	27.0	27	27	27	7800	7800.0	7800	7800	7800	29	29	27	0.9310344827586207	0.9310344827586207	7800
Ass.ref_sa	scaffold_443	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	67	40	0	0	1	40	40.0	40	40	40	5070	5070.0	5070	5070	5070	40	40	40	1.0	1.0	0
Ass.ref_sa	scaffold_445	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	53	2	0	0	1	2	2.0	2	2	2	3889	3889.0	3889	3889	3889	2	2	2	1.0	1.0	0
Ass.ref_sa	scaffold_448	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	274	8	0	0	1	8	8.0	8	8	8	4846	4846.0	4846	4846	4846	8	8	8	1.0	1.0	0
Ass.ref_sa	scaffold_450	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	209	0	122	0	0	nan	nan	0	0	0	nan	nan	0	0	0	122	122	0	0.0	0.0	nan
Ass.ref_sa	scaffold_453	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	17	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_456	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	4	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_457	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	1	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_461	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	285	3	0	0	1	3	3.0	3	3	3	3136	3136.0	3136	3136	3136	3	3	3	1.0	1.0	0
Ass.ref_sa	scaffold_471	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	55	54	0	0	1	54	54.0	54	54	54	8636	8636.0	8636	8636	8636	54	54	54	1.0	1.0	8636
Ass.ref_sa	scaffold_472	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	241	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_473	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	135	3	67	0	1	3	3.0	3	3	3	199	199.0	199	199	199	70	70	3	0.04285714285714286	0.04285714285714286	0
Ass.ref_sa	scaffold_475	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	210	29	3	0	1	29	29.0	29	29	29	8775	8775.0	8775	8775	8775	32	32	29	0.90625	0.90625	8775
Ass.ref_sa	scaffold_481	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	81	79	0	0	1	79	79.0	79	79	79	9671	9671.0	9671	9671	9671	79	79	79	1.0	1.0	9671
Ass.ref_sa	scaffold_484	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	126	9	39	0	1	9	9.0	9	9	9	2717	2717.0	2717	2717	2717	48	48	9	0.1875	0.1875	0
Ass.ref_sa	scaffold_489	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	87	4	0	0	1	4	4.0	4	4	4	6613	6613.0	6613	6613	6613	4	4	4	1.0	1.0	6613
Ass.ref_sa	scaffold_493	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	115	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_495	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	7	5	0	0	1	5	5.0	5	5	5	1508	1508.0	1508	1508	1508	5	5	5	1.0	1.0	0
Ass.ref_sa	scaffold_497	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	475	229	0	0	1	229	229.0	229	229	229	5379	5379.0	5379	5379	5379	229	229	229	1.0	1.0	5379
Ass.ref_sa	scaffold_501	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	62	24	10	0	1	24	24.0	24	24	24	7009	7009.0	7009	7009	7009	34	34	24	0.7058823529411765	0.7058823529411765	7009
Ass.ref_sa	scaffold_504	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	9	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_505	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	9	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_506	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	10	0	2	0	0	nan	nan	0	0	0	nan	nan	0	0	0	2	2	0	0.0	0.0	nan
Ass.ref_sa	scaffold_509	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	7	3	0	0	1	3	3.0	3	3	3	6129	6129.0	6129	6129	6129	3	3	3	1.0	1.0	6129
Ass.ref_sa	scaffold_517	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	16	4	0	0	1	4	4.0	4	4	4	1807	1807.0	1807	1807	1807	4	4	4	1.0	1.0	0
Ass.ref_sa	scaffold_519	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	33	30	0	0	1	30	30.0	30	30	30	686	686.0	686	686	686	30	30	30	1.0	1.0	0
Ass.ref_sa	scaffold_524	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	68	44	1	0	1	44	44.0	44	44	44	7361	7361.0	7361	7361	7361	45	45	44	0.9777777777777777	0.9777777777777777	7361
Ass.ref_sa	scaffold_525	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	138	119	0	0	1	119	119.0	119	119	119	8330	8330.0	8330	8330	8330	119	119	119	1.0	1.0	8330
Ass.ref_sa	scaffold_526	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	27	14	0	0	1	14	14.0	14	14	14	2833	2833.0	2833	2833	2833	14	14	14	1.0	1.0	0
Ass.ref_sa	scaffold_528	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	58	32	5	0	1	32	32.0	32	32	32	7752	7752.0	7752	7752	7752	37	37	32	0.8648648648648649	0.8648648648648649	7752
Ass.ref_sa	scaffold_530	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	34	14	7	0	1	14	14.0	14	14	14	8183	8183.0	8183	8183	8183	21	21	14	0.6666666666666666	0.6666666666666666	8183
Ass.ref_sa	scaffold_531	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	11	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_533	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	47	32	0	0	1	32	32.0	32	32	32	2351	2351.0	2351	2351	2351	32	32	32	1.0	1.0	0
Ass.ref_sa	scaffold_534	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	26	20	0	0	1	20	20.0	20	20	20	5597	5597.0	5597	5597	5597	20	20	20	1.0	1.0	5597
Ass.ref_sa	scaffold_535	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	65	45	0	0	1	45	45.0	45	45	45	7309	7309.0	7309	7309	7309	45	45	45	1.0	1.0	7309
Ass.ref_sa	scaffold_540	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	289	154	3	0	1	154	154.0	154	154	154	7578	7578.0	7578	7578	7578	157	157	154	0.9808917197452229	0.9808917197452229	7578
Ass.ref_sa	scaffold_542	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	5	2	0	0	1	2	2.0	2	2	2	1	1.0	1	1	1	2	2	2	1.0	1.0	0
Ass.ref_sa	scaffold_544	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	32	13	0	0	1	13	13.0	13	13	13	7486	7486.0	7486	7486	7486	13	13	13	1.0	1.0	7486
Ass.ref_sa	scaffold_547	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	22	4	0	0	1	4	4.0	4	4	4	775	775.0	775	775	775	4	4	4	1.0	1.0	0
Ass.ref_sa	scaffold_549	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	23	21	0	0	1	21	21.0	21	21	21	2188	2188.0	2188	2188	2188	21	21	21	1.0	1.0	0
Ass.ref_sa	scaffold_550	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	10	5	0	0	1	5	5.0	5	5	5	7564	7564.0	7564	7564	7564	5	5	5	1.0	1.0	7564
Ass.ref_sa	scaffold_551	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	3	3	0	0	1	3	3.0	3	3	3	3938	3938.0	3938	3938	3938	3	3	3	1.0	1.0	0
Ass.ref_sa	scaffold_553	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	61	2	0	0	1	2	2.0	2	2	2	1190	1190.0	1190	1190	1190	2	2	2	1.0	1.0	0
Ass.ref_sa	scaffold_555	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	180	124	5	0	1	124	124.0	124	124	124	6804	6804.0	6804	6804	6804	129	129	124	0.9612403100775194	0.9612403100775194	6804
Ass.ref_sa	scaffold_557	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	7	2	0	0	1	2	2.0	2	2	2	711	711.0	711	711	711	2	2	2	1.0	1.0	0
Ass.ref_sa	scaffold_564	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	11	6	0	0	1	6	6.0	6	6	6	6653	6653.0	6653	6653	6653	6	6	6	1.0	1.0	6653
Ass.ref_sa	scaffold_565	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	2	2	0	0	1	2	2.0	2	2	2	2066	2066.0	2066	2066	2066	2	2	2	1.0	1.0	0
Ass.ref_sa	scaffold_577	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	2	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_581	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	50	0	37	0	0	nan	nan	0	0	0	nan	nan	0	0	0	37	37	0	0.0	0.0	nan
Ass.ref_sa	scaffold_596	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	2	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
