scaffold,start,end,mid,sites,pi1,pi2,dxy,fst,window_size,window_name,species
scaffold_10,1902821,1941238,1916997,25000,0.001417,0.001721,0.001726,0.055859,107027,scaffold_10_5,Hrs
scaffold_10,1967632,2002295,1987326,25000,0.001384,0.001509,0.001345,-0.037688,382840,scaffold_10_6,Hrs
scaffold_10,2002296,2033816,2019577,25000,0.002257,0.003368,0.00264,-0.032504,382840,scaffold_10_6,Hrs
scaffold_10,2033817,2059862,2046895,25000,0.001904,0.002319,0.002046,-0.016302,382840,scaffold_10_6,Hrs
scaffold_10,2059864,2108275,2079490,25000,0.002002,0.002097,0.002104,0.013492,382840,scaffold_10_6,Hrs
scaffold_10,2108276,2133979,2121110,25000,0.001468,0.0013,0.002266,0.248388,382840,scaffold_10_6,Hrs
scaffold_10,2133980,2171296,2156185,25000,0.001682,0.003159,0.005164,0.359954,382840,scaffold_10_6,Hrs
scaffold_10,2171297,2200810,2184843,25000,0.001373,0.001686,0.001701,0.054857,382840,scaffold_10_6,Hrs
scaffold_10,2200811,2250459,2224336,25000,0.001157,0.001428,0.001253,-0.026241,382840,scaffold_10_6,Hrs
scaffold_10,2250460,2285551,2263855,25000,0.001162,0.001298,0.001218,-0.004828,382840,scaffold_10_6,Hrs
scaffold_10,2285552,2312738,2298724,25000,0.001649,0.002133,0.0091,0.656662,382840,scaffold_10_6,Hrs
scaffold_10,2312739,2338961,2325821,25000,0.001634,0.00239,0.012564,0.724385,382840,scaffold_10_6,Hrs
scaffold_10,2449984,2486750,2470228,25000,0.001452,0.001496,0.001844,0.116919,252817,scaffold_10_7,Hrs
scaffold_10,2486751,2611307,2524708,25000,0.001378,0.001511,0.002016,0.165679,252817,scaffold_10_7,Hrs
scaffold_10,2611308,2638209,2625375,25000,0.001544,0.001516,0.001479,-0.017424,252817,scaffold_10_7,Hrs
scaffold_10,2638210,2674534,2659757,25000,0.001069,0.000954,0.000962,-0.024932,252817,scaffold_10_7,Hrs
scaffold_10,2674536,2719073,2700704,25000,0.001351,0.001437,0.001287,-0.038802,252817,scaffold_10_7,Hrs
scaffold_10,2719074,2748984,2732265,25000,0.001807,0.001493,0.001599,-0.016181,234140,scaffold_10_8,Hrs
scaffold_10,2748985,2775177,2762020,25000,0.001283,0.001767,0.002824,0.307813,234140,scaffold_10_8,Hrs
scaffold_10,2775178,2804261,2789810,25000,0.001384,0.001521,0.002907,0.3427,234140,scaffold_10_8,Hrs
scaffold_10,2804262,2829884,2817131,25000,0.000965,0.001022,0.000972,-0.011149,234140,scaffold_10_8,Hrs
scaffold_10,2829885,2855625,2842829,25000,0.001328,0.001313,0.001851,0.172499,234140,scaffold_10_8,Hrs
scaffold_10,2855626,2891427,2874738,25000,0.00117,0.001122,0.001063,-0.038527,234140,scaffold_10_8,Hrs
scaffold_10,2891428,2962513,2905809,25000,0.001664,0.001228,0.001366,-0.028819,234140,scaffold_10_8,Hrs
scaffold_10,3062637,3088387,3075551,25000,0.001791,0.001813,0.001671,-0.038631,176806,scaffold_10_9,Hrs
scaffold_10,3088388,3132631,3108697,25000,0.001927,0.002237,0.00236,0.06463,176806,scaffold_10_9,Hrs
scaffold_10,3132632,3207707,3162162,25000,0.001215,0.002245,0.001895,0.047186,176806,scaffold_10_9,Hrs
scaffold_10,3207708,3235406,3222443,25000,0.001659,0.001665,0.006519,0.602371,176806,scaffold_10_9,Hrs
scaffold_10,3325267,3354715,3339497,25000,0.001329,0.001631,0.003228,0.370315,272281,scaffold_10_10,Hrs
scaffold_10,3354716,3401261,3378938,25000,0.001319,0.001914,0.002073,0.116475,272281,scaffold_10_10,Hrs
scaffold_10,3401262,3426757,3413863,25000,0.001911,0.001742,0.002077,0.066239,272281,scaffold_10_10,Hrs
scaffold_10,3426758,3470117,3443814,25000,0.001314,0.001295,0.001288,-0.00658,272281,scaffold_10_10,Hrs
scaffold_10,3470118,3495790,3482900,25000,0.001672,0.001516,0.002755,0.27416,272281,scaffold_10_10,Hrs
scaffold_10,3495791,3541513,3522617,25000,0.001181,0.00119,0.001097,-0.03917,272281,scaffold_10_10,Hrs
scaffold_10,3541514,3578570,3563237,25000,0.001174,0.001174,0.001103,-0.032768,272281,scaffold_10_10,Hrs
scaffold_10,3609002,3684984,3631847,25000,9e-04,0.000904,0.000839,-0.037018,247492,scaffold_10_11,Hrs
scaffold_10,3684985,3710359,3697702,25000,0.000714,0.000635,0.000645,-0.023215,247492,scaffold_10_11,Hrs
scaffold_10,3710360,3743061,3725832,25000,0.001288,0.001154,0.001165,-0.024293,247492,scaffold_10_11,Hrs
scaffold_10,3743062,3768480,3755689,25000,0.001856,0.001492,0.002342,0.171499,247492,scaffold_10_11,Hrs
scaffold_10,3768481,3804804,3787415,25000,0.001149,0.001142,0.001085,-0.02834,247492,scaffold_10_11,Hrs
scaffold_10,3804805,3847547,3820808,25000,0.001811,0.001562,0.001644,-0.013085,247492,scaffold_10_11,Hrs
scaffold_10,3960347,3989864,3975676,25000,0.001361,0.001314,0.001232,-0.044021,224031,scaffold_10_12,Hrs
scaffold_10,3989865,4016293,4002934,25000,0.002382,0.002951,0.003187,0.098426,224031,scaffold_10_12,Hrs
scaffold_10,4016294,4067004,4046032,25000,0.001315,0.001296,0.00122,-0.035308,224031,scaffold_10_12,Hrs
scaffold_10,4067005,4101928,4086071,25000,0.001355,0.001138,0.001179,-0.028836,224031,scaffold_10_12,Hrs
scaffold_10,4101929,4133615,4119393,25000,0.001986,0.001896,0.001995,0.013808,224031,scaffold_10_12,Hrs
scaffold_10,4133616,4161708,4147108,25000,0.001097,0.001264,0.001117,-0.028857,224031,scaffold_10_12,Hrs
scaffold_10,4161709,4187922,4174746,25000,0.001867,0.001738,0.001825,0.003642,224031,scaffold_10_12,Hrs
scaffold_10,4213443,4277783,4241463,25000,0.001455,0.001197,0.001264,-0.024829,130636,scaffold_10_13,Hrs
scaffold_10,4277784,4330914,4314992,25000,0.0021,0.00175,0.001987,0.009497,130636,scaffold_10_13,Hrs
scaffold_10,4330915,4372319,4355412,25000,0.001757,0.002087,0.001786,-0.038101,130636,scaffold_10_13,Hrs
scaffold_10,4372320,4472023,4412132,25000,0.004406,0.00405,0.003928,-0.038144,212095,scaffold_10_14,Hrs
scaffold_10,4472024,4540035,4518626,25000,0.001265,0.001522,0.005569,0.603564,212095,scaffold_10_14,Hrs
scaffold_10,4540036,4567656,4554379,25000,0.001752,0.001294,0.006899,0.646765,212095,scaffold_10_14,Hrs
scaffold_10,4567657,4606207,4581756,25000,0.002649,0.002405,0.003377,0.148413,212095,scaffold_10_14,Hrs
scaffold_11,35718,87845,67538,25000,0.004091,0.004366,0.004073,-0.016818,167417,scaffold_11_1,Hrs
scaffold_11,87846,122746,104120,25000,0.002004,0.001962,0.001874,-0.029217,167417,scaffold_11_1,Hrs
scaffold_11,122747,160261,138571,25000,0.002269,0.002019,0.0021,-0.010785,167417,scaffold_11_1,Hrs
scaffold_11,160262,226660,203196,25000,0.002,0.002298,0.002885,0.148152,167417,scaffold_11_1,Hrs
scaffold_11,392992,466543,431972,25000,0.002576,0.004342,0.004518,0.135773,433178,scaffold_11_2,Hrs
scaffold_11,466544,514379,481485,25000,0.002113,0.003692,0.005193,0.279011,433178,scaffold_11_2,Hrs
scaffold_11,514380,584443,549578,25000,0.002932,0.005595,0.005009,0.083068,433178,scaffold_11_2,Hrs
scaffold_11,584444,614188,600358,25000,0.002081,0.002404,0.002312,0.015853,433178,scaffold_11_2,Hrs
scaffold_11,614189,699202,671394,25000,0.00945,0.004383,0.00915,0.121835,433178,scaffold_11_2,Hrs
scaffold_11,699203,757969,726961,25000,0.005962,0.003253,0.006334,0.146106,433178,scaffold_11_2,Hrs
scaffold_11,757970,814177,789140,25000,0.004239,0.002693,0.004265,0.09251,433178,scaffold_11_2,Hrs
scaffold_11,814178,912737,855126,25000,0.003566,0.002503,0.004412,0.189375,107611,scaffold_11_3,Hrs
scaffold_11,912738,1016475,956152,25000,0.002258,0.001873,0.002715,0.136707,107611,scaffold_11_3,Hrs
scaffold_11,1016476,1118002,1089090,25000,0.007255,0.003229,0.009036,0.272889,310338,scaffold_11_4,Hrs
scaffold_11,1118003,1147311,1133620,25000,0.006298,0.004843,0.014349,0.449689,310338,scaffold_11_4,Hrs
scaffold_11,1147312,1196210,1173262,25000,0.007912,0.002701,0.007691,0.181998,310338,scaffold_11_4,Hrs
scaffold_11,1196211,1294274,1260563,25000,0.010514,0.010072,0.018233,0.28369,310338,scaffold_11_4,Hrs
scaffold_11,1389623,1447875,1417271,25000,0.00478,0.004652,0.005285,0.058232,106713,scaffold_11_5,Hrs
scaffold_11,1628744,1694877,1675710,25000,0.005357,0.00362,0.008187,0.299381,168609,scaffold_11_6,Hrs
scaffold_11,1694878,1732626,1711824,25000,0.003126,0.001554,0.002996,0.12686,168609,scaffold_11_6,Hrs
scaffold_11,1732627,1780507,1756056,25000,0.004344,0.00225,0.007802,0.414715,168609,scaffold_11_6,Hrs
scaffold_11,1964920,2083241,2040378,25000,0.003509,0.006725,0.007202,0.174404,137611,scaffold_11_7,Hrs
scaffold_11,2083242,2110781,2096727,25000,0.001688,0.00535,0.004317,0.135859,137611,scaffold_11_7,Hrs
scaffold_11,2110782,2156041,2134276,25000,0.002632,0.004067,0.005266,0.228822,137611,scaffold_11_7,Hrs
scaffold_11,2281907,2329192,2309609,25000,0.001219,0.001445,0.002392,0.299378,126623,scaffold_11_8,Hrs
scaffold_11,3269315,3296443,3282691,25000,0.002789,0.002395,0.003403,0.139568,158732,scaffold_11_9,Hrs
scaffold_11,3296444,3338210,3314270,25000,0.003624,0.003141,0.003294,-0.014621,158732,scaffold_11_9,Hrs
scaffold_11,3338211,3376815,3357068,25000,0.001962,0.002032,0.002056,0.015679,158732,scaffold_11_9,Hrs
scaffold_11,3376816,3403024,3390120,25000,0.001683,0.001636,0.0045,0.470197,158732,scaffold_11_9,Hrs
scaffold_11,3568129,3593275,3580687,25000,0.000959,0.001127,0.000958,-0.044014,137939,scaffold_11_10,Hrs
scaffold_11,3593276,3640181,3620385,25000,0.001381,0.00214,0.001835,0.0213,137939,scaffold_11_10,Hrs
scaffold_11,3640182,3666543,3653192,25000,0.001793,0.002393,0.002124,0.007806,137939,scaffold_11_10,Hrs
scaffold_11,3708257,3733541,3720857,25000,0.002062,0.002293,0.003556,0.247206,129264,scaffold_11_11,Hrs
scaffold_11,3733542,3768024,3752082,25000,0.002993,0.003096,0.003259,0.036367,129264,scaffold_11_11,Hrs
scaffold_11,3768025,3793776,3780897,25000,0.001855,0.002584,0.002091,-0.030826,129264,scaffold_11_11,Hrs
scaffold_11,3793777,3854328,3830167,25000,0.002458,0.002617,0.002414,-0.025912,129264,scaffold_11_11,Hrs
scaffold_11,3942802,4006834,3984051,25000,0.001528,0.002078,0.00246,0.158951,292929,scaffold_11_12,Hrs
scaffold_11,4006835,4071632,4046584,25000,0.002539,0.002641,0.005302,0.349564,292929,scaffold_11_12,Hrs
scaffold_11,4071633,4138517,4100029,25000,0.003816,0.003908,0.004398,0.066534,292929,scaffold_11_12,Hrs
scaffold_11,4138518,4164626,4151569,25000,0.002685,0.002735,0.00258,-0.025559,292929,scaffold_11_12,Hrs
scaffold_11,4164627,4196938,4183605,25000,0.002001,0.001913,0.001859,-0.026749,292929,scaffold_11_12,Hrs
scaffold_11,4320162,4365460,4341400,25000,0.001253,0.001242,0.001168,-0.034449,127390,scaffold_11_13,Hrs
scaffold_11,4365461,4462800,4421076,25000,0.002238,0.002276,0.002544,0.061153,127390,scaffold_11_13,Hrs
scaffold_12,213351,242264,226678,25000,0.00192,0.002199,0.003042,0.19917,104962,scaffold_12_1,Hrs
scaffold_12,242265,279120,262364,25000,0.001996,0.002235,0.0023,0.04323,104962,scaffold_12_1,Hrs
scaffold_12,279121,316519,300000,25000,0.002604,0.002111,0.002528,0.036105,104962,scaffold_12_1,Hrs
scaffold_12,379066,412030,397046,25000,0.001557,0.00162,0.001504,-0.028028,193765,scaffold_12_2,Hrs
scaffold_12,412031,445781,428742,25000,0.001522,0.001582,0.001431,-0.043798,193765,scaffold_12_2,Hrs
scaffold_12,445782,519875,497785,25000,0.002004,0.002308,0.002341,0.042726,193765,scaffold_12_2,Hrs
scaffold_12,519876,545408,532673,25000,0.001735,0.001836,0.00227,0.121376,193765,scaffold_12_2,Hrs
scaffold_12,545409,586371,560904,25000,0.003401,0.003326,0.003137,-0.036152,193765,scaffold_12_2,Hrs
scaffold_12,734806,793257,777200,25000,0.002718,0.002538,0.003181,0.098302,108001,scaffold_12_3,Hrs
scaffold_12,793258,825400,807604,25000,0.00259,0.002106,0.0023,-0.010821,108001,scaffold_12_3,Hrs
scaffold_12,880286,913981,898239,25000,0.002569,0.002123,0.009036,0.588594,167322,scaffold_12_4,Hrs
scaffold_12,913982,946601,933509,25000,0.001652,0.001283,0.00216,0.196584,167322,scaffold_12_4,Hrs
scaffold_12,946602,972656,959762,25000,0.00278,0.003219,0.00391,0.136031,167322,scaffold_12_4,Hrs
scaffold_12,972657,1004448,988361,25000,0.003235,0.001815,0.005976,0.392706,167322,scaffold_12_4,Hrs
scaffold_12,1122056,1174922,1147060,25000,0.001294,0.001383,0.001316,-0.008592,136609,scaffold_12_5,Hrs
scaffold_12,1174923,1201998,1188226,25000,0.001974,0.003925,0.003352,0.066077,136609,scaffold_12_5,Hrs
scaffold_12,1201999,1228321,1215034,25000,0.001791,0.001546,0.002072,0.111588,136609,scaffold_12_5,Hrs
scaffold_12,1228322,1255281,1242081,25000,0.001792,0.001193,0.0022,0.197423,136609,scaffold_12_5,Hrs
scaffold_12,1281718,1312699,1298249,25000,0.001437,0.002126,0.002136,0.105315,392089,scaffold_12_6,Hrs
scaffold_12,1312700,1342472,1327154,25000,0.001681,0.001636,0.001658,-0.001159,392089,scaffold_12_6,Hrs
scaffold_12,1342473,1374196,1357685,25000,0.001648,0.00188,0.001807,0.012469,392089,scaffold_12_6,Hrs
scaffold_12,1374197,1400533,1387576,25000,0.003458,0.001838,0.004342,0.249113,392089,scaffold_12_6,Hrs
scaffold_12,1400534,1426458,1413326,25000,0.00274,0.002674,0.007697,0.488725,392089,scaffold_12_6,Hrs
scaffold_12,1426459,1468103,1448952,25000,0.001655,0.001614,0.001541,-0.029239,392089,scaffold_12_6,Hrs
scaffold_12,1468104,1497014,1483896,25000,0.001619,0.001426,0.001455,-0.022547,392089,scaffold_12_6,Hrs
scaffold_12,1497015,1636479,1515163,25000,0.001217,0.001232,0.001138,-0.038088,392089,scaffold_12_6,Hrs
scaffold_12,1636480,1664859,1649722,25000,0.001578,0.001766,0.00275,0.247439,392089,scaffold_12_6,Hrs
scaffold_12,1690187,1717914,1704548,25000,0.001521,0.003737,0.004402,0.259151,303812,scaffold_12_7,Hrs
scaffold_12,1717915,1744902,1731772,25000,0.003026,0.002057,0.002566,0.004998,303812,scaffold_12_7,Hrs
scaffold_12,1744903,1794266,1775646,25000,0.00281,0.001597,0.002407,0.022828,303812,scaffold_12_7,Hrs
scaffold_12,1794267,1861101,1833868,25000,0.002255,0.002189,0.002106,-0.029142,303812,scaffold_12_7,Hrs
scaffold_12,1861102,1892264,1876776,25000,0.001882,0.001544,0.001685,-0.008614,303812,scaffold_12_7,Hrs
scaffold_12,1892265,1958168,1921715,25000,0.001615,0.002845,0.004094,0.291172,303812,scaffold_12_7,Hrs
scaffold_12,1958169,2037451,1994842,25000,0.000967,0.003026,0.006245,0.526125,303812,scaffold_12_7,Hrs
scaffold_12,2037452,2161338,2104304,25000,0.001769,0.001691,0.001621,-0.033572,285851,scaffold_12_8,Hrs
scaffold_12,2161339,2215765,2187971,25000,0.001559,0.0013,0.00133,-0.037315,285851,scaffold_12_8,Hrs
scaffold_12,2215766,2284835,2252524,25000,0.001038,0.00112,0.001124,0.021384,285851,scaffold_12_8,Hrs
scaffold_12,2284836,2334008,2310340,25000,0.00181,0.00174,0.001641,-0.04152,285851,scaffold_12_8,Hrs
scaffold_12,2334009,2359521,2346821,25000,0.002195,0.002402,0.002168,-0.030415,285851,scaffold_12_8,Hrs
scaffold_12,2482525,2534083,2504372,25000,0.001479,0.000876,0.001472,0.098819,124411,scaffold_12_9,Hrs
scaffold_12,2534084,2603175,2567976,25000,0.00163,0.001851,0.001867,0.04529,124411,scaffold_12_9,Hrs
scaffold_12,3056783,3090308,3076752,25000,0.001792,0.001773,0.001652,-0.039479,103813,scaffold_12_10,Hrs
scaffold_12,3090309,3115390,3102842,25000,0.002015,0.002092,0.001926,-0.033246,103813,scaffold_12_10,Hrs
scaffold_12,3115391,3150249,3134030,25000,0.001784,0.001682,0.001642,-0.027837,103813,scaffold_12_10,Hrs
scaffold_12,3289471,3366876,3325830,25000,0.001933,0.003135,0.003601,0.179241,260304,scaffold_12_11,Hrs
scaffold_12,3366877,3432134,3396883,25000,0.002504,0.002228,0.002733,0.074313,260304,scaffold_12_11,Hrs
scaffold_12,3432135,3469054,3450652,25000,0.002973,0.001707,0.009163,0.601886,260304,scaffold_12_11,Hrs
scaffold_12,3703300,3730829,3717127,25000,0.002844,0.002075,0.006322,0.448895,136523,scaffold_12_12,Hrs
scaffold_12,3730830,3771053,3746260,25000,0.002535,0.002494,0.010011,0.602349,136523,scaffold_12_12,Hrs
scaffold_12,3771054,3808764,3786219,25000,0.00326,0.002157,0.00745,0.479337,136523,scaffold_12_12,Hrs
scaffold_12,3934107,3980106,3951529,25000,0.001473,0.001357,0.001342,-0.027521,302319,scaffold_12_13,Hrs
scaffold_12,3980107,4030793,4000316,25000,0.001933,0.001867,0.001773,-0.036034,302319,scaffold_12_13,Hrs
scaffold_12,4030794,4106137,4051029,25000,0.001895,0.001792,0.001718,-0.036643,302319,scaffold_12_13,Hrs
scaffold_12,4106138,4157145,4127880,25000,0.001594,0.002776,0.002667,0.102523,302319,scaffold_12_13,Hrs
scaffold_12,4157146,4199569,4179851,25000,0.00285,0.00261,0.00308,0.06247,302319,scaffold_12_13,Hrs
scaffold_12,4199570,4242286,4219195,25000,0.004311,0.003448,0.003591,-0.040099,302319,scaffold_12_13,Hrs
scaffold_13,197939,239058,224302,25000,0.002171,0.001776,0.003284,0.254172,241379,scaffold_13_1,Hrs
scaffold_13,239059,315821,259096,25000,0.004234,0.001759,0.006699,0.392363,241379,scaffold_13_1,Hrs
scaffold_13,315822,390993,345681,25000,0.002243,0.001365,0.002028,0.060432,241379,scaffold_13_1,Hrs
scaffold_13,585499,622152,606427,25000,0.006665,0.004493,0.005304,-0.026155,175326,scaffold_13_2,Hrs
scaffold_13,622153,666045,646641,25000,0.001545,0.001274,0.001323,-0.031429,175326,scaffold_13_2,Hrs
scaffold_13,666046,730253,695595,25000,0.00235,0.002679,0.002475,-0.003035,175326,scaffold_13_2,Hrs
scaffold_13,730254,768907,749709,25000,0.00215,0.002343,0.002249,0.00061,175326,scaffold_13_2,Hrs
scaffold_13,801107,831318,815944,25000,0.003386,0.003218,0.003106,-0.031788,156478,scaffold_13_3,Hrs
scaffold_13,831319,859384,846208,25000,0.001741,0.001786,0.001669,-0.028597,156478,scaffold_13_3,Hrs
scaffold_13,859385,892404,877753,25000,0.001805,0.00161,0.001607,-0.031299,156478,scaffold_13_3,Hrs
scaffold_13,892405,921941,907086,25000,0.003586,0.005576,0.006438,0.173658,156478,scaffold_13_3,Hrs
scaffold_13,921942,966667,941356,25000,0.001847,0.001782,0.001714,-0.029336,156478,scaffold_13_3,Hrs
scaffold_13,1223062,1248895,1235764,25000,0.002304,0.002208,0.002104,-0.036284,107484,scaffold_13_4,Hrs
scaffold_13,1248896,1277598,1262853,25000,0.002058,0.002034,0.001935,-0.02901,107484,scaffold_13_4,Hrs
scaffold_13,1277599,1406398,1324482,25000,0.00334,0.00346,0.003167,-0.035981,107484,scaffold_13_4,Hrs
scaffold_13,1759855,1797934,1778368,25000,0.002599,0.002044,0.002587,0.055847,382885,scaffold_13_5,Hrs
scaffold_13,1797935,1845126,1820447,25000,0.001502,0.001837,0.001672,0.001741,382885,scaffold_13_5,Hrs
scaffold_13,1845127,1876110,1861614,25000,0.002591,0.00236,0.002371,-0.022309,382885,scaffold_13_5,Hrs
scaffold_13,1876111,1916827,1897168,25000,0.002561,0.003278,0.004075,0.163257,382885,scaffold_13_5,Hrs
scaffold_13,1916828,1947216,1932562,25000,0.002151,0.003758,0.006741,0.399206,382885,scaffold_13_5,Hrs
scaffold_13,1947217,2017475,1970694,25000,0.002797,0.003321,0.004575,0.199736,382885,scaffold_13_5,Hrs
scaffold_13,2017476,2068821,2042987,25000,0.001664,0.00191,0.003895,0.376783,382885,scaffold_13_5,Hrs
scaffold_13,2068822,2096022,2082925,25000,0.002114,0.001954,0.002169,0.030299,382885,scaffold_13_5,Hrs
scaffold_13,2096023,2121497,2108851,25000,0.001576,0.00196,0.00164,-0.038905,382885,scaffold_13_5,Hrs
scaffold_13,2568588,2593758,2581190,25000,0.00259,0.002331,0.002325,-0.029377,252561,scaffold_13_6,Hrs
scaffold_13,2593759,2619016,2606371,25000,0.002453,0.002302,0.003642,0.216074,252561,scaffold_13_6,Hrs
scaffold_13,2619017,2644272,2631646,25000,0.001886,0.001535,0.001602,-0.033813,252561,scaffold_13_6,Hrs
scaffold_13,2644273,2690526,2676725,25000,0.002691,0.003029,0.004792,0.259327,252561,scaffold_13_6,Hrs
scaffold_13,2690527,2723017,2706665,25000,0.002572,0.002611,0.002621,0.005783,252561,scaffold_13_6,Hrs
scaffold_13,2723018,2782266,2749788,25000,0.002955,0.001751,0.002699,0.069252,252561,scaffold_13_6,Hrs
scaffold_13,4219745,4270504,4245359,21683,0.008814,0.012127,0.012576,0.093582,129503,scaffold_13_8,Hrs
scaffold_14,1325285,1365706,1338369,25000,0.001977,0.001968,0.011038,0.699728,117799,scaffold_14_1,Hrs
scaffold_14,1365707,1401322,1386660,25000,0.001827,0.002024,0.002276,0.086191,117799,scaffold_14_1,Hrs
scaffold_14,1641805,1684115,1663894,25000,0.005083,0.004266,0.019176,0.616637,285048,scaffold_14_2,Hrs
scaffold_14,1684116,1725040,1701780,25000,0.002353,0.002782,0.003593,0.171557,285048,scaffold_14_2,Hrs
scaffold_14,1725041,1778419,1751186,25000,0.002686,0.003011,0.009849,0.560282,285048,scaffold_14_2,Hrs
scaffold_14,1778420,1837856,1806492,25000,0.001861,0.002494,0.002319,0.032507,285048,scaffold_14_2,Hrs
scaffold_14,1837857,1878101,1852354,25000,0.001924,0.002281,0.002481,0.085465,285048,scaffold_14_2,Hrs
scaffold_14,1878103,1904619,1891393,25000,0.002977,0.003605,0.003344,0.008214,285048,scaffold_14_2,Hrs
scaffold_14,2793332,2907606,2866041,25000,0.00258,0.003597,0.003153,0.010754,195477,scaffold_14_3,Hrs
scaffold_14,2907607,2949487,2925731,25000,0.002295,0.003991,0.005445,0.275256,195477,scaffold_14_3,Hrs
scaffold_14,2949488,3138058,3020655,25000,0.005193,0.001879,0.005548,0.226107,103790,scaffold_14_4,Hrs
scaffold_15,137431,292047,189191,25000,0.001819,0.002229,0.001948,-0.019825,179201,scaffold_15_1,Hrs
scaffold_15,292048,331118,309178,25000,0.002907,0.003364,0.003619,0.074058,179201,scaffold_15_1,Hrs
scaffold_15,362770,405203,383576,25000,0.001661,0.001796,0.001645,-0.025667,121559,scaffold_15_2,Hrs
scaffold_15,405204,431571,418400,25000,0.002062,0.002121,0.001944,-0.037855,121559,scaffold_15_2,Hrs
scaffold_15,431572,500187,459356,25000,0.001922,0.00196,0.001804,-0.038082,121559,scaffold_15_2,Hrs
scaffold_15,533277,559638,546152,25000,0.003295,0.003454,0.003772,0.057522,181383,scaffold_15_3,Hrs
scaffold_15,559639,655715,615937,25000,0.006995,0.006393,0.008346,0.113429,181383,scaffold_15_3,Hrs
scaffold_15,655716,690037,675218,25000,0.002658,0.002734,0.002612,-0.016506,181383,scaffold_15_3,Hrs
scaffold_15,833637,888208,857457,25000,0.001385,0.001666,0.001417,-0.037986,371802,scaffold_15_4,Hrs
scaffold_15,888209,984150,938987,25000,0.002601,0.00318,0.004659,0.23357,371802,scaffold_15_4,Hrs
scaffold_15,984151,1054973,997178,25000,0.004315,0.002971,0.005432,0.202971,371802,scaffold_15_4,Hrs
scaffold_15,1054974,1081033,1067959,25000,0.001646,0.001506,0.001915,0.102806,371802,scaffold_15_4,Hrs
scaffold_15,1081034,1155132,1126196,25000,0.002153,0.002402,0.002408,0.028924,371802,scaffold_15_4,Hrs
scaffold_15,1155133,1239712,1211857,25000,0.001337,0.003198,0.003558,0.222432,371802,scaffold_15_4,Hrs
scaffold_15,1390634,1436035,1419091,25000,0.002707,0.002636,0.003263,0.10181,130818,scaffold_15_5,Hrs
scaffold_15,1436036,1468638,1451557,25000,0.000931,0.00094,0.000908,-0.015006,130818,scaffold_15_5,Hrs
scaffold_15,1468639,1502861,1487355,25000,0.001305,0.001111,0.001345,0.049794,130818,scaffold_15_5,Hrs
scaffold_15,1502862,1533192,1519849,25000,0.001378,0.001397,0.001663,0.093573,130818,scaffold_15_5,Hrs
scaffold_15,1643724,1670268,1656835,25000,0.001653,0.001588,0.001599,-0.007142,320711,scaffold_15_6,Hrs
scaffold_15,1670269,1700727,1687032,25000,0.001742,0.002078,0.001896,-0.003838,320711,scaffold_15_6,Hrs
scaffold_15,1700728,1737048,1715798,25000,0.002499,0.004138,0.003349,-0.014434,320711,scaffold_15_6,Hrs
scaffold_15,1737049,1778158,1753848,25000,0.000776,0.001063,0.000978,0.020326,320711,scaffold_15_6,Hrs
scaffold_15,1778159,1803806,1791106,25000,0.00157,0.00139,0.003075,0.358572,320711,scaffold_15_6,Hrs
scaffold_15,1803807,1833765,1819263,25000,0.00249,0.002513,0.003817,0.213981,320711,scaffold_15_6,Hrs
scaffold_15,1833766,1887814,1862693,25000,0.001206,0.003007,0.002784,0.143022,320711,scaffold_15_6,Hrs
scaffold_15,1887815,1947948,1924528,25000,0.001285,0.001566,0.001377,-0.017809,320711,scaffold_15_6,Hrs
scaffold_15,2217826,2244698,2230819,25000,0.00117,0.001043,0.001039,-0.032717,323282,scaffold_15_7,Hrs
scaffold_15,2244699,2276838,2260433,25000,0.001945,0.001948,0.002115,0.042905,323282,scaffold_15_7,Hrs
scaffold_15,2276839,2302161,2289517,25000,0.00183,0.002009,0.001802,-0.033564,323282,scaffold_15_7,Hrs
scaffold_15,2302162,2369818,2340434,25000,0.001423,0.001326,0.001331,-0.016804,323282,scaffold_15_7,Hrs
scaffold_15,2369819,2406721,2384229,25000,0.001489,0.001247,0.001294,-0.036032,323282,scaffold_15_7,Hrs
scaffold_15,2406722,2432293,2419426,25000,0.001174,0.001926,0.002323,0.205539,323282,scaffold_15_7,Hrs
scaffold_15,2432294,2457403,2444848,25000,0.001197,0.00127,0.001216,-0.004961,323282,scaffold_15_7,Hrs
scaffold_15,2457404,2491804,2478114,25000,0.001466,0.001378,0.001323,-0.037567,323282,scaffold_15_7,Hrs
scaffold_15,2491805,2519345,2505602,25000,0.001946,0.00199,0.001822,-0.040052,323282,scaffold_15_7,Hrs
scaffold_15,2519346,2563008,2540282,25000,0.001906,0.001962,0.001807,-0.035378,323282,scaffold_15_7,Hrs
scaffold_15,2588299,2613900,2600967,25000,0.00122,0.001775,0.001724,0.070615,470884,scaffold_15_8,Hrs
scaffold_15,2613901,2698644,2672136,25000,0.001143,0.000922,0.001044,0.005768,470884,scaffold_15_8,Hrs
scaffold_15,2698645,2757578,2733171,25000,0.001752,0.001743,0.001799,0.015038,470884,scaffold_15_8,Hrs
scaffold_15,2757579,2813494,2783920,25000,0.001028,0.001295,0.001493,0.128936,470884,scaffold_15_8,Hrs
scaffold_15,2813495,3063620,2853598,25000,0.001418,0.002229,0.002472,0.125227,470884,scaffold_15_8,Hrs
